probe_id,probe_type,probe_version,scene_id,evidence_match_id,target_order_match_id,setting_match_id,setting_id,setting,endpoint_geometry,name_id,name,object_id,object,condition_id,evidence_type,context_structure,context_entity_order,target_order,reverses_context_entity_order,same_setting_in_both_contexts,close_requires_body_part_inference,far_requires_endpoint_inference,relation_words_explicit,distance_magnitude_explicit,target_relation_clause_repeated,Context1,Context2,Target1,Target2,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count
courtyard__name_omar__obj_helmet__distance_phrase__object_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_helmet,courtyard__name_omar__obj_helmet__object_first,courtyard__name_omar__obj_helmet__distance_phrase,name_omar__obj_helmet__distance_phrase__object_first,courtyard,courtyard,edges,name_omar,Omar,obj_helmet,helmet,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the courtyard, a short distance separates Omar and the helmet.","In the courtyard, a long distance separates Omar and the helmet.",The helmet is close to Omar.,The helmet is far from Omar.,11,13,11,13,6,7,6,7
courtyard__name_omar__obj_helmet__distance_phrase__person_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_helmet,courtyard__name_omar__obj_helmet__person_first,courtyard__name_omar__obj_helmet__distance_phrase,name_omar__obj_helmet__distance_phrase__person_first,courtyard,courtyard,edges,name_omar,Omar,obj_helmet,helmet,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the courtyard, a short distance separates Omar and the helmet.","In the courtyard, a long distance separates Omar and the helmet.",Omar is close to the helmet.,Omar is far from the helmet.,11,13,11,13,6,8,6,8
courtyard__name_omar__obj_helmet__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_helmet,courtyard__name_omar__obj_helmet__object_first,courtyard__name_omar__obj_helmet__distance_phrase_object_first,name_omar__obj_helmet__distance_phrase_object_first__object_first,courtyard,courtyard,edges,name_omar,Omar,obj_helmet,helmet,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the courtyard, a short distance separates the helmet and Omar.","In the courtyard, a long distance separates the helmet and Omar.",The helmet is close to Omar.,The helmet is far from Omar.,11,13,11,13,6,7,6,7
courtyard__name_omar__obj_helmet__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_helmet,courtyard__name_omar__obj_helmet__person_first,courtyard__name_omar__obj_helmet__distance_phrase_object_first,name_omar__obj_helmet__distance_phrase_object_first__person_first,courtyard,courtyard,edges,name_omar,Omar,obj_helmet,helmet,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the courtyard, a short distance separates the helmet and Omar.","In the courtyard, a long distance separates the helmet and Omar.",Omar is close to the helmet.,Omar is far from the helmet.,11,13,11,13,6,8,6,8
courtyard__name_omar__obj_helmet__endpoint_placement__object_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_helmet,courtyard__name_omar__obj_helmet__object_first,courtyard__name_omar__obj_helmet__endpoint_placement,name_omar__obj_helmet__endpoint_placement__object_first,courtyard,courtyard,edges,name_omar,Omar,obj_helmet,helmet,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the courtyard, Omar stands at one edge. The helmet rests at Omar's feet.","In the courtyard, Omar stands at one edge. The helmet rests at the opposite edge.",The helmet is close to Omar.,The helmet is far from Omar.,15,18,15,18,6,7,6,7
courtyard__name_omar__obj_helmet__endpoint_placement__person_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_helmet,courtyard__name_omar__obj_helmet__person_first,courtyard__name_omar__obj_helmet__endpoint_placement,name_omar__obj_helmet__endpoint_placement__person_first,courtyard,courtyard,edges,name_omar,Omar,obj_helmet,helmet,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the courtyard, Omar stands at one edge. The helmet rests at Omar's feet.","In the courtyard, Omar stands at one edge. The helmet rests at the opposite edge.",Omar is close to the helmet.,Omar is far from the helmet.,15,18,15,18,6,8,6,8
courtyard__name_omar__obj_cup__direct_label__object_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_cup,courtyard__name_omar__obj_cup__object_first,courtyard__name_omar__obj_cup__direct_label,name_omar__obj_cup__direct_label__object_first,courtyard,courtyard,edges,name_omar,Omar,obj_cup,cup,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the courtyard, the cup is close to Omar.","In the courtyard, the cup is far from Omar.",The cup is close to Omar.,The cup is far from Omar.,9,11,9,11,6,7,6,7
courtyard__name_omar__obj_cup__direct_label__person_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_cup,courtyard__name_omar__obj_cup__person_first,courtyard__name_omar__obj_cup__direct_label,name_omar__obj_cup__direct_label__person_first,courtyard,courtyard,edges,name_omar,Omar,obj_cup,cup,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the courtyard, the cup is close to Omar.","In the courtyard, the cup is far from Omar.",Omar is close to the cup.,Omar is far from the cup.,9,11,9,11,6,8,6,8
courtyard__name_omar__obj_cup__distance_phrase__object_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_cup,courtyard__name_omar__obj_cup__object_first,courtyard__name_omar__obj_cup__distance_phrase,name_omar__obj_cup__distance_phrase__object_first,courtyard,courtyard,edges,name_omar,Omar,obj_cup,cup,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the courtyard, a short distance separates Omar and the cup.","In the courtyard, a long distance separates Omar and the cup.",The cup is close to Omar.,The cup is far from Omar.,11,13,11,13,6,7,6,7
courtyard__name_omar__obj_cup__distance_phrase__person_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_cup,courtyard__name_omar__obj_cup__person_first,courtyard__name_omar__obj_cup__distance_phrase,name_omar__obj_cup__distance_phrase__person_first,courtyard,courtyard,edges,name_omar,Omar,obj_cup,cup,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the courtyard, a short distance separates Omar and the cup.","In the courtyard, a long distance separates Omar and the cup.",Omar is close to the cup.,Omar is far from the cup.,11,13,11,13,6,8,6,8
courtyard__name_omar__obj_cup__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_cup,courtyard__name_omar__obj_cup__object_first,courtyard__name_omar__obj_cup__distance_phrase_object_first,name_omar__obj_cup__distance_phrase_object_first__object_first,courtyard,courtyard,edges,name_omar,Omar,obj_cup,cup,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the courtyard, a short distance separates the cup and Omar.","In the courtyard, a long distance separates the cup and Omar.",The cup is close to Omar.,The cup is far from Omar.,11,13,11,13,6,7,6,7
courtyard__name_omar__obj_cup__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_cup,courtyard__name_omar__obj_cup__person_first,courtyard__name_omar__obj_cup__distance_phrase_object_first,name_omar__obj_cup__distance_phrase_object_first__person_first,courtyard,courtyard,edges,name_omar,Omar,obj_cup,cup,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the courtyard, a short distance separates the cup and Omar.","In the courtyard, a long distance separates the cup and Omar.",Omar is close to the cup.,Omar is far from the cup.,11,13,11,13,6,8,6,8
courtyard__name_omar__obj_cup__endpoint_placement__object_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_cup,courtyard__name_omar__obj_cup__object_first,courtyard__name_omar__obj_cup__endpoint_placement,name_omar__obj_cup__endpoint_placement__object_first,courtyard,courtyard,edges,name_omar,Omar,obj_cup,cup,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the courtyard, Omar stands at one edge. The cup rests at Omar's feet.","In the courtyard, Omar stands at one edge. The cup rests at the opposite edge.",The cup is close to Omar.,The cup is far from Omar.,15,18,15,18,6,7,6,7
courtyard__name_omar__obj_cup__endpoint_placement__person_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_cup,courtyard__name_omar__obj_cup__person_first,courtyard__name_omar__obj_cup__endpoint_placement,name_omar__obj_cup__endpoint_placement__person_first,courtyard,courtyard,edges,name_omar,Omar,obj_cup,cup,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the courtyard, Omar stands at one edge. The cup rests at Omar's feet.","In the courtyard, Omar stands at one edge. The cup rests at the opposite edge.",Omar is close to the cup.,Omar is far from the cup.,15,18,15,18,6,8,6,8
courtyard__name_omar__obj_key__direct_label__object_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_key,courtyard__name_omar__obj_key__object_first,courtyard__name_omar__obj_key__direct_label,name_omar__obj_key__direct_label__object_first,courtyard,courtyard,edges,name_omar,Omar,obj_key,key,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the courtyard, the key is close to Omar.","In the courtyard, the key is far from Omar.",The key is close to Omar.,The key is far from Omar.,9,11,9,11,6,7,6,7
courtyard__name_omar__obj_key__direct_label__person_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_key,courtyard__name_omar__obj_key__person_first,courtyard__name_omar__obj_key__direct_label,name_omar__obj_key__direct_label__person_first,courtyard,courtyard,edges,name_omar,Omar,obj_key,key,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the courtyard, the key is close to Omar.","In the courtyard, the key is far from Omar.",Omar is close to the key.,Omar is far from the key.,9,11,9,11,6,8,6,8
courtyard__name_omar__obj_key__distance_phrase__object_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_key,courtyard__name_omar__obj_key__object_first,courtyard__name_omar__obj_key__distance_phrase,name_omar__obj_key__distance_phrase__object_first,courtyard,courtyard,edges,name_omar,Omar,obj_key,key,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the courtyard, a short distance separates Omar and the key.","In the courtyard, a long distance separates Omar and the key.",The key is close to Omar.,The key is far from Omar.,11,13,11,13,6,7,6,7
courtyard__name_omar__obj_key__distance_phrase__person_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_key,courtyard__name_omar__obj_key__person_first,courtyard__name_omar__obj_key__distance_phrase,name_omar__obj_key__distance_phrase__person_first,courtyard,courtyard,edges,name_omar,Omar,obj_key,key,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the courtyard, a short distance separates Omar and the key.","In the courtyard, a long distance separates Omar and the key.",Omar is close to the key.,Omar is far from the key.,11,13,11,13,6,8,6,8
courtyard__name_omar__obj_key__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_key,courtyard__name_omar__obj_key__object_first,courtyard__name_omar__obj_key__distance_phrase_object_first,name_omar__obj_key__distance_phrase_object_first__object_first,courtyard,courtyard,edges,name_omar,Omar,obj_key,key,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the courtyard, a short distance separates the key and Omar.","In the courtyard, a long distance separates the key and Omar.",The key is close to Omar.,The key is far from Omar.,11,13,11,13,6,7,6,7
courtyard__name_omar__obj_key__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_key,courtyard__name_omar__obj_key__person_first,courtyard__name_omar__obj_key__distance_phrase_object_first,name_omar__obj_key__distance_phrase_object_first__person_first,courtyard,courtyard,edges,name_omar,Omar,obj_key,key,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the courtyard, a short distance separates the key and Omar.","In the courtyard, a long distance separates the key and Omar.",Omar is close to the key.,Omar is far from the key.,11,13,11,13,6,8,6,8
courtyard__name_omar__obj_key__endpoint_placement__object_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_key,courtyard__name_omar__obj_key__object_first,courtyard__name_omar__obj_key__endpoint_placement,name_omar__obj_key__endpoint_placement__object_first,courtyard,courtyard,edges,name_omar,Omar,obj_key,key,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the courtyard, Omar stands at one edge. The key rests at Omar's feet.","In the courtyard, Omar stands at one edge. The key rests at the opposite edge.",The key is close to Omar.,The key is far from Omar.,15,18,15,18,6,7,6,7
courtyard__name_omar__obj_key__endpoint_placement__person_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_key,courtyard__name_omar__obj_key__person_first,courtyard__name_omar__obj_key__endpoint_placement,name_omar__obj_key__endpoint_placement__person_first,courtyard,courtyard,edges,name_omar,Omar,obj_key,key,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the courtyard, Omar stands at one edge. The key rests at Omar's feet.","In the courtyard, Omar stands at one edge. The key rests at the opposite edge.",Omar is close to the key.,Omar is far from the key.,15,18,15,18,6,8,6,8
courtyard__name_omar__obj_box__direct_label__object_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_box,courtyard__name_omar__obj_box__object_first,courtyard__name_omar__obj_box__direct_label,name_omar__obj_box__direct_label__object_first,courtyard,courtyard,edges,name_omar,Omar,obj_box,box,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the courtyard, the box is close to Omar.","In the courtyard, the box is far from Omar.",The box is close to Omar.,The box is far from Omar.,9,11,9,11,6,7,6,7
courtyard__name_omar__obj_box__direct_label__person_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_box,courtyard__name_omar__obj_box__person_first,courtyard__name_omar__obj_box__direct_label,name_omar__obj_box__direct_label__person_first,courtyard,courtyard,edges,name_omar,Omar,obj_box,box,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the courtyard, the box is close to Omar.","In the courtyard, the box is far from Omar.",Omar is close to the box.,Omar is far from the box.,9,11,9,11,6,8,6,8
courtyard__name_omar__obj_box__distance_phrase__object_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_box,courtyard__name_omar__obj_box__object_first,courtyard__name_omar__obj_box__distance_phrase,name_omar__obj_box__distance_phrase__object_first,courtyard,courtyard,edges,name_omar,Omar,obj_box,box,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the courtyard, a short distance separates Omar and the box.","In the courtyard, a long distance separates Omar and the box.",The box is close to Omar.,The box is far from Omar.,11,13,11,13,6,7,6,7
courtyard__name_omar__obj_box__distance_phrase__person_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_box,courtyard__name_omar__obj_box__person_first,courtyard__name_omar__obj_box__distance_phrase,name_omar__obj_box__distance_phrase__person_first,courtyard,courtyard,edges,name_omar,Omar,obj_box,box,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the courtyard, a short distance separates Omar and the box.","In the courtyard, a long distance separates Omar and the box.",Omar is close to the box.,Omar is far from the box.,11,13,11,13,6,8,6,8
courtyard__name_omar__obj_box__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_box,courtyard__name_omar__obj_box__object_first,courtyard__name_omar__obj_box__distance_phrase_object_first,name_omar__obj_box__distance_phrase_object_first__object_first,courtyard,courtyard,edges,name_omar,Omar,obj_box,box,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the courtyard, a short distance separates the box and Omar.","In the courtyard, a long distance separates the box and Omar.",The box is close to Omar.,The box is far from Omar.,11,13,11,13,6,7,6,7
courtyard__name_omar__obj_box__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_box,courtyard__name_omar__obj_box__person_first,courtyard__name_omar__obj_box__distance_phrase_object_first,name_omar__obj_box__distance_phrase_object_first__person_first,courtyard,courtyard,edges,name_omar,Omar,obj_box,box,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the courtyard, a short distance separates the box and Omar.","In the courtyard, a long distance separates the box and Omar.",Omar is close to the box.,Omar is far from the box.,11,13,11,13,6,8,6,8
courtyard__name_omar__obj_box__endpoint_placement__object_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_box,courtyard__name_omar__obj_box__object_first,courtyard__name_omar__obj_box__endpoint_placement,name_omar__obj_box__endpoint_placement__object_first,courtyard,courtyard,edges,name_omar,Omar,obj_box,box,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the courtyard, Omar stands at one edge. The box rests at Omar's feet.","In the courtyard, Omar stands at one edge. The box rests at the opposite edge.",The box is close to Omar.,The box is far from Omar.,15,18,15,18,6,7,6,7
courtyard__name_omar__obj_box__endpoint_placement__person_first,close_far_matched_scenes,1.1,courtyard__name_omar__obj_box,courtyard__name_omar__obj_box__person_first,courtyard__name_omar__obj_box__endpoint_placement,name_omar__obj_box__endpoint_placement__person_first,courtyard,courtyard,edges,name_omar,Omar,obj_box,box,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the courtyard, Omar stands at one edge. The box rests at Omar's feet.","In the courtyard, Omar stands at one edge. The box rests at the opposite edge.",Omar is close to the box.,Omar is far from the box.,15,18,15,18,6,8,6,8
field__name_maya__obj_ball__direct_label__object_first,close_far_matched_scenes,1.1,field__name_maya__obj_ball,field__name_maya__obj_ball__object_first,field__name_maya__obj_ball__direct_label,name_maya__obj_ball__direct_label__object_first,field,field,sidelines,name_maya,Maya,obj_ball,ball,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the field, the ball is close to Maya.","In the field, the ball is far from Maya.",The ball is close to Maya.,The ball is far from Maya.,9,11,9,11,6,7,6,7
field__name_maya__obj_ball__direct_label__person_first,close_far_matched_scenes,1.1,field__name_maya__obj_ball,field__name_maya__obj_ball__person_first,field__name_maya__obj_ball__direct_label,name_maya__obj_ball__direct_label__person_first,field,field,sidelines,name_maya,Maya,obj_ball,ball,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the field, the ball is close to Maya.","In the field, the ball is far from Maya.",Maya is close to the ball.,Maya is far from the ball.,9,11,9,11,6,8,6,8
field__name_maya__obj_ball__distance_phrase__object_first,close_far_matched_scenes,1.1,field__name_maya__obj_ball,field__name_maya__obj_ball__object_first,field__name_maya__obj_ball__distance_phrase,name_maya__obj_ball__distance_phrase__object_first,field,field,sidelines,name_maya,Maya,obj_ball,ball,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the field, a short distance separates Maya and the ball.","In the field, a long distance separates Maya and the ball.",The ball is close to Maya.,The ball is far from Maya.,11,13,11,13,6,7,6,7
field__name_maya__obj_ball__distance_phrase__person_first,close_far_matched_scenes,1.1,field__name_maya__obj_ball,field__name_maya__obj_ball__person_first,field__name_maya__obj_ball__distance_phrase,name_maya__obj_ball__distance_phrase__person_first,field,field,sidelines,name_maya,Maya,obj_ball,ball,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the field, a short distance separates Maya and the ball.","In the field, a long distance separates Maya and the ball.",Maya is close to the ball.,Maya is far from the ball.,11,13,11,13,6,8,6,8
field__name_maya__obj_ball__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,field__name_maya__obj_ball,field__name_maya__obj_ball__object_first,field__name_maya__obj_ball__distance_phrase_object_first,name_maya__obj_ball__distance_phrase_object_first__object_first,field,field,sidelines,name_maya,Maya,obj_ball,ball,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the field, a short distance separates the ball and Maya.","In the field, a long distance separates the ball and Maya.",The ball is close to Maya.,The ball is far from Maya.,11,13,11,13,6,7,6,7
field__name_maya__obj_ball__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,field__name_maya__obj_ball,field__name_maya__obj_ball__person_first,field__name_maya__obj_ball__distance_phrase_object_first,name_maya__obj_ball__distance_phrase_object_first__person_first,field,field,sidelines,name_maya,Maya,obj_ball,ball,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the field, a short distance separates the ball and Maya.","In the field, a long distance separates the ball and Maya.",Maya is close to the ball.,Maya is far from the ball.,11,13,11,13,6,8,6,8
field__name_maya__obj_ball__endpoint_placement__object_first,close_far_matched_scenes,1.1,field__name_maya__obj_ball,field__name_maya__obj_ball__object_first,field__name_maya__obj_ball__endpoint_placement,name_maya__obj_ball__endpoint_placement__object_first,field,field,sidelines,name_maya,Maya,obj_ball,ball,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the field, Maya stands at one sideline. The ball rests at Maya's feet.","In the field, Maya stands at one sideline. The ball rests at the opposite sideline.",The ball is close to Maya.,The ball is far from Maya.,15,18,15,18,6,7,6,7
field__name_maya__obj_ball__endpoint_placement__person_first,close_far_matched_scenes,1.1,field__name_maya__obj_ball,field__name_maya__obj_ball__person_first,field__name_maya__obj_ball__endpoint_placement,name_maya__obj_ball__endpoint_placement__person_first,field,field,sidelines,name_maya,Maya,obj_ball,ball,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the field, Maya stands at one sideline. The ball rests at Maya's feet.","In the field, Maya stands at one sideline. The ball rests at the opposite sideline.",Maya is close to the ball.,Maya is far from the ball.,15,18,15,18,6,8,6,8
field__name_maya__obj_bag__direct_label__object_first,close_far_matched_scenes,1.1,field__name_maya__obj_bag,field__name_maya__obj_bag__object_first,field__name_maya__obj_bag__direct_label,name_maya__obj_bag__direct_label__object_first,field,field,sidelines,name_maya,Maya,obj_bag,bag,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the field, the bag is close to Maya.","In the field, the bag is far from Maya.",The bag is close to Maya.,The bag is far from Maya.,9,11,9,11,6,7,6,7
field__name_maya__obj_bag__direct_label__person_first,close_far_matched_scenes,1.1,field__name_maya__obj_bag,field__name_maya__obj_bag__person_first,field__name_maya__obj_bag__direct_label,name_maya__obj_bag__direct_label__person_first,field,field,sidelines,name_maya,Maya,obj_bag,bag,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the field, the bag is close to Maya.","In the field, the bag is far from Maya.",Maya is close to the bag.,Maya is far from the bag.,9,11,9,11,6,8,6,8
field__name_maya__obj_bag__distance_phrase__object_first,close_far_matched_scenes,1.1,field__name_maya__obj_bag,field__name_maya__obj_bag__object_first,field__name_maya__obj_bag__distance_phrase,name_maya__obj_bag__distance_phrase__object_first,field,field,sidelines,name_maya,Maya,obj_bag,bag,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the field, a short distance separates Maya and the bag.","In the field, a long distance separates Maya and the bag.",The bag is close to Maya.,The bag is far from Maya.,11,13,11,13,6,7,6,7
field__name_maya__obj_bag__distance_phrase__person_first,close_far_matched_scenes,1.1,field__name_maya__obj_bag,field__name_maya__obj_bag__person_first,field__name_maya__obj_bag__distance_phrase,name_maya__obj_bag__distance_phrase__person_first,field,field,sidelines,name_maya,Maya,obj_bag,bag,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,person_first,False,True,False,False,False,True,False,"In the field, a short distance separates Maya and the bag.","In the field, a long distance separates Maya and the bag.",Maya is close to the bag.,Maya is far from the bag.,11,13,11,13,6,8,6,8
field__name_maya__obj_bag__distance_phrase_object_first__object_first,close_far_matched_scenes,1.1,field__name_maya__obj_bag,field__name_maya__obj_bag__object_first,field__name_maya__obj_bag__distance_phrase_object_first,name_maya__obj_bag__distance_phrase_object_first__object_first,field,field,sidelines,name_maya,Maya,obj_bag,bag,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,object_first,False,True,False,False,False,True,False,"In the field, a short distance separates the bag and Maya.","In the field, a long distance separates the bag and Maya.",The bag is close to Maya.,The bag is far from Maya.,11,13,11,13,6,7,6,7
field__name_maya__obj_bag__distance_phrase_object_first__person_first,close_far_matched_scenes,1.1,field__name_maya__obj_bag,field__name_maya__obj_bag__person_first,field__name_maya__obj_bag__distance_phrase_object_first,name_maya__obj_bag__distance_phrase_object_first__person_first,field,field,sidelines,name_maya,Maya,obj_bag,bag,distance_phrase_object_first,distance_magnitude_phrase,locative_distance_subject,object_first,person_first,True,True,False,False,False,True,False,"In the field, a short distance separates the bag and Maya.","In the field, a long distance separates the bag and Maya.",Maya is close to the bag.,Maya is far from the bag.,11,13,11,13,6,8,6,8
field__name_maya__obj_bag__endpoint_placement__object_first,close_far_matched_scenes,1.1,field__name_maya__obj_bag,field__name_maya__obj_bag__object_first,field__name_maya__obj_bag__endpoint_placement,name_maya__obj_bag__endpoint_placement__object_first,field,field,sidelines,name_maya,Maya,obj_bag,bag,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,object_first,True,True,True,True,False,False,False,"In the field, Maya stands at one sideline. The bag rests at Maya's feet.","In the field, Maya stands at one sideline. The bag rests at the opposite sideline.",The bag is close to Maya.,The bag is far from Maya.,15,18,15,18,6,7,6,7
field__name_maya__obj_bag__endpoint_placement__person_first,close_far_matched_scenes,1.1,field__name_maya__obj_bag,field__name_maya__obj_bag__person_first,field__name_maya__obj_bag__endpoint_placement,name_maya__obj_bag__endpoint_placement__person_first,field,field,sidelines,name_maya,Maya,obj_bag,bag,endpoint_placement,physical_endpoint_placement,two_sentence_person_then_object,person_first,person_first,False,True,True,True,False,False,False,"In the field, Maya stands at one sideline. The bag rests at Maya's feet.","In the field, Maya stands at one sideline. The bag rests at the opposite sideline.",Maya is close to the bag.,Maya is far from the bag.,15,18,15,18,6,8,6,8
field__name_maya__obj_book__direct_label__object_first,close_far_matched_scenes,1.1,field__name_maya__obj_book,field__name_maya__obj_book__object_first,field__name_maya__obj_book__direct_label,name_maya__obj_book__direct_label__object_first,field,field,sidelines,name_maya,Maya,obj_book,book,direct_label,explicit_relation,locative_object_subject,object_first,object_first,False,True,False,False,True,False,True,"In the field, the book is close to Maya.","In the field, the book is far from Maya.",The book is close to Maya.,The book is far from Maya.,9,11,9,11,6,7,6,7
field__name_maya__obj_book__direct_label__person_first,close_far_matched_scenes,1.1,field__name_maya__obj_book,field__name_maya__obj_book__person_first,field__name_maya__obj_book__direct_label,name_maya__obj_book__direct_label__person_first,field,field,sidelines,name_maya,Maya,obj_book,book,direct_label,explicit_relation,locative_object_subject,object_first,person_first,True,True,False,False,True,False,False,"In the field, the book is close to Maya.","In the field, the book is far from Maya.",Maya is close to the book.,Maya is far from the book.,9,11,9,11,6,8,6,8
field__name_maya__obj_book__distance_phrase__object_first,close_far_matched_scenes,1.1,field__name_maya__obj_book,field__name_maya__obj_book__object_first,field__name_maya__obj_book__distance_phrase,name_maya__obj_book__distance_phrase__object_first,field,field,sidelines,name_maya,Maya,obj_book,book,distance_phrase,distance_magnitude_phrase,locative_distance_subject,person_first,object_first,True,True,False,False,False,True,False,"In the field, a short distance separates Maya and the book.","In the field, a long distance separates Maya and the book.",The book is close to Maya.,The book is far from Maya.,11,13,11,13,6,7,6,7
