probe_id,probe_version,probe_type,matched_group_id,condition_id,length_match_id,template_id,length_band,evidence_type,outcome,correct_target,name_id,name,object_id,object,numeric_case_id,unit,unit_id,unit_notation,unit_match_id,initial_distance,final_distance,signed_distance_change,movement_distance,object_stationary,passes_object,reference_order_id,wording_id,Context,Target1,Target2,Target3,Context_word_count,Context_char_count,Context_token_count,Target1_word_count,Target1_char_count,Target1_token_count,Target1_conditional_token_count,Target2_word_count,Target2_char_count,Target2_token_count,Target2_conditional_token_count,Target3_word_count,Target3_char_count,Target3_token_count,Target3_conditional_token_count,probe_row_index
name_0__obj_bicycle__num_05__unit_ft__explicit_distance__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft__compact,explicit_distance,name_0__obj_bicycle__num_05__unit_ft__explicit_distance__unchanged,distance_compact,compact,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__explicit_distance__unchanged__compact,54,54,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary bicycle: initially 54 ft, now 54 ft.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,13,72,17,9,46,11,10,9,49,11,10,12,60,14,13,3116
name_0__obj_bicycle__num_05__unit_ft__explicit_distance__closer,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft,explicit_distance,name_0__obj_bicycle__num_05__unit_ft__explicit_distance__closer,distance_standard,standard,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__explicit_distance__closer,54,22,-32,32,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 54 ft from a stationary bicycle. Maya is now 22 ft from the bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,16,77,19,9,46,11,10,9,49,11,10,12,60,14,13,3117
name_0__obj_bicycle__num_05__unit_ft__explicit_distance__farther,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft,explicit_distance,name_0__obj_bicycle__num_05__unit_ft__explicit_distance__farther,distance_standard,standard,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__explicit_distance__farther,54,86,32,32,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 54 ft from a stationary bicycle. Maya is now 86 ft from the bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,16,77,19,9,46,11,10,9,49,11,10,12,60,14,13,3118
name_0__obj_bicycle__num_05__unit_ft__explicit_distance__unchanged,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft,explicit_distance,name_0__obj_bicycle__num_05__unit_ft__explicit_distance__unchanged,distance_standard,standard,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__explicit_distance__unchanged,54,54,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 54 ft from a stationary bicycle. Maya is now 54 ft from the bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,16,77,19,9,46,11,10,9,49,11,10,12,60,14,13,3119
name_0__obj_bicycle__num_05__unit_ft__explicit_distance__closer__expanded,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft__expanded,explicit_distance,name_0__obj_bicycle__num_05__unit_ft__explicit_distance__closer,distance_expanded,expanded,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__explicit_distance__closer__expanded,54,22,-32,32,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 54 ft from a bicycle that remained stationary. The distance between Maya and that bicycle is now 22 ft.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,22,123,25,9,46,11,10,9,49,11,10,12,60,14,13,3120
name_0__obj_bicycle__num_05__unit_ft__explicit_distance__farther__expanded,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft__expanded,explicit_distance,name_0__obj_bicycle__num_05__unit_ft__explicit_distance__farther,distance_expanded,expanded,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__explicit_distance__farther__expanded,54,86,32,32,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 54 ft from a bicycle that remained stationary. The distance between Maya and that bicycle is now 86 ft.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,22,123,25,9,46,11,10,9,49,11,10,12,60,14,13,3121
name_0__obj_bicycle__num_05__unit_ft__explicit_distance__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft__expanded,explicit_distance,name_0__obj_bicycle__num_05__unit_ft__explicit_distance__unchanged,distance_expanded,expanded,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__explicit_distance__unchanged__expanded,54,54,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 54 ft from a bicycle that remained stationary. The distance between Maya and that bicycle is now 54 ft.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,22,123,25,9,46,11,10,9,49,11,10,12,60,14,13,3122
name_0__obj_bicycle__num_05__unit_ft__movement_description__closer__compact,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft__compact,movement_description,name_0__obj_bicycle__num_05__unit_ft__movement_description__closer,movement_compact,compact,directed_movement_inference,closer,Target1,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__movement_description__closer__compact,54,22,-32,32,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 54 ft from a stationary bicycle, Maya walked 32 ft directly toward it.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,14,79,16,9,46,11,10,9,49,11,10,12,60,14,13,3123
name_0__obj_bicycle__num_05__unit_ft__movement_description__farther__compact,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft__compact,movement_description,name_0__obj_bicycle__num_05__unit_ft__movement_description__farther,movement_compact,compact,directed_movement_inference,farther,Target2,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__movement_description__farther__compact,54,86,32,32,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 54 ft from a stationary bicycle, Maya walked 32 ft directly away from it.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,15,82,17,9,46,11,10,9,49,11,10,12,60,14,13,3124
name_0__obj_bicycle__num_05__unit_ft__movement_description__closer,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft,movement_description,name_0__obj_bicycle__num_05__unit_ft__movement_description__closer,movement_standard,standard,directed_movement_inference,closer,Target1,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__movement_description__closer,54,22,-32,32,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 54 ft from a stationary bicycle. Maya walked 32 ft directly toward the bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,16,88,19,9,46,11,10,9,49,11,10,12,60,14,13,3125
name_0__obj_bicycle__num_05__unit_ft__movement_description__farther,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft,movement_description,name_0__obj_bicycle__num_05__unit_ft__movement_description__farther,movement_standard,standard,directed_movement_inference,farther,Target2,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__movement_description__farther,54,86,32,32,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 54 ft from a stationary bicycle. Maya walked 32 ft directly away from the bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,17,91,20,9,46,11,10,9,49,11,10,12,60,14,13,3126
name_0__obj_bicycle__num_05__unit_ft__movement_description__closer__expanded,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft__expanded,movement_description,name_0__obj_bicycle__num_05__unit_ft__movement_description__closer,movement_expanded,expanded,directed_movement_inference,closer,Target1,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__movement_description__closer__expanded,54,22,-32,32,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 54 ft from a bicycle that remained stationary. From that starting position, Maya walked 32 ft directly toward the bicycle.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,23,142,27,9,46,11,10,9,49,11,10,12,60,14,13,3127
name_0__obj_bicycle__num_05__unit_ft__movement_description__farther__expanded,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft__expanded,movement_description,name_0__obj_bicycle__num_05__unit_ft__movement_description__farther,movement_expanded,expanded,directed_movement_inference,farther,Target2,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__movement_description__farther__expanded,54,86,32,32,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 54 ft from a bicycle that remained stationary. From that starting position, Maya walked 32 ft directly away from the bicycle.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,24,145,28,9,46,11,10,9,49,11,10,12,60,14,13,3128
name_0__obj_bicycle__num_05__unit_ft__orientation_control__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft__compact,orientation_control,name_0__obj_bicycle__num_05__unit_ft__orientation_control__unchanged,orientation_compact,compact,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__orientation_control__unchanged__compact,54,54,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya, 54 ft from a stationary bicycle, turned around in place.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,11,62,15,9,46,11,10,9,49,11,10,12,60,14,13,3129
name_0__obj_bicycle__num_05__unit_ft__orientation_control__unchanged,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft,orientation_control,name_0__obj_bicycle__num_05__unit_ft__orientation_control__unchanged,orientation_standard,standard,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__orientation_control__unchanged,54,54,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 54 ft from a stationary bicycle. Maya turned around without changing position.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,14,87,17,9,46,11,10,9,49,11,10,12,60,14,13,3130
name_0__obj_bicycle__num_05__unit_ft__orientation_control__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_05__unit_ft__expanded,orientation_control,name_0__obj_bicycle__num_05__unit_ft__orientation_control__unchanged,orientation_expanded,expanded,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_bicycle,bicycle,num_05,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_05__orientation_control__unchanged__expanded,54,54,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 54 ft from a bicycle that remained stationary. Maya then turned to face the opposite direction, keeping both feet in the same place.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,26,152,30,9,46,11,10,9,49,11,10,12,60,14,13,3131
name_0__obj_bicycle__num_06__unit_ft__explicit_distance__closer__compact,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft__compact,explicit_distance,name_0__obj_bicycle__num_06__unit_ft__explicit_distance__closer,distance_compact,compact,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__explicit_distance__closer__compact,59,49,-10,10,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary bicycle: initially 59 ft, now 49 ft.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,13,72,17,9,46,11,10,9,49,11,10,12,60,14,13,3132
name_0__obj_bicycle__num_06__unit_ft__explicit_distance__farther__compact,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft__compact,explicit_distance,name_0__obj_bicycle__num_06__unit_ft__explicit_distance__farther,distance_compact,compact,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__explicit_distance__farther__compact,59,69,10,10,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary bicycle: initially 59 ft, now 69 ft.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,13,72,17,9,46,11,10,9,49,11,10,12,60,14,13,3133
name_0__obj_bicycle__num_06__unit_ft__explicit_distance__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft__compact,explicit_distance,name_0__obj_bicycle__num_06__unit_ft__explicit_distance__unchanged,distance_compact,compact,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__explicit_distance__unchanged__compact,59,59,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary bicycle: initially 59 ft, now 59 ft.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,13,72,17,9,46,11,10,9,49,11,10,12,60,14,13,3134
name_0__obj_bicycle__num_06__unit_ft__explicit_distance__closer,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft,explicit_distance,name_0__obj_bicycle__num_06__unit_ft__explicit_distance__closer,distance_standard,standard,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__explicit_distance__closer,59,49,-10,10,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 59 ft from a stationary bicycle. Maya is now 49 ft from the bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,16,77,19,9,46,11,10,9,49,11,10,12,60,14,13,3135
name_0__obj_bicycle__num_06__unit_ft__explicit_distance__farther,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft,explicit_distance,name_0__obj_bicycle__num_06__unit_ft__explicit_distance__farther,distance_standard,standard,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__explicit_distance__farther,59,69,10,10,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 59 ft from a stationary bicycle. Maya is now 69 ft from the bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,16,77,19,9,46,11,10,9,49,11,10,12,60,14,13,3136
name_0__obj_bicycle__num_06__unit_ft__explicit_distance__unchanged,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft,explicit_distance,name_0__obj_bicycle__num_06__unit_ft__explicit_distance__unchanged,distance_standard,standard,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__explicit_distance__unchanged,59,59,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 59 ft from a stationary bicycle. Maya is now 59 ft from the bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,16,77,19,9,46,11,10,9,49,11,10,12,60,14,13,3137
name_0__obj_bicycle__num_06__unit_ft__explicit_distance__closer__expanded,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft__expanded,explicit_distance,name_0__obj_bicycle__num_06__unit_ft__explicit_distance__closer,distance_expanded,expanded,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__explicit_distance__closer__expanded,59,49,-10,10,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 59 ft from a bicycle that remained stationary. The distance between Maya and that bicycle is now 49 ft.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,22,123,25,9,46,11,10,9,49,11,10,12,60,14,13,3138
name_0__obj_bicycle__num_06__unit_ft__explicit_distance__farther__expanded,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft__expanded,explicit_distance,name_0__obj_bicycle__num_06__unit_ft__explicit_distance__farther,distance_expanded,expanded,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__explicit_distance__farther__expanded,59,69,10,10,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 59 ft from a bicycle that remained stationary. The distance between Maya and that bicycle is now 69 ft.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,22,123,25,9,46,11,10,9,49,11,10,12,60,14,13,3139
name_0__obj_bicycle__num_06__unit_ft__explicit_distance__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft__expanded,explicit_distance,name_0__obj_bicycle__num_06__unit_ft__explicit_distance__unchanged,distance_expanded,expanded,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__explicit_distance__unchanged__expanded,59,59,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 59 ft from a bicycle that remained stationary. The distance between Maya and that bicycle is now 59 ft.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,22,123,25,9,46,11,10,9,49,11,10,12,60,14,13,3140
name_0__obj_bicycle__num_06__unit_ft__movement_description__closer__compact,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft__compact,movement_description,name_0__obj_bicycle__num_06__unit_ft__movement_description__closer,movement_compact,compact,directed_movement_inference,closer,Target1,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__movement_description__closer__compact,59,49,-10,10,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 59 ft from a stationary bicycle, Maya walked 10 ft directly toward it.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,14,79,16,9,46,11,10,9,49,11,10,12,60,14,13,3141
name_0__obj_bicycle__num_06__unit_ft__movement_description__farther__compact,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft__compact,movement_description,name_0__obj_bicycle__num_06__unit_ft__movement_description__farther,movement_compact,compact,directed_movement_inference,farther,Target2,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__movement_description__farther__compact,59,69,10,10,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 59 ft from a stationary bicycle, Maya walked 10 ft directly away from it.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,15,82,17,9,46,11,10,9,49,11,10,12,60,14,13,3142
name_0__obj_bicycle__num_06__unit_ft__movement_description__closer,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft,movement_description,name_0__obj_bicycle__num_06__unit_ft__movement_description__closer,movement_standard,standard,directed_movement_inference,closer,Target1,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__movement_description__closer,59,49,-10,10,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 59 ft from a stationary bicycle. Maya walked 10 ft directly toward the bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,16,88,19,9,46,11,10,9,49,11,10,12,60,14,13,3143
name_0__obj_bicycle__num_06__unit_ft__movement_description__farther,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft,movement_description,name_0__obj_bicycle__num_06__unit_ft__movement_description__farther,movement_standard,standard,directed_movement_inference,farther,Target2,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__movement_description__farther,59,69,10,10,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 59 ft from a stationary bicycle. Maya walked 10 ft directly away from the bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,17,91,20,9,46,11,10,9,49,11,10,12,60,14,13,3144
name_0__obj_bicycle__num_06__unit_ft__movement_description__closer__expanded,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft__expanded,movement_description,name_0__obj_bicycle__num_06__unit_ft__movement_description__closer,movement_expanded,expanded,directed_movement_inference,closer,Target1,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__movement_description__closer__expanded,59,49,-10,10,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 59 ft from a bicycle that remained stationary. From that starting position, Maya walked 10 ft directly toward the bicycle.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,23,142,27,9,46,11,10,9,49,11,10,12,60,14,13,3145
name_0__obj_bicycle__num_06__unit_ft__movement_description__farther__expanded,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft__expanded,movement_description,name_0__obj_bicycle__num_06__unit_ft__movement_description__farther,movement_expanded,expanded,directed_movement_inference,farther,Target2,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__movement_description__farther__expanded,59,69,10,10,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 59 ft from a bicycle that remained stationary. From that starting position, Maya walked 10 ft directly away from the bicycle.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,24,145,28,9,46,11,10,9,49,11,10,12,60,14,13,3146
name_0__obj_bicycle__num_06__unit_ft__orientation_control__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft__compact,orientation_control,name_0__obj_bicycle__num_06__unit_ft__orientation_control__unchanged,orientation_compact,compact,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__orientation_control__unchanged__compact,59,59,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya, 59 ft from a stationary bicycle, turned around in place.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,11,62,15,9,46,11,10,9,49,11,10,12,60,14,13,3147
name_0__obj_bicycle__num_06__unit_ft__orientation_control__unchanged,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft,orientation_control,name_0__obj_bicycle__num_06__unit_ft__orientation_control__unchanged,orientation_standard,standard,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__orientation_control__unchanged,59,59,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 59 ft from a stationary bicycle. Maya turned around without changing position.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,14,87,17,9,46,11,10,9,49,11,10,12,60,14,13,3148
name_0__obj_bicycle__num_06__unit_ft__orientation_control__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_06__unit_ft__expanded,orientation_control,name_0__obj_bicycle__num_06__unit_ft__orientation_control__unchanged,orientation_expanded,expanded,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_bicycle,bicycle,num_06,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_06__orientation_control__unchanged__expanded,59,59,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 59 ft from a bicycle that remained stationary. Maya then turned to face the opposite direction, keeping both feet in the same place.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,26,152,30,9,46,11,10,9,49,11,10,12,60,14,13,3149
name_0__obj_bicycle__num_07__unit_ft__explicit_distance__closer__compact,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_07__unit_ft__compact,explicit_distance,name_0__obj_bicycle__num_07__unit_ft__explicit_distance__closer,distance_compact,compact,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_bicycle,bicycle,num_07,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_07__explicit_distance__closer__compact,48,22,-26,26,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary bicycle: initially 48 ft, now 22 ft.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,13,72,17,9,46,11,10,9,49,11,10,12,60,14,13,3150
name_0__obj_bicycle__num_07__unit_ft__explicit_distance__farther__compact,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_07__unit_ft__compact,explicit_distance,name_0__obj_bicycle__num_07__unit_ft__explicit_distance__farther,distance_compact,compact,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_bicycle,bicycle,num_07,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_07__explicit_distance__farther__compact,48,74,26,26,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary bicycle: initially 48 ft, now 74 ft.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,13,72,17,9,46,11,10,9,49,11,10,12,60,14,13,3151
name_0__obj_bicycle__num_07__unit_ft__explicit_distance__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_bicycle__num_07__unit_ft__compact,explicit_distance,name_0__obj_bicycle__num_07__unit_ft__explicit_distance__unchanged,distance_compact,compact,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_bicycle,bicycle,num_07,feet,unit_ft,abbreviation,name_0__obj_bicycle__num_07__explicit_distance__unchanged__compact,48,48,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary bicycle: initially 48 ft, now 48 ft.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,Maya is now at the same distance from the bicycle as before.,13,72,17,9,46,11,10,9,49,11,10,12,60,14,13,3152
