matched_group_id,outcome,unit_id,length_band,explicit_probe_id,situation_probe_id,initial_distance,final_distance,match_type
name_2__obj_bicycle__num_09__unit_ft,closer,unit_ft,standard,name_2__obj_bicycle__num_09__unit_ft__explicit_distance__closer,name_2__obj_bicycle__num_09__unit_ft__movement_description__closer,52,24,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_09__unit_ft__expanded,closer,unit_ft,expanded,name_2__obj_bicycle__num_09__unit_ft__explicit_distance__closer__expanded,name_2__obj_bicycle__num_09__unit_ft__movement_description__closer__expanded,52,24,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_09__unit_ft__compact,farther,unit_ft,compact,name_2__obj_bicycle__num_09__unit_ft__explicit_distance__farther__compact,name_2__obj_bicycle__num_09__unit_ft__movement_description__farther__compact,52,80,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_09__unit_ft,farther,unit_ft,standard,name_2__obj_bicycle__num_09__unit_ft__explicit_distance__farther,name_2__obj_bicycle__num_09__unit_ft__movement_description__farther,52,80,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_09__unit_ft__expanded,farther,unit_ft,expanded,name_2__obj_bicycle__num_09__unit_ft__explicit_distance__farther__expanded,name_2__obj_bicycle__num_09__unit_ft__movement_description__farther__expanded,52,80,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_09__unit_ft__compact,unchanged,unit_ft,compact,name_2__obj_bicycle__num_09__unit_ft__explicit_distance__unchanged__compact,name_2__obj_bicycle__num_09__unit_ft__orientation_control__unchanged__compact,52,52,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_09__unit_ft,unchanged,unit_ft,standard,name_2__obj_bicycle__num_09__unit_ft__explicit_distance__unchanged,name_2__obj_bicycle__num_09__unit_ft__orientation_control__unchanged,52,52,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_09__unit_ft__expanded,unchanged,unit_ft,expanded,name_2__obj_bicycle__num_09__unit_ft__explicit_distance__unchanged__expanded,name_2__obj_bicycle__num_09__unit_ft__orientation_control__unchanged__expanded,52,52,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_10__unit_ft__compact,closer,unit_ft,compact,name_2__obj_bicycle__num_10__unit_ft__explicit_distance__closer__compact,name_2__obj_bicycle__num_10__unit_ft__movement_description__closer__compact,56,48,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_10__unit_ft,closer,unit_ft,standard,name_2__obj_bicycle__num_10__unit_ft__explicit_distance__closer,name_2__obj_bicycle__num_10__unit_ft__movement_description__closer,56,48,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_10__unit_ft__expanded,closer,unit_ft,expanded,name_2__obj_bicycle__num_10__unit_ft__explicit_distance__closer__expanded,name_2__obj_bicycle__num_10__unit_ft__movement_description__closer__expanded,56,48,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_10__unit_ft__compact,farther,unit_ft,compact,name_2__obj_bicycle__num_10__unit_ft__explicit_distance__farther__compact,name_2__obj_bicycle__num_10__unit_ft__movement_description__farther__compact,56,64,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_10__unit_ft,farther,unit_ft,standard,name_2__obj_bicycle__num_10__unit_ft__explicit_distance__farther,name_2__obj_bicycle__num_10__unit_ft__movement_description__farther,56,64,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_10__unit_ft__expanded,farther,unit_ft,expanded,name_2__obj_bicycle__num_10__unit_ft__explicit_distance__farther__expanded,name_2__obj_bicycle__num_10__unit_ft__movement_description__farther__expanded,56,64,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_10__unit_ft__compact,unchanged,unit_ft,compact,name_2__obj_bicycle__num_10__unit_ft__explicit_distance__unchanged__compact,name_2__obj_bicycle__num_10__unit_ft__orientation_control__unchanged__compact,56,56,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_10__unit_ft,unchanged,unit_ft,standard,name_2__obj_bicycle__num_10__unit_ft__explicit_distance__unchanged,name_2__obj_bicycle__num_10__unit_ft__orientation_control__unchanged,56,56,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_10__unit_ft__expanded,unchanged,unit_ft,expanded,name_2__obj_bicycle__num_10__unit_ft__explicit_distance__unchanged__expanded,name_2__obj_bicycle__num_10__unit_ft__orientation_control__unchanged__expanded,56,56,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_11__unit_ft__compact,closer,unit_ft,compact,name_2__obj_bicycle__num_11__unit_ft__explicit_distance__closer__compact,name_2__obj_bicycle__num_11__unit_ft__movement_description__closer__compact,32,9,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_11__unit_ft,closer,unit_ft,standard,name_2__obj_bicycle__num_11__unit_ft__explicit_distance__closer,name_2__obj_bicycle__num_11__unit_ft__movement_description__closer,32,9,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_11__unit_ft__expanded,closer,unit_ft,expanded,name_2__obj_bicycle__num_11__unit_ft__explicit_distance__closer__expanded,name_2__obj_bicycle__num_11__unit_ft__movement_description__closer__expanded,32,9,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_11__unit_ft__compact,farther,unit_ft,compact,name_2__obj_bicycle__num_11__unit_ft__explicit_distance__farther__compact,name_2__obj_bicycle__num_11__unit_ft__movement_description__farther__compact,32,55,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_11__unit_ft,farther,unit_ft,standard,name_2__obj_bicycle__num_11__unit_ft__explicit_distance__farther,name_2__obj_bicycle__num_11__unit_ft__movement_description__farther,32,55,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_11__unit_ft__expanded,farther,unit_ft,expanded,name_2__obj_bicycle__num_11__unit_ft__explicit_distance__farther__expanded,name_2__obj_bicycle__num_11__unit_ft__movement_description__farther__expanded,32,55,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_11__unit_ft__compact,unchanged,unit_ft,compact,name_2__obj_bicycle__num_11__unit_ft__explicit_distance__unchanged__compact,name_2__obj_bicycle__num_11__unit_ft__orientation_control__unchanged__compact,32,32,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_11__unit_ft,unchanged,unit_ft,standard,name_2__obj_bicycle__num_11__unit_ft__explicit_distance__unchanged,name_2__obj_bicycle__num_11__unit_ft__orientation_control__unchanged,32,32,same_entities_endpoints_and_targets
name_2__obj_bicycle__num_11__unit_ft__expanded,unchanged,unit_ft,expanded,name_2__obj_bicycle__num_11__unit_ft__explicit_distance__unchanged__expanded,name_2__obj_bicycle__num_11__unit_ft__orientation_control__unchanged__expanded,32,32,same_entities_endpoints_and_targets
name_3__obj_cone__num_00__unit_ft__compact,closer,unit_ft,compact,name_3__obj_cone__num_00__unit_ft__explicit_distance__closer__compact,name_3__obj_cone__num_00__unit_ft__movement_description__closer__compact,18,13,same_entities_endpoints_and_targets
name_3__obj_cone__num_00__unit_ft,closer,unit_ft,standard,name_3__obj_cone__num_00__unit_ft__explicit_distance__closer,name_3__obj_cone__num_00__unit_ft__movement_description__closer,18,13,same_entities_endpoints_and_targets
name_3__obj_cone__num_00__unit_ft__expanded,closer,unit_ft,expanded,name_3__obj_cone__num_00__unit_ft__explicit_distance__closer__expanded,name_3__obj_cone__num_00__unit_ft__movement_description__closer__expanded,18,13,same_entities_endpoints_and_targets
name_3__obj_cone__num_00__unit_ft__compact,farther,unit_ft,compact,name_3__obj_cone__num_00__unit_ft__explicit_distance__farther__compact,name_3__obj_cone__num_00__unit_ft__movement_description__farther__compact,18,23,same_entities_endpoints_and_targets
name_3__obj_cone__num_00__unit_ft,farther,unit_ft,standard,name_3__obj_cone__num_00__unit_ft__explicit_distance__farther,name_3__obj_cone__num_00__unit_ft__movement_description__farther,18,23,same_entities_endpoints_and_targets
name_3__obj_cone__num_00__unit_ft__expanded,farther,unit_ft,expanded,name_3__obj_cone__num_00__unit_ft__explicit_distance__farther__expanded,name_3__obj_cone__num_00__unit_ft__movement_description__farther__expanded,18,23,same_entities_endpoints_and_targets
name_3__obj_cone__num_00__unit_ft__compact,unchanged,unit_ft,compact,name_3__obj_cone__num_00__unit_ft__explicit_distance__unchanged__compact,name_3__obj_cone__num_00__unit_ft__orientation_control__unchanged__compact,18,18,same_entities_endpoints_and_targets
name_3__obj_cone__num_00__unit_ft,unchanged,unit_ft,standard,name_3__obj_cone__num_00__unit_ft__explicit_distance__unchanged,name_3__obj_cone__num_00__unit_ft__orientation_control__unchanged,18,18,same_entities_endpoints_and_targets
name_3__obj_cone__num_00__unit_ft__expanded,unchanged,unit_ft,expanded,name_3__obj_cone__num_00__unit_ft__explicit_distance__unchanged__expanded,name_3__obj_cone__num_00__unit_ft__orientation_control__unchanged__expanded,18,18,same_entities_endpoints_and_targets
name_3__obj_cone__num_01__unit_ft__compact,closer,unit_ft,compact,name_3__obj_cone__num_01__unit_ft__explicit_distance__closer__compact,name_3__obj_cone__num_01__unit_ft__movement_description__closer__compact,85,73,same_entities_endpoints_and_targets
name_3__obj_cone__num_01__unit_ft,closer,unit_ft,standard,name_3__obj_cone__num_01__unit_ft__explicit_distance__closer,name_3__obj_cone__num_01__unit_ft__movement_description__closer,85,73,same_entities_endpoints_and_targets
name_3__obj_cone__num_01__unit_ft__expanded,closer,unit_ft,expanded,name_3__obj_cone__num_01__unit_ft__explicit_distance__closer__expanded,name_3__obj_cone__num_01__unit_ft__movement_description__closer__expanded,85,73,same_entities_endpoints_and_targets
name_3__obj_cone__num_01__unit_ft__compact,farther,unit_ft,compact,name_3__obj_cone__num_01__unit_ft__explicit_distance__farther__compact,name_3__obj_cone__num_01__unit_ft__movement_description__farther__compact,85,97,same_entities_endpoints_and_targets
name_3__obj_cone__num_01__unit_ft,farther,unit_ft,standard,name_3__obj_cone__num_01__unit_ft__explicit_distance__farther,name_3__obj_cone__num_01__unit_ft__movement_description__farther,85,97,same_entities_endpoints_and_targets
name_3__obj_cone__num_01__unit_ft__expanded,farther,unit_ft,expanded,name_3__obj_cone__num_01__unit_ft__explicit_distance__farther__expanded,name_3__obj_cone__num_01__unit_ft__movement_description__farther__expanded,85,97,same_entities_endpoints_and_targets
name_3__obj_cone__num_01__unit_ft__compact,unchanged,unit_ft,compact,name_3__obj_cone__num_01__unit_ft__explicit_distance__unchanged__compact,name_3__obj_cone__num_01__unit_ft__orientation_control__unchanged__compact,85,85,same_entities_endpoints_and_targets
name_3__obj_cone__num_01__unit_ft,unchanged,unit_ft,standard,name_3__obj_cone__num_01__unit_ft__explicit_distance__unchanged,name_3__obj_cone__num_01__unit_ft__orientation_control__unchanged,85,85,same_entities_endpoints_and_targets
name_3__obj_cone__num_01__unit_ft__expanded,unchanged,unit_ft,expanded,name_3__obj_cone__num_01__unit_ft__explicit_distance__unchanged__expanded,name_3__obj_cone__num_01__unit_ft__orientation_control__unchanged__expanded,85,85,same_entities_endpoints_and_targets
name_3__obj_cone__num_02__unit_ft__compact,closer,unit_ft,compact,name_3__obj_cone__num_02__unit_ft__explicit_distance__closer__compact,name_3__obj_cone__num_02__unit_ft__movement_description__closer__compact,30,24,same_entities_endpoints_and_targets
name_3__obj_cone__num_02__unit_ft,closer,unit_ft,standard,name_3__obj_cone__num_02__unit_ft__explicit_distance__closer,name_3__obj_cone__num_02__unit_ft__movement_description__closer,30,24,same_entities_endpoints_and_targets
name_3__obj_cone__num_02__unit_ft__expanded,closer,unit_ft,expanded,name_3__obj_cone__num_02__unit_ft__explicit_distance__closer__expanded,name_3__obj_cone__num_02__unit_ft__movement_description__closer__expanded,30,24,same_entities_endpoints_and_targets
name_3__obj_cone__num_02__unit_ft__compact,farther,unit_ft,compact,name_3__obj_cone__num_02__unit_ft__explicit_distance__farther__compact,name_3__obj_cone__num_02__unit_ft__movement_description__farther__compact,30,36,same_entities_endpoints_and_targets
name_3__obj_cone__num_02__unit_ft,farther,unit_ft,standard,name_3__obj_cone__num_02__unit_ft__explicit_distance__farther,name_3__obj_cone__num_02__unit_ft__movement_description__farther,30,36,same_entities_endpoints_and_targets
name_3__obj_cone__num_02__unit_ft__expanded,farther,unit_ft,expanded,name_3__obj_cone__num_02__unit_ft__explicit_distance__farther__expanded,name_3__obj_cone__num_02__unit_ft__movement_description__farther__expanded,30,36,same_entities_endpoints_and_targets
name_3__obj_cone__num_02__unit_ft__compact,unchanged,unit_ft,compact,name_3__obj_cone__num_02__unit_ft__explicit_distance__unchanged__compact,name_3__obj_cone__num_02__unit_ft__orientation_control__unchanged__compact,30,30,same_entities_endpoints_and_targets
name_3__obj_cone__num_02__unit_ft,unchanged,unit_ft,standard,name_3__obj_cone__num_02__unit_ft__explicit_distance__unchanged,name_3__obj_cone__num_02__unit_ft__orientation_control__unchanged,30,30,same_entities_endpoints_and_targets
name_3__obj_cone__num_02__unit_ft__expanded,unchanged,unit_ft,expanded,name_3__obj_cone__num_02__unit_ft__explicit_distance__unchanged__expanded,name_3__obj_cone__num_02__unit_ft__orientation_control__unchanged__expanded,30,30,same_entities_endpoints_and_targets
name_3__obj_cone__num_03__unit_ft__compact,closer,unit_ft,compact,name_3__obj_cone__num_03__unit_ft__explicit_distance__closer__compact,name_3__obj_cone__num_03__unit_ft__movement_description__closer__compact,35,31,same_entities_endpoints_and_targets
name_3__obj_cone__num_03__unit_ft,closer,unit_ft,standard,name_3__obj_cone__num_03__unit_ft__explicit_distance__closer,name_3__obj_cone__num_03__unit_ft__movement_description__closer,35,31,same_entities_endpoints_and_targets
name_3__obj_cone__num_03__unit_ft__expanded,closer,unit_ft,expanded,name_3__obj_cone__num_03__unit_ft__explicit_distance__closer__expanded,name_3__obj_cone__num_03__unit_ft__movement_description__closer__expanded,35,31,same_entities_endpoints_and_targets
name_3__obj_cone__num_03__unit_ft__compact,farther,unit_ft,compact,name_3__obj_cone__num_03__unit_ft__explicit_distance__farther__compact,name_3__obj_cone__num_03__unit_ft__movement_description__farther__compact,35,39,same_entities_endpoints_and_targets
name_3__obj_cone__num_03__unit_ft,farther,unit_ft,standard,name_3__obj_cone__num_03__unit_ft__explicit_distance__farther,name_3__obj_cone__num_03__unit_ft__movement_description__farther,35,39,same_entities_endpoints_and_targets
name_3__obj_cone__num_03__unit_ft__expanded,farther,unit_ft,expanded,name_3__obj_cone__num_03__unit_ft__explicit_distance__farther__expanded,name_3__obj_cone__num_03__unit_ft__movement_description__farther__expanded,35,39,same_entities_endpoints_and_targets
name_3__obj_cone__num_03__unit_ft__compact,unchanged,unit_ft,compact,name_3__obj_cone__num_03__unit_ft__explicit_distance__unchanged__compact,name_3__obj_cone__num_03__unit_ft__orientation_control__unchanged__compact,35,35,same_entities_endpoints_and_targets
name_3__obj_cone__num_03__unit_ft,unchanged,unit_ft,standard,name_3__obj_cone__num_03__unit_ft__explicit_distance__unchanged,name_3__obj_cone__num_03__unit_ft__orientation_control__unchanged,35,35,same_entities_endpoints_and_targets
name_3__obj_cone__num_03__unit_ft__expanded,unchanged,unit_ft,expanded,name_3__obj_cone__num_03__unit_ft__explicit_distance__unchanged__expanded,name_3__obj_cone__num_03__unit_ft__orientation_control__unchanged__expanded,35,35,same_entities_endpoints_and_targets
name_3__obj_cone__num_04__unit_ft__compact,closer,unit_ft,compact,name_3__obj_cone__num_04__unit_ft__explicit_distance__closer__compact,name_3__obj_cone__num_04__unit_ft__movement_description__closer__compact,53,21,same_entities_endpoints_and_targets
name_3__obj_cone__num_04__unit_ft,closer,unit_ft,standard,name_3__obj_cone__num_04__unit_ft__explicit_distance__closer,name_3__obj_cone__num_04__unit_ft__movement_description__closer,53,21,same_entities_endpoints_and_targets
name_3__obj_cone__num_04__unit_ft__expanded,closer,unit_ft,expanded,name_3__obj_cone__num_04__unit_ft__explicit_distance__closer__expanded,name_3__obj_cone__num_04__unit_ft__movement_description__closer__expanded,53,21,same_entities_endpoints_and_targets
name_3__obj_cone__num_04__unit_ft__compact,farther,unit_ft,compact,name_3__obj_cone__num_04__unit_ft__explicit_distance__farther__compact,name_3__obj_cone__num_04__unit_ft__movement_description__farther__compact,53,85,same_entities_endpoints_and_targets
name_3__obj_cone__num_04__unit_ft,farther,unit_ft,standard,name_3__obj_cone__num_04__unit_ft__explicit_distance__farther,name_3__obj_cone__num_04__unit_ft__movement_description__farther,53,85,same_entities_endpoints_and_targets
name_3__obj_cone__num_04__unit_ft__expanded,farther,unit_ft,expanded,name_3__obj_cone__num_04__unit_ft__explicit_distance__farther__expanded,name_3__obj_cone__num_04__unit_ft__movement_description__farther__expanded,53,85,same_entities_endpoints_and_targets
name_3__obj_cone__num_04__unit_ft__compact,unchanged,unit_ft,compact,name_3__obj_cone__num_04__unit_ft__explicit_distance__unchanged__compact,name_3__obj_cone__num_04__unit_ft__orientation_control__unchanged__compact,53,53,same_entities_endpoints_and_targets
name_3__obj_cone__num_04__unit_ft,unchanged,unit_ft,standard,name_3__obj_cone__num_04__unit_ft__explicit_distance__unchanged,name_3__obj_cone__num_04__unit_ft__orientation_control__unchanged,53,53,same_entities_endpoints_and_targets
name_3__obj_cone__num_04__unit_ft__expanded,unchanged,unit_ft,expanded,name_3__obj_cone__num_04__unit_ft__explicit_distance__unchanged__expanded,name_3__obj_cone__num_04__unit_ft__orientation_control__unchanged__expanded,53,53,same_entities_endpoints_and_targets
name_3__obj_cone__num_05__unit_ft__compact,closer,unit_ft,compact,name_3__obj_cone__num_05__unit_ft__explicit_distance__closer__compact,name_3__obj_cone__num_05__unit_ft__movement_description__closer__compact,54,22,same_entities_endpoints_and_targets
name_3__obj_cone__num_05__unit_ft,closer,unit_ft,standard,name_3__obj_cone__num_05__unit_ft__explicit_distance__closer,name_3__obj_cone__num_05__unit_ft__movement_description__closer,54,22,same_entities_endpoints_and_targets
name_3__obj_cone__num_05__unit_ft__expanded,closer,unit_ft,expanded,name_3__obj_cone__num_05__unit_ft__explicit_distance__closer__expanded,name_3__obj_cone__num_05__unit_ft__movement_description__closer__expanded,54,22,same_entities_endpoints_and_targets
name_3__obj_cone__num_05__unit_ft__compact,farther,unit_ft,compact,name_3__obj_cone__num_05__unit_ft__explicit_distance__farther__compact,name_3__obj_cone__num_05__unit_ft__movement_description__farther__compact,54,86,same_entities_endpoints_and_targets
name_3__obj_cone__num_05__unit_ft,farther,unit_ft,standard,name_3__obj_cone__num_05__unit_ft__explicit_distance__farther,name_3__obj_cone__num_05__unit_ft__movement_description__farther,54,86,same_entities_endpoints_and_targets
name_3__obj_cone__num_05__unit_ft__expanded,farther,unit_ft,expanded,name_3__obj_cone__num_05__unit_ft__explicit_distance__farther__expanded,name_3__obj_cone__num_05__unit_ft__movement_description__farther__expanded,54,86,same_entities_endpoints_and_targets
name_3__obj_cone__num_05__unit_ft__compact,unchanged,unit_ft,compact,name_3__obj_cone__num_05__unit_ft__explicit_distance__unchanged__compact,name_3__obj_cone__num_05__unit_ft__orientation_control__unchanged__compact,54,54,same_entities_endpoints_and_targets
name_3__obj_cone__num_05__unit_ft,unchanged,unit_ft,standard,name_3__obj_cone__num_05__unit_ft__explicit_distance__unchanged,name_3__obj_cone__num_05__unit_ft__orientation_control__unchanged,54,54,same_entities_endpoints_and_targets
name_3__obj_cone__num_05__unit_ft__expanded,unchanged,unit_ft,expanded,name_3__obj_cone__num_05__unit_ft__explicit_distance__unchanged__expanded,name_3__obj_cone__num_05__unit_ft__orientation_control__unchanged__expanded,54,54,same_entities_endpoints_and_targets
name_3__obj_cone__num_06__unit_ft__compact,closer,unit_ft,compact,name_3__obj_cone__num_06__unit_ft__explicit_distance__closer__compact,name_3__obj_cone__num_06__unit_ft__movement_description__closer__compact,59,49,same_entities_endpoints_and_targets
name_3__obj_cone__num_06__unit_ft,closer,unit_ft,standard,name_3__obj_cone__num_06__unit_ft__explicit_distance__closer,name_3__obj_cone__num_06__unit_ft__movement_description__closer,59,49,same_entities_endpoints_and_targets
name_3__obj_cone__num_06__unit_ft__expanded,closer,unit_ft,expanded,name_3__obj_cone__num_06__unit_ft__explicit_distance__closer__expanded,name_3__obj_cone__num_06__unit_ft__movement_description__closer__expanded,59,49,same_entities_endpoints_and_targets
name_3__obj_cone__num_06__unit_ft__compact,farther,unit_ft,compact,name_3__obj_cone__num_06__unit_ft__explicit_distance__farther__compact,name_3__obj_cone__num_06__unit_ft__movement_description__farther__compact,59,69,same_entities_endpoints_and_targets
name_3__obj_cone__num_06__unit_ft,farther,unit_ft,standard,name_3__obj_cone__num_06__unit_ft__explicit_distance__farther,name_3__obj_cone__num_06__unit_ft__movement_description__farther,59,69,same_entities_endpoints_and_targets
name_3__obj_cone__num_06__unit_ft__expanded,farther,unit_ft,expanded,name_3__obj_cone__num_06__unit_ft__explicit_distance__farther__expanded,name_3__obj_cone__num_06__unit_ft__movement_description__farther__expanded,59,69,same_entities_endpoints_and_targets
name_3__obj_cone__num_06__unit_ft__compact,unchanged,unit_ft,compact,name_3__obj_cone__num_06__unit_ft__explicit_distance__unchanged__compact,name_3__obj_cone__num_06__unit_ft__orientation_control__unchanged__compact,59,59,same_entities_endpoints_and_targets
name_3__obj_cone__num_06__unit_ft,unchanged,unit_ft,standard,name_3__obj_cone__num_06__unit_ft__explicit_distance__unchanged,name_3__obj_cone__num_06__unit_ft__orientation_control__unchanged,59,59,same_entities_endpoints_and_targets
name_3__obj_cone__num_06__unit_ft__expanded,unchanged,unit_ft,expanded,name_3__obj_cone__num_06__unit_ft__explicit_distance__unchanged__expanded,name_3__obj_cone__num_06__unit_ft__orientation_control__unchanged__expanded,59,59,same_entities_endpoints_and_targets
name_3__obj_cone__num_07__unit_ft__compact,closer,unit_ft,compact,name_3__obj_cone__num_07__unit_ft__explicit_distance__closer__compact,name_3__obj_cone__num_07__unit_ft__movement_description__closer__compact,48,22,same_entities_endpoints_and_targets
name_3__obj_cone__num_07__unit_ft,closer,unit_ft,standard,name_3__obj_cone__num_07__unit_ft__explicit_distance__closer,name_3__obj_cone__num_07__unit_ft__movement_description__closer,48,22,same_entities_endpoints_and_targets
name_3__obj_cone__num_07__unit_ft__expanded,closer,unit_ft,expanded,name_3__obj_cone__num_07__unit_ft__explicit_distance__closer__expanded,name_3__obj_cone__num_07__unit_ft__movement_description__closer__expanded,48,22,same_entities_endpoints_and_targets
name_3__obj_cone__num_07__unit_ft__compact,farther,unit_ft,compact,name_3__obj_cone__num_07__unit_ft__explicit_distance__farther__compact,name_3__obj_cone__num_07__unit_ft__movement_description__farther__compact,48,74,same_entities_endpoints_and_targets
name_3__obj_cone__num_07__unit_ft,farther,unit_ft,standard,name_3__obj_cone__num_07__unit_ft__explicit_distance__farther,name_3__obj_cone__num_07__unit_ft__movement_description__farther,48,74,same_entities_endpoints_and_targets
name_3__obj_cone__num_07__unit_ft__expanded,farther,unit_ft,expanded,name_3__obj_cone__num_07__unit_ft__explicit_distance__farther__expanded,name_3__obj_cone__num_07__unit_ft__movement_description__farther__expanded,48,74,same_entities_endpoints_and_targets
name_3__obj_cone__num_07__unit_ft__compact,unchanged,unit_ft,compact,name_3__obj_cone__num_07__unit_ft__explicit_distance__unchanged__compact,name_3__obj_cone__num_07__unit_ft__orientation_control__unchanged__compact,48,48,same_entities_endpoints_and_targets
name_3__obj_cone__num_07__unit_ft,unchanged,unit_ft,standard,name_3__obj_cone__num_07__unit_ft__explicit_distance__unchanged,name_3__obj_cone__num_07__unit_ft__orientation_control__unchanged,48,48,same_entities_endpoints_and_targets
name_3__obj_cone__num_07__unit_ft__expanded,unchanged,unit_ft,expanded,name_3__obj_cone__num_07__unit_ft__explicit_distance__unchanged__expanded,name_3__obj_cone__num_07__unit_ft__orientation_control__unchanged__expanded,48,48,same_entities_endpoints_and_targets
name_3__obj_cone__num_08__unit_ft__compact,closer,unit_ft,compact,name_3__obj_cone__num_08__unit_ft__explicit_distance__closer__compact,name_3__obj_cone__num_08__unit_ft__movement_description__closer__compact,12,4,same_entities_endpoints_and_targets
name_3__obj_cone__num_08__unit_ft,closer,unit_ft,standard,name_3__obj_cone__num_08__unit_ft__explicit_distance__closer,name_3__obj_cone__num_08__unit_ft__movement_description__closer,12,4,same_entities_endpoints_and_targets
name_3__obj_cone__num_08__unit_ft__expanded,closer,unit_ft,expanded,name_3__obj_cone__num_08__unit_ft__explicit_distance__closer__expanded,name_3__obj_cone__num_08__unit_ft__movement_description__closer__expanded,12,4,same_entities_endpoints_and_targets
name_3__obj_cone__num_08__unit_ft__compact,farther,unit_ft,compact,name_3__obj_cone__num_08__unit_ft__explicit_distance__farther__compact,name_3__obj_cone__num_08__unit_ft__movement_description__farther__compact,12,20,same_entities_endpoints_and_targets
name_3__obj_cone__num_08__unit_ft,farther,unit_ft,standard,name_3__obj_cone__num_08__unit_ft__explicit_distance__farther,name_3__obj_cone__num_08__unit_ft__movement_description__farther,12,20,same_entities_endpoints_and_targets
name_3__obj_cone__num_08__unit_ft__expanded,farther,unit_ft,expanded,name_3__obj_cone__num_08__unit_ft__explicit_distance__farther__expanded,name_3__obj_cone__num_08__unit_ft__movement_description__farther__expanded,12,20,same_entities_endpoints_and_targets
name_3__obj_cone__num_08__unit_ft__compact,unchanged,unit_ft,compact,name_3__obj_cone__num_08__unit_ft__explicit_distance__unchanged__compact,name_3__obj_cone__num_08__unit_ft__orientation_control__unchanged__compact,12,12,same_entities_endpoints_and_targets
name_3__obj_cone__num_08__unit_ft,unchanged,unit_ft,standard,name_3__obj_cone__num_08__unit_ft__explicit_distance__unchanged,name_3__obj_cone__num_08__unit_ft__orientation_control__unchanged,12,12,same_entities_endpoints_and_targets
name_3__obj_cone__num_08__unit_ft__expanded,unchanged,unit_ft,expanded,name_3__obj_cone__num_08__unit_ft__explicit_distance__unchanged__expanded,name_3__obj_cone__num_08__unit_ft__orientation_control__unchanged__expanded,12,12,same_entities_endpoints_and_targets
name_3__obj_cone__num_09__unit_ft__compact,closer,unit_ft,compact,name_3__obj_cone__num_09__unit_ft__explicit_distance__closer__compact,name_3__obj_cone__num_09__unit_ft__movement_description__closer__compact,52,24,same_entities_endpoints_and_targets
name_3__obj_cone__num_09__unit_ft,closer,unit_ft,standard,name_3__obj_cone__num_09__unit_ft__explicit_distance__closer,name_3__obj_cone__num_09__unit_ft__movement_description__closer,52,24,same_entities_endpoints_and_targets
name_3__obj_cone__num_09__unit_ft__expanded,closer,unit_ft,expanded,name_3__obj_cone__num_09__unit_ft__explicit_distance__closer__expanded,name_3__obj_cone__num_09__unit_ft__movement_description__closer__expanded,52,24,same_entities_endpoints_and_targets
name_3__obj_cone__num_09__unit_ft__compact,farther,unit_ft,compact,name_3__obj_cone__num_09__unit_ft__explicit_distance__farther__compact,name_3__obj_cone__num_09__unit_ft__movement_description__farther__compact,52,80,same_entities_endpoints_and_targets
name_3__obj_cone__num_09__unit_ft,farther,unit_ft,standard,name_3__obj_cone__num_09__unit_ft__explicit_distance__farther,name_3__obj_cone__num_09__unit_ft__movement_description__farther,52,80,same_entities_endpoints_and_targets
name_3__obj_cone__num_09__unit_ft__expanded,farther,unit_ft,expanded,name_3__obj_cone__num_09__unit_ft__explicit_distance__farther__expanded,name_3__obj_cone__num_09__unit_ft__movement_description__farther__expanded,52,80,same_entities_endpoints_and_targets
name_3__obj_cone__num_09__unit_ft__compact,unchanged,unit_ft,compact,name_3__obj_cone__num_09__unit_ft__explicit_distance__unchanged__compact,name_3__obj_cone__num_09__unit_ft__orientation_control__unchanged__compact,52,52,same_entities_endpoints_and_targets
name_3__obj_cone__num_09__unit_ft,unchanged,unit_ft,standard,name_3__obj_cone__num_09__unit_ft__explicit_distance__unchanged,name_3__obj_cone__num_09__unit_ft__orientation_control__unchanged,52,52,same_entities_endpoints_and_targets
name_3__obj_cone__num_09__unit_ft__expanded,unchanged,unit_ft,expanded,name_3__obj_cone__num_09__unit_ft__explicit_distance__unchanged__expanded,name_3__obj_cone__num_09__unit_ft__orientation_control__unchanged__expanded,52,52,same_entities_endpoints_and_targets
