pair_id,probe_version,event_family,event_subtype,contrast,first_outcome,second_outcome,first_probe_id,second_probe_id,numeric_information,name_id,object_id,numeric_case_id,unit_id,context_entity_order,Context1,Context2,Target1,Target2,correct_target_for_context1,correct_target_for_context2
name_1__obj_bicycle__num_04__unit_metres__person_first__closer__vs__name_1__obj_bicycle__num_04__unit_metres__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_04__unit_metres__person_first__closer,name_1__obj_bicycle__num_04__unit_metres__person_first__farther,specific,name_1,obj_bicycle,num_04,unit_metres,person_first,"Jesse began 53 metres to the left of the bicycle. Jesse moved 33 metres right, and the bicycle moved 1 metre right.","Jesse began 53 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 33 metres right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_04__unit_metres__person_first__closer__vs__name_1__obj_bicycle__num_04__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_04__unit_metres__person_first__closer,name_1__obj_bicycle__num_04__unit_metres__person_first__unchanged,specific,name_1,obj_bicycle,num_04,unit_metres,person_first,"Jesse began 53 metres to the left of the bicycle. Jesse moved 33 metres right, and the bicycle moved 1 metre right.","Jesse began 53 metres to the left of the bicycle. Jesse moved 33 metres right, and the bicycle moved 33 metres right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_04__unit_metres__person_first__farther__vs__name_1__obj_bicycle__num_04__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_04__unit_metres__person_first__farther,name_1__obj_bicycle__num_04__unit_metres__person_first__unchanged,specific,name_1,obj_bicycle,num_04,unit_metres,person_first,"Jesse began 53 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 33 metres right.","Jesse began 53 metres to the left of the bicycle. Jesse moved 33 metres right, and the bicycle moved 33 metres right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_04__unit_ft__person_first__closer__vs__name_1__obj_bicycle__num_04__unit_ft__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_04__unit_ft__person_first__closer,name_1__obj_bicycle__num_04__unit_ft__person_first__farther,specific,name_1,obj_bicycle,num_04,unit_ft,person_first,"Jesse began 53 ft to the left of the bicycle. Jesse moved 33 ft right, and the bicycle moved 1 ft right.","Jesse began 53 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 33 ft right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_04__unit_ft__person_first__closer__vs__name_1__obj_bicycle__num_04__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_04__unit_ft__person_first__closer,name_1__obj_bicycle__num_04__unit_ft__person_first__unchanged,specific,name_1,obj_bicycle,num_04,unit_ft,person_first,"Jesse began 53 ft to the left of the bicycle. Jesse moved 33 ft right, and the bicycle moved 1 ft right.","Jesse began 53 ft to the left of the bicycle. Jesse moved 33 ft right, and the bicycle moved 33 ft right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_04__unit_ft__person_first__farther__vs__name_1__obj_bicycle__num_04__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_04__unit_ft__person_first__farther,name_1__obj_bicycle__num_04__unit_ft__person_first__unchanged,specific,name_1,obj_bicycle,num_04,unit_ft,person_first,"Jesse began 53 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 33 ft right.","Jesse began 53 ft to the left of the bicycle. Jesse moved 33 ft right, and the bicycle moved 33 ft right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_04__unit_inches__person_first__closer__vs__name_1__obj_bicycle__num_04__unit_inches__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_04__unit_inches__person_first__closer,name_1__obj_bicycle__num_04__unit_inches__person_first__farther,specific,name_1,obj_bicycle,num_04,unit_inches,person_first,"Jesse began 53 inches to the left of the bicycle. Jesse moved 33 inches right, and the bicycle moved 1 inch right.","Jesse began 53 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 33 inches right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_04__unit_inches__person_first__closer__vs__name_1__obj_bicycle__num_04__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_04__unit_inches__person_first__closer,name_1__obj_bicycle__num_04__unit_inches__person_first__unchanged,specific,name_1,obj_bicycle,num_04,unit_inches,person_first,"Jesse began 53 inches to the left of the bicycle. Jesse moved 33 inches right, and the bicycle moved 1 inch right.","Jesse began 53 inches to the left of the bicycle. Jesse moved 33 inches right, and the bicycle moved 33 inches right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_04__unit_inches__person_first__farther__vs__name_1__obj_bicycle__num_04__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_04__unit_inches__person_first__farther,name_1__obj_bicycle__num_04__unit_inches__person_first__unchanged,specific,name_1,obj_bicycle,num_04,unit_inches,person_first,"Jesse began 53 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 33 inches right.","Jesse began 53 inches to the left of the bicycle. Jesse moved 33 inches right, and the bicycle moved 33 inches right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_05__unit_metres__person_first__closer__vs__name_1__obj_bicycle__num_05__unit_metres__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_05__unit_metres__person_first__closer,name_1__obj_bicycle__num_05__unit_metres__person_first__farther,specific,name_1,obj_bicycle,num_05,unit_metres,person_first,"Jesse began 54 metres to the left of the bicycle. Jesse moved 33 metres right, and the bicycle moved 1 metre right.","Jesse began 54 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 33 metres right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_05__unit_metres__person_first__closer__vs__name_1__obj_bicycle__num_05__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_05__unit_metres__person_first__closer,name_1__obj_bicycle__num_05__unit_metres__person_first__unchanged,specific,name_1,obj_bicycle,num_05,unit_metres,person_first,"Jesse began 54 metres to the left of the bicycle. Jesse moved 33 metres right, and the bicycle moved 1 metre right.","Jesse began 54 metres to the left of the bicycle. Jesse moved 33 metres right, and the bicycle moved 33 metres right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_05__unit_metres__person_first__farther__vs__name_1__obj_bicycle__num_05__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_05__unit_metres__person_first__farther,name_1__obj_bicycle__num_05__unit_metres__person_first__unchanged,specific,name_1,obj_bicycle,num_05,unit_metres,person_first,"Jesse began 54 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 33 metres right.","Jesse began 54 metres to the left of the bicycle. Jesse moved 33 metres right, and the bicycle moved 33 metres right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_05__unit_ft__person_first__closer__vs__name_1__obj_bicycle__num_05__unit_ft__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_05__unit_ft__person_first__closer,name_1__obj_bicycle__num_05__unit_ft__person_first__farther,specific,name_1,obj_bicycle,num_05,unit_ft,person_first,"Jesse began 54 ft to the left of the bicycle. Jesse moved 33 ft right, and the bicycle moved 1 ft right.","Jesse began 54 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 33 ft right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_05__unit_ft__person_first__closer__vs__name_1__obj_bicycle__num_05__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_05__unit_ft__person_first__closer,name_1__obj_bicycle__num_05__unit_ft__person_first__unchanged,specific,name_1,obj_bicycle,num_05,unit_ft,person_first,"Jesse began 54 ft to the left of the bicycle. Jesse moved 33 ft right, and the bicycle moved 1 ft right.","Jesse began 54 ft to the left of the bicycle. Jesse moved 33 ft right, and the bicycle moved 33 ft right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_05__unit_ft__person_first__farther__vs__name_1__obj_bicycle__num_05__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_05__unit_ft__person_first__farther,name_1__obj_bicycle__num_05__unit_ft__person_first__unchanged,specific,name_1,obj_bicycle,num_05,unit_ft,person_first,"Jesse began 54 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 33 ft right.","Jesse began 54 ft to the left of the bicycle. Jesse moved 33 ft right, and the bicycle moved 33 ft right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_05__unit_inches__person_first__closer__vs__name_1__obj_bicycle__num_05__unit_inches__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_05__unit_inches__person_first__closer,name_1__obj_bicycle__num_05__unit_inches__person_first__farther,specific,name_1,obj_bicycle,num_05,unit_inches,person_first,"Jesse began 54 inches to the left of the bicycle. Jesse moved 33 inches right, and the bicycle moved 1 inch right.","Jesse began 54 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 33 inches right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_05__unit_inches__person_first__closer__vs__name_1__obj_bicycle__num_05__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_05__unit_inches__person_first__closer,name_1__obj_bicycle__num_05__unit_inches__person_first__unchanged,specific,name_1,obj_bicycle,num_05,unit_inches,person_first,"Jesse began 54 inches to the left of the bicycle. Jesse moved 33 inches right, and the bicycle moved 1 inch right.","Jesse began 54 inches to the left of the bicycle. Jesse moved 33 inches right, and the bicycle moved 33 inches right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_05__unit_inches__person_first__farther__vs__name_1__obj_bicycle__num_05__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_05__unit_inches__person_first__farther,name_1__obj_bicycle__num_05__unit_inches__person_first__unchanged,specific,name_1,obj_bicycle,num_05,unit_inches,person_first,"Jesse began 54 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 33 inches right.","Jesse began 54 inches to the left of the bicycle. Jesse moved 33 inches right, and the bicycle moved 33 inches right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_06__unit_metres__person_first__closer__vs__name_1__obj_bicycle__num_06__unit_metres__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_06__unit_metres__person_first__closer,name_1__obj_bicycle__num_06__unit_metres__person_first__farther,specific,name_1,obj_bicycle,num_06,unit_metres,person_first,"Jesse began 59 metres to the left of the bicycle. Jesse moved 11 metres right, and the bicycle moved 1 metre right.","Jesse began 59 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 11 metres right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_06__unit_metres__person_first__closer__vs__name_1__obj_bicycle__num_06__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_06__unit_metres__person_first__closer,name_1__obj_bicycle__num_06__unit_metres__person_first__unchanged,specific,name_1,obj_bicycle,num_06,unit_metres,person_first,"Jesse began 59 metres to the left of the bicycle. Jesse moved 11 metres right, and the bicycle moved 1 metre right.","Jesse began 59 metres to the left of the bicycle. Jesse moved 11 metres right, and the bicycle moved 11 metres right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_06__unit_metres__person_first__farther__vs__name_1__obj_bicycle__num_06__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_06__unit_metres__person_first__farther,name_1__obj_bicycle__num_06__unit_metres__person_first__unchanged,specific,name_1,obj_bicycle,num_06,unit_metres,person_first,"Jesse began 59 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 11 metres right.","Jesse began 59 metres to the left of the bicycle. Jesse moved 11 metres right, and the bicycle moved 11 metres right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_06__unit_ft__person_first__closer__vs__name_1__obj_bicycle__num_06__unit_ft__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_06__unit_ft__person_first__closer,name_1__obj_bicycle__num_06__unit_ft__person_first__farther,specific,name_1,obj_bicycle,num_06,unit_ft,person_first,"Jesse began 59 ft to the left of the bicycle. Jesse moved 11 ft right, and the bicycle moved 1 ft right.","Jesse began 59 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 11 ft right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_06__unit_ft__person_first__closer__vs__name_1__obj_bicycle__num_06__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_06__unit_ft__person_first__closer,name_1__obj_bicycle__num_06__unit_ft__person_first__unchanged,specific,name_1,obj_bicycle,num_06,unit_ft,person_first,"Jesse began 59 ft to the left of the bicycle. Jesse moved 11 ft right, and the bicycle moved 1 ft right.","Jesse began 59 ft to the left of the bicycle. Jesse moved 11 ft right, and the bicycle moved 11 ft right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_06__unit_ft__person_first__farther__vs__name_1__obj_bicycle__num_06__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_06__unit_ft__person_first__farther,name_1__obj_bicycle__num_06__unit_ft__person_first__unchanged,specific,name_1,obj_bicycle,num_06,unit_ft,person_first,"Jesse began 59 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 11 ft right.","Jesse began 59 ft to the left of the bicycle. Jesse moved 11 ft right, and the bicycle moved 11 ft right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_06__unit_inches__person_first__closer__vs__name_1__obj_bicycle__num_06__unit_inches__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_06__unit_inches__person_first__closer,name_1__obj_bicycle__num_06__unit_inches__person_first__farther,specific,name_1,obj_bicycle,num_06,unit_inches,person_first,"Jesse began 59 inches to the left of the bicycle. Jesse moved 11 inches right, and the bicycle moved 1 inch right.","Jesse began 59 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 11 inches right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_06__unit_inches__person_first__closer__vs__name_1__obj_bicycle__num_06__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_06__unit_inches__person_first__closer,name_1__obj_bicycle__num_06__unit_inches__person_first__unchanged,specific,name_1,obj_bicycle,num_06,unit_inches,person_first,"Jesse began 59 inches to the left of the bicycle. Jesse moved 11 inches right, and the bicycle moved 1 inch right.","Jesse began 59 inches to the left of the bicycle. Jesse moved 11 inches right, and the bicycle moved 11 inches right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_06__unit_inches__person_first__farther__vs__name_1__obj_bicycle__num_06__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_06__unit_inches__person_first__farther,name_1__obj_bicycle__num_06__unit_inches__person_first__unchanged,specific,name_1,obj_bicycle,num_06,unit_inches,person_first,"Jesse began 59 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 11 inches right.","Jesse began 59 inches to the left of the bicycle. Jesse moved 11 inches right, and the bicycle moved 11 inches right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_07__unit_metres__person_first__closer__vs__name_1__obj_bicycle__num_07__unit_metres__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_07__unit_metres__person_first__closer,name_1__obj_bicycle__num_07__unit_metres__person_first__farther,specific,name_1,obj_bicycle,num_07,unit_metres,person_first,"Jesse began 48 metres to the left of the bicycle. Jesse moved 27 metres right, and the bicycle moved 1 metre right.","Jesse began 48 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 27 metres right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_07__unit_metres__person_first__closer__vs__name_1__obj_bicycle__num_07__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_07__unit_metres__person_first__closer,name_1__obj_bicycle__num_07__unit_metres__person_first__unchanged,specific,name_1,obj_bicycle,num_07,unit_metres,person_first,"Jesse began 48 metres to the left of the bicycle. Jesse moved 27 metres right, and the bicycle moved 1 metre right.","Jesse began 48 metres to the left of the bicycle. Jesse moved 27 metres right, and the bicycle moved 27 metres right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_07__unit_metres__person_first__farther__vs__name_1__obj_bicycle__num_07__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_07__unit_metres__person_first__farther,name_1__obj_bicycle__num_07__unit_metres__person_first__unchanged,specific,name_1,obj_bicycle,num_07,unit_metres,person_first,"Jesse began 48 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 27 metres right.","Jesse began 48 metres to the left of the bicycle. Jesse moved 27 metres right, and the bicycle moved 27 metres right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_07__unit_ft__person_first__closer__vs__name_1__obj_bicycle__num_07__unit_ft__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_07__unit_ft__person_first__closer,name_1__obj_bicycle__num_07__unit_ft__person_first__farther,specific,name_1,obj_bicycle,num_07,unit_ft,person_first,"Jesse began 48 ft to the left of the bicycle. Jesse moved 27 ft right, and the bicycle moved 1 ft right.","Jesse began 48 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 27 ft right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_07__unit_ft__person_first__closer__vs__name_1__obj_bicycle__num_07__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_07__unit_ft__person_first__closer,name_1__obj_bicycle__num_07__unit_ft__person_first__unchanged,specific,name_1,obj_bicycle,num_07,unit_ft,person_first,"Jesse began 48 ft to the left of the bicycle. Jesse moved 27 ft right, and the bicycle moved 1 ft right.","Jesse began 48 ft to the left of the bicycle. Jesse moved 27 ft right, and the bicycle moved 27 ft right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_07__unit_ft__person_first__farther__vs__name_1__obj_bicycle__num_07__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_07__unit_ft__person_first__farther,name_1__obj_bicycle__num_07__unit_ft__person_first__unchanged,specific,name_1,obj_bicycle,num_07,unit_ft,person_first,"Jesse began 48 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 27 ft right.","Jesse began 48 ft to the left of the bicycle. Jesse moved 27 ft right, and the bicycle moved 27 ft right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_07__unit_inches__person_first__closer__vs__name_1__obj_bicycle__num_07__unit_inches__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_07__unit_inches__person_first__closer,name_1__obj_bicycle__num_07__unit_inches__person_first__farther,specific,name_1,obj_bicycle,num_07,unit_inches,person_first,"Jesse began 48 inches to the left of the bicycle. Jesse moved 27 inches right, and the bicycle moved 1 inch right.","Jesse began 48 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 27 inches right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_07__unit_inches__person_first__closer__vs__name_1__obj_bicycle__num_07__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_07__unit_inches__person_first__closer,name_1__obj_bicycle__num_07__unit_inches__person_first__unchanged,specific,name_1,obj_bicycle,num_07,unit_inches,person_first,"Jesse began 48 inches to the left of the bicycle. Jesse moved 27 inches right, and the bicycle moved 1 inch right.","Jesse began 48 inches to the left of the bicycle. Jesse moved 27 inches right, and the bicycle moved 27 inches right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_07__unit_inches__person_first__farther__vs__name_1__obj_bicycle__num_07__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_07__unit_inches__person_first__farther,name_1__obj_bicycle__num_07__unit_inches__person_first__unchanged,specific,name_1,obj_bicycle,num_07,unit_inches,person_first,"Jesse began 48 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 27 inches right.","Jesse began 48 inches to the left of the bicycle. Jesse moved 27 inches right, and the bicycle moved 27 inches right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_08__unit_metres__person_first__closer__vs__name_1__obj_bicycle__num_08__unit_metres__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_08__unit_metres__person_first__closer,name_1__obj_bicycle__num_08__unit_metres__person_first__farther,specific,name_1,obj_bicycle,num_08,unit_metres,person_first,"Jesse began 12 metres to the left of the bicycle. Jesse moved 9 metres right, and the bicycle moved 1 metre right.","Jesse began 12 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 9 metres right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_08__unit_metres__person_first__closer__vs__name_1__obj_bicycle__num_08__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_08__unit_metres__person_first__closer,name_1__obj_bicycle__num_08__unit_metres__person_first__unchanged,specific,name_1,obj_bicycle,num_08,unit_metres,person_first,"Jesse began 12 metres to the left of the bicycle. Jesse moved 9 metres right, and the bicycle moved 1 metre right.","Jesse began 12 metres to the left of the bicycle. Jesse moved 9 metres right, and the bicycle moved 9 metres right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_08__unit_metres__person_first__farther__vs__name_1__obj_bicycle__num_08__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,farther_vs_unchanged,farther,unchanged,name_1__obj_bicycle__num_08__unit_metres__person_first__farther,name_1__obj_bicycle__num_08__unit_metres__person_first__unchanged,specific,name_1,obj_bicycle,num_08,unit_metres,person_first,"Jesse began 12 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 9 metres right.","Jesse began 12 metres to the left of the bicycle. Jesse moved 9 metres right, and the bicycle moved 9 metres right.",Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
name_1__obj_bicycle__num_08__unit_ft__person_first__closer__vs__name_1__obj_bicycle__num_08__unit_ft__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_farther,closer,farther,name_1__obj_bicycle__num_08__unit_ft__person_first__closer,name_1__obj_bicycle__num_08__unit_ft__person_first__farther,specific,name_1,obj_bicycle,num_08,unit_ft,person_first,"Jesse began 12 ft to the left of the bicycle. Jesse moved 9 ft right, and the bicycle moved 1 ft right.","Jesse began 12 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 9 ft right.",Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Target1,Target2
name_1__obj_bicycle__num_08__unit_ft__person_first__closer__vs__name_1__obj_bicycle__num_08__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,closer_vs_unchanged,closer,unchanged,name_1__obj_bicycle__num_08__unit_ft__person_first__closer,name_1__obj_bicycle__num_08__unit_ft__person_first__unchanged,specific,name_1,obj_bicycle,num_08,unit_ft,person_first,"Jesse began 12 ft to the left of the bicycle. Jesse moved 9 ft right, and the bicycle moved 1 ft right.","Jesse began 12 ft to the left of the bicycle. Jesse moved 9 ft right, and the bicycle moved 9 ft right.",Jesse is now closer to the bicycle than before.,Jesse is now at the same distance from the bicycle as before.,Target1,Target2
