probe_id,probe_version,event_family,event_subtype,outcome,correct_target,numeric_information,context_entity_order,name_id,name,object_id,object,numeric_case_id,unit_id,unit,initial_distance,final_distance,distance_change,distance_change_magnitude,movement_difference,person_before,person_after,object_before,object_after,person_movement,object_movement,both_entities_move,same_movement_direction,passes_other_entity,Context,Context_word_count,target_closer,target_farther,target_unchanged
name_1__obj_bicycle__num_07__unit_metres__person_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_07,unit_metres,metres,48,22,-26,26,26,0,27,48,49,27,1,True,True,False,"Jesse began 48 metres to the left of the bicycle. Jesse moved 27 metres right, and the bicycle moved 1 metre right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_07__unit_metres__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_07,unit_metres,metres,48,74,26,26,26,0,1,48,75,1,27,True,True,False,"Jesse began 48 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 27 metres right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_07__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_07,unit_metres,metres,48,48,0,0,0,0,27,48,75,27,27,True,True,False,"Jesse began 48 metres to the left of the bicycle. Jesse moved 27 metres right, and the bicycle moved 27 metres right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_07__unit_ft__person_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_07,unit_ft,feet,48,22,-26,26,26,0,27,48,49,27,1,True,True,False,"Jesse began 48 ft to the left of the bicycle. Jesse moved 27 ft right, and the bicycle moved 1 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_07__unit_ft__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_07,unit_ft,feet,48,74,26,26,26,0,1,48,75,1,27,True,True,False,"Jesse began 48 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 27 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_07__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_07,unit_ft,feet,48,48,0,0,0,0,27,48,75,27,27,True,True,False,"Jesse began 48 ft to the left of the bicycle. Jesse moved 27 ft right, and the bicycle moved 27 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_07__unit_inches__person_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_07,unit_inches,inches,48,22,-26,26,26,0,27,48,49,27,1,True,True,False,"Jesse began 48 inches to the left of the bicycle. Jesse moved 27 inches right, and the bicycle moved 1 inch right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_07__unit_inches__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_07,unit_inches,inches,48,74,26,26,26,0,1,48,75,1,27,True,True,False,"Jesse began 48 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 27 inches right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_07__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_07,unit_inches,inches,48,48,0,0,0,0,27,48,75,27,27,True,True,False,"Jesse began 48 inches to the left of the bicycle. Jesse moved 27 inches right, and the bicycle moved 27 inches right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_08__unit_metres__person_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_08,unit_metres,metres,12,4,-8,8,8,0,9,12,13,9,1,True,True,False,"Jesse began 12 metres to the left of the bicycle. Jesse moved 9 metres right, and the bicycle moved 1 metre right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_08__unit_metres__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_08,unit_metres,metres,12,20,8,8,8,0,1,12,21,1,9,True,True,False,"Jesse began 12 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 9 metres right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_08__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_08,unit_metres,metres,12,12,0,0,0,0,9,12,21,9,9,True,True,False,"Jesse began 12 metres to the left of the bicycle. Jesse moved 9 metres right, and the bicycle moved 9 metres right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_08__unit_ft__person_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_08,unit_ft,feet,12,4,-8,8,8,0,9,12,13,9,1,True,True,False,"Jesse began 12 ft to the left of the bicycle. Jesse moved 9 ft right, and the bicycle moved 1 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_08__unit_ft__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_08,unit_ft,feet,12,20,8,8,8,0,1,12,21,1,9,True,True,False,"Jesse began 12 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 9 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_08__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_08,unit_ft,feet,12,12,0,0,0,0,9,12,21,9,9,True,True,False,"Jesse began 12 ft to the left of the bicycle. Jesse moved 9 ft right, and the bicycle moved 9 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_08__unit_inches__person_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_08,unit_inches,inches,12,4,-8,8,8,0,9,12,13,9,1,True,True,False,"Jesse began 12 inches to the left of the bicycle. Jesse moved 9 inches right, and the bicycle moved 1 inch right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_08__unit_inches__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_08,unit_inches,inches,12,20,8,8,8,0,1,12,21,1,9,True,True,False,"Jesse began 12 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 9 inches right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_08__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_08,unit_inches,inches,12,12,0,0,0,0,9,12,21,9,9,True,True,False,"Jesse began 12 inches to the left of the bicycle. Jesse moved 9 inches right, and the bicycle moved 9 inches right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_09__unit_metres__person_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_09,unit_metres,metres,52,24,-28,28,28,0,29,52,53,29,1,True,True,False,"Jesse began 52 metres to the left of the bicycle. Jesse moved 29 metres right, and the bicycle moved 1 metre right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_09__unit_metres__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_09,unit_metres,metres,52,80,28,28,28,0,1,52,81,1,29,True,True,False,"Jesse began 52 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 29 metres right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_09__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_09,unit_metres,metres,52,52,0,0,0,0,29,52,81,29,29,True,True,False,"Jesse began 52 metres to the left of the bicycle. Jesse moved 29 metres right, and the bicycle moved 29 metres right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_09__unit_ft__person_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_09,unit_ft,feet,52,24,-28,28,28,0,29,52,53,29,1,True,True,False,"Jesse began 52 ft to the left of the bicycle. Jesse moved 29 ft right, and the bicycle moved 1 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_09__unit_ft__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_09,unit_ft,feet,52,80,28,28,28,0,1,52,81,1,29,True,True,False,"Jesse began 52 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 29 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_09__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_09,unit_ft,feet,52,52,0,0,0,0,29,52,81,29,29,True,True,False,"Jesse began 52 ft to the left of the bicycle. Jesse moved 29 ft right, and the bicycle moved 29 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_09__unit_inches__person_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_09,unit_inches,inches,52,24,-28,28,28,0,29,52,53,29,1,True,True,False,"Jesse began 52 inches to the left of the bicycle. Jesse moved 29 inches right, and the bicycle moved 1 inch right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_09__unit_inches__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_09,unit_inches,inches,52,80,28,28,28,0,1,52,81,1,29,True,True,False,"Jesse began 52 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 29 inches right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_09__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_09,unit_inches,inches,52,52,0,0,0,0,29,52,81,29,29,True,True,False,"Jesse began 52 inches to the left of the bicycle. Jesse moved 29 inches right, and the bicycle moved 29 inches right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_10__unit_metres__person_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_10,unit_metres,metres,56,48,-8,8,8,0,9,56,57,9,1,True,True,False,"Jesse began 56 metres to the left of the bicycle. Jesse moved 9 metres right, and the bicycle moved 1 metre right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_10__unit_metres__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_10,unit_metres,metres,56,64,8,8,8,0,1,56,65,1,9,True,True,False,"Jesse began 56 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 9 metres right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_10__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_10,unit_metres,metres,56,56,0,0,0,0,9,56,65,9,9,True,True,False,"Jesse began 56 metres to the left of the bicycle. Jesse moved 9 metres right, and the bicycle moved 9 metres right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_10__unit_ft__person_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_10,unit_ft,feet,56,48,-8,8,8,0,9,56,57,9,1,True,True,False,"Jesse began 56 ft to the left of the bicycle. Jesse moved 9 ft right, and the bicycle moved 1 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_10__unit_ft__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_10,unit_ft,feet,56,64,8,8,8,0,1,56,65,1,9,True,True,False,"Jesse began 56 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 9 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_10__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_10,unit_ft,feet,56,56,0,0,0,0,9,56,65,9,9,True,True,False,"Jesse began 56 ft to the left of the bicycle. Jesse moved 9 ft right, and the bicycle moved 9 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_10__unit_inches__person_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_10,unit_inches,inches,56,48,-8,8,8,0,9,56,57,9,1,True,True,False,"Jesse began 56 inches to the left of the bicycle. Jesse moved 9 inches right, and the bicycle moved 1 inch right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_10__unit_inches__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_10,unit_inches,inches,56,64,8,8,8,0,1,56,65,1,9,True,True,False,"Jesse began 56 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 9 inches right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_10__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_10,unit_inches,inches,56,56,0,0,0,0,9,56,65,9,9,True,True,False,"Jesse began 56 inches to the left of the bicycle. Jesse moved 9 inches right, and the bicycle moved 9 inches right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_11__unit_metres__person_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_11,unit_metres,metres,32,9,-23,23,23,0,24,32,33,24,1,True,True,False,"Jesse began 32 metres to the left of the bicycle. Jesse moved 24 metres right, and the bicycle moved 1 metre right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_11__unit_metres__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_11,unit_metres,metres,32,55,23,23,23,0,1,32,56,1,24,True,True,False,"Jesse began 32 metres to the left of the bicycle. Jesse moved 1 metre right, and the bicycle moved 24 metres right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_11__unit_metres__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_11,unit_metres,metres,32,32,0,0,0,0,24,32,56,24,24,True,True,False,"Jesse began 32 metres to the left of the bicycle. Jesse moved 24 metres right, and the bicycle moved 24 metres right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_11__unit_ft__person_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_11,unit_ft,feet,32,9,-23,23,23,0,24,32,33,24,1,True,True,False,"Jesse began 32 ft to the left of the bicycle. Jesse moved 24 ft right, and the bicycle moved 1 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_11__unit_ft__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_11,unit_ft,feet,32,55,23,23,23,0,1,32,56,1,24,True,True,False,"Jesse began 32 ft to the left of the bicycle. Jesse moved 1 ft right, and the bicycle moved 24 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_11__unit_ft__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_11,unit_ft,feet,32,32,0,0,0,0,24,32,56,24,24,True,True,False,"Jesse began 32 ft to the left of the bicycle. Jesse moved 24 ft right, and the bicycle moved 24 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_11__unit_inches__person_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_11,unit_inches,inches,32,9,-23,23,23,0,24,32,33,24,1,True,True,False,"Jesse began 32 inches to the left of the bicycle. Jesse moved 24 inches right, and the bicycle moved 1 inch right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_11__unit_inches__person_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_11,unit_inches,inches,32,55,23,23,23,0,1,32,56,1,24,True,True,False,"Jesse began 32 inches to the left of the bicycle. Jesse moved 1 inch right, and the bicycle moved 24 inches right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_11__unit_inches__person_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,person_first,name_1,Jesse,obj_bicycle,bicycle,num_11,unit_inches,inches,32,32,0,0,0,0,24,32,56,24,24,True,True,False,"Jesse began 32 inches to the left of the bicycle. Jesse moved 24 inches right, and the bicycle moved 24 inches right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__non_numeric__object_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,absent,object_first,name_1,Jesse,obj_bicycle,bicycle,,,,,,,,,,,,,,,True,True,False,"The bicycle began to the right of Jesse. Both moved right, but Jesse covered more ground without reaching the bicycle.",20,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__non_numeric__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,absent,object_first,name_1,Jesse,obj_bicycle,bicycle,,,,,,,,,,,,,,,True,True,False,"The bicycle began to the right of Jesse. Both moved right, but the bicycle covered more ground than Jesse.",19,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__non_numeric__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,absent,object_first,name_1,Jesse,obj_bicycle,bicycle,,,,,,,,,,,,,,,True,True,False,The bicycle began to the right of Jesse. Both moved right by equal distances.,14,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_00__unit_metres__object_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,object_first,name_1,Jesse,obj_bicycle,bicycle,num_00,unit_metres,metres,18,13,-5,5,5,0,6,18,19,6,1,True,True,False,"The bicycle began 18 metres to the right of Jesse. The bicycle moved 1 metre right, and Jesse moved 6 metres right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_00__unit_metres__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,object_first,name_1,Jesse,obj_bicycle,bicycle,num_00,unit_metres,metres,18,23,5,5,5,0,1,18,24,1,6,True,True,False,"The bicycle began 18 metres to the right of Jesse. The bicycle moved 6 metres right, and Jesse moved 1 metre right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_00__unit_metres__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,object_first,name_1,Jesse,obj_bicycle,bicycle,num_00,unit_metres,metres,18,18,0,0,0,0,6,18,24,6,6,True,True,False,"The bicycle began 18 metres to the right of Jesse. The bicycle moved 6 metres right, and Jesse moved 6 metres right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_00__unit_ft__object_first__closer,1.0,both_entities_move,same_direction_relative_displacement,closer,Jesse is now closer to the bicycle than before.,specific,object_first,name_1,Jesse,obj_bicycle,bicycle,num_00,unit_ft,feet,18,13,-5,5,5,0,6,18,19,6,1,True,True,False,"The bicycle began 18 ft to the right of Jesse. The bicycle moved 1 ft right, and Jesse moved 6 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_00__unit_ft__object_first__farther,1.0,both_entities_move,same_direction_relative_displacement,farther,Jesse is now farther from the bicycle than before.,specific,object_first,name_1,Jesse,obj_bicycle,bicycle,num_00,unit_ft,feet,18,23,5,5,5,0,1,18,24,1,6,True,True,False,"The bicycle began 18 ft to the right of Jesse. The bicycle moved 6 ft right, and Jesse moved 1 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
name_1__obj_bicycle__num_00__unit_ft__object_first__unchanged,1.0,both_entities_move,same_direction_relative_displacement,unchanged,Jesse is now at the same distance from the bicycle as before.,specific,object_first,name_1,Jesse,obj_bicycle,bicycle,num_00,unit_ft,feet,18,18,0,0,0,0,6,18,24,6,6,True,True,False,"The bicycle began 18 ft to the right of Jesse. The bicycle moved 6 ft right, and Jesse moved 6 ft right.",22,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,Jesse is now at the same distance from the bicycle as before.
