probe_id,probe_type,probe_version,matched_group_id,length_match_id,condition_id,template_id,length_band,evidence_type,numeric_information,trajectory_constraint_id,object_stationary,passes_object,reference_stationarity,no_overshoot_status,interpretation_basis,template_family,name_id,name,object_id,object,outcome,direction,correct_target,Context,Target1,Target2,Context_word_count,Context_char_count,Context_token_count,Target1_word_count,Target1_char_count,Target1_token_count,Target1_conditional_token_count,Target2_word_count,Target2_char_count,Target2_token_count,Target2_conditional_token_count,probe_row_index
non_numeric_v1_2__name_0__obj_flag__minimal_unqualified__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_flag__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_flag,flag,farther,away from,Target2,Maya walked away from the flag.,Maya is now closer to the flag than before.,Maya is now farther from the flag than before.,6,31,8,9,43,11,10,9,46,11,10,129
non_numeric_v1_2__name_0__obj_flag__minimal_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_flag__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_flag,flag,closer,toward,Target1,Maya walked toward the stationary flag.,Maya is now closer to the flag than before.,Maya is now farther from the flag than before.,6,39,8,9,43,11,10,9,46,11,10,130
non_numeric_v1_2__name_0__obj_flag__minimal_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_flag__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_flag,flag,farther,away from,Target2,Maya walked away from the stationary flag.,Maya is now closer to the flag than before.,Maya is now farther from the flag than before.,7,42,9,9,43,11,10,9,46,11,10,131
non_numeric_v1_2__name_0__obj_flag__reference_clause_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_flag__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_flag,flag,closer,toward,Target1,"Maya walked toward the flag, which remained stationary.",Maya is now closer to the flag than before.,Maya is now farther from the flag than before.,8,55,11,9,43,11,10,9,46,11,10,132
non_numeric_v1_2__name_0__obj_flag__reference_clause_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_flag__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_flag,flag,farther,away from,Target2,"Maya walked away from the flag, which remained stationary.",Maya is now closer to the flag than before.,Maya is now farther from the flag than before.,9,58,12,9,43,11,10,9,46,11,10,133
non_numeric_v1_2__name_0__obj_flag__reference_clause_still__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_flag__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_flag,flag,closer,toward,Target1,"Maya walked toward the flag, which remained still.",Maya is now closer to the flag than before.,Maya is now farther from the flag than before.,8,50,11,9,43,11,10,9,46,11,10,134
non_numeric_v1_2__name_0__obj_flag__reference_clause_still__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_flag__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_flag,flag,farther,away from,Target2,"Maya walked away from the flag, which remained still.",Maya is now closer to the flag than before.,Maya is now farther from the flag than before.,9,53,12,9,43,11,10,9,46,11,10,135
non_numeric_v1_2__name_0__obj_bicycle__minimal_unqualified__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bicycle__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bicycle,bicycle,closer,toward,Target1,Maya walked toward the bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,5,31,7,9,46,11,10,9,49,11,10,136
non_numeric_v1_2__name_0__obj_bicycle__minimal_unqualified__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bicycle__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bicycle,bicycle,farther,away from,Target2,Maya walked away from the bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,6,34,8,9,46,11,10,9,49,11,10,137
non_numeric_v1_2__name_0__obj_bicycle__minimal_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bicycle__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bicycle,bicycle,closer,toward,Target1,Maya walked toward the stationary bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,6,42,8,9,46,11,10,9,49,11,10,138
non_numeric_v1_2__name_0__obj_bicycle__minimal_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bicycle__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bicycle,bicycle,farther,away from,Target2,Maya walked away from the stationary bicycle.,Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,7,45,9,9,46,11,10,9,49,11,10,139
non_numeric_v1_2__name_0__obj_bicycle__reference_clause_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bicycle__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bicycle,bicycle,closer,toward,Target1,"Maya walked toward the bicycle, which remained stationary.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,8,58,11,9,46,11,10,9,49,11,10,140
non_numeric_v1_2__name_0__obj_bicycle__reference_clause_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bicycle__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bicycle,bicycle,farther,away from,Target2,"Maya walked away from the bicycle, which remained stationary.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,9,61,12,9,46,11,10,9,49,11,10,141
non_numeric_v1_2__name_0__obj_bicycle__reference_clause_still__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bicycle__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bicycle,bicycle,closer,toward,Target1,"Maya walked toward the bicycle, which remained still.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,8,53,11,9,46,11,10,9,49,11,10,142
non_numeric_v1_2__name_0__obj_bicycle__reference_clause_still__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bicycle__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bicycle,bicycle,farther,away from,Target2,"Maya walked away from the bicycle, which remained still.",Maya is now closer to the bicycle than before.,Maya is now farther from the bicycle than before.,9,56,12,9,46,11,10,9,49,11,10,143
non_numeric_v1_2__name_0__obj_bench__minimal_unqualified__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bench__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bench,bench,closer,toward,Target1,Maya walked toward the bench.,Maya is now closer to the bench than before.,Maya is now farther from the bench than before.,5,29,7,9,44,11,10,9,47,11,10,144
non_numeric_v1_2__name_0__obj_bench__minimal_unqualified__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bench__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bench,bench,farther,away from,Target2,Maya walked away from the bench.,Maya is now closer to the bench than before.,Maya is now farther from the bench than before.,6,32,8,9,44,11,10,9,47,11,10,145
non_numeric_v1_2__name_0__obj_bench__minimal_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bench__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bench,bench,closer,toward,Target1,Maya walked toward the stationary bench.,Maya is now closer to the bench than before.,Maya is now farther from the bench than before.,6,40,8,9,44,11,10,9,47,11,10,146
non_numeric_v1_2__name_0__obj_bench__minimal_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bench__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bench,bench,farther,away from,Target2,Maya walked away from the stationary bench.,Maya is now closer to the bench than before.,Maya is now farther from the bench than before.,7,43,9,9,44,11,10,9,47,11,10,147
non_numeric_v1_2__name_0__obj_bench__reference_clause_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bench__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bench,bench,closer,toward,Target1,"Maya walked toward the bench, which remained stationary.",Maya is now closer to the bench than before.,Maya is now farther from the bench than before.,8,56,11,9,44,11,10,9,47,11,10,148
non_numeric_v1_2__name_0__obj_bench__reference_clause_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bench__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bench,bench,farther,away from,Target2,"Maya walked away from the bench, which remained stationary.",Maya is now closer to the bench than before.,Maya is now farther from the bench than before.,9,59,12,9,44,11,10,9,47,11,10,149
non_numeric_v1_2__name_0__obj_bench__reference_clause_still__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bench__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bench,bench,closer,toward,Target1,"Maya walked toward the bench, which remained still.",Maya is now closer to the bench than before.,Maya is now farther from the bench than before.,8,51,11,9,44,11,10,9,47,11,10,150
non_numeric_v1_2__name_0__obj_bench__reference_clause_still__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_bench__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_bench,bench,farther,away from,Target2,"Maya walked away from the bench, which remained still.",Maya is now closer to the bench than before.,Maya is now farther from the bench than before.,9,54,12,9,44,11,10,9,47,11,10,151
non_numeric_v1_2__name_0__obj_mailbox__minimal_unqualified__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_mailbox__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_mailbox,mailbox,closer,toward,Target1,Maya walked toward the mailbox.,Maya is now closer to the mailbox than before.,Maya is now farther from the mailbox than before.,5,31,7,9,46,11,10,9,49,11,10,152
non_numeric_v1_2__name_0__obj_mailbox__minimal_unqualified__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_mailbox__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_mailbox,mailbox,farther,away from,Target2,Maya walked away from the mailbox.,Maya is now closer to the mailbox than before.,Maya is now farther from the mailbox than before.,6,34,8,9,46,11,10,9,49,11,10,153
non_numeric_v1_2__name_0__obj_mailbox__minimal_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_mailbox__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_mailbox,mailbox,closer,toward,Target1,Maya walked toward the stationary mailbox.,Maya is now closer to the mailbox than before.,Maya is now farther from the mailbox than before.,6,42,8,9,46,11,10,9,49,11,10,154
non_numeric_v1_2__name_0__obj_mailbox__minimal_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_mailbox__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_mailbox,mailbox,farther,away from,Target2,Maya walked away from the stationary mailbox.,Maya is now closer to the mailbox than before.,Maya is now farther from the mailbox than before.,7,45,9,9,46,11,10,9,49,11,10,155
non_numeric_v1_2__name_0__obj_mailbox__reference_clause_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_mailbox__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_mailbox,mailbox,closer,toward,Target1,"Maya walked toward the mailbox, which remained stationary.",Maya is now closer to the mailbox than before.,Maya is now farther from the mailbox than before.,8,58,11,9,46,11,10,9,49,11,10,156
non_numeric_v1_2__name_0__obj_mailbox__reference_clause_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_mailbox__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_mailbox,mailbox,farther,away from,Target2,"Maya walked away from the mailbox, which remained stationary.",Maya is now closer to the mailbox than before.,Maya is now farther from the mailbox than before.,9,61,12,9,46,11,10,9,49,11,10,157
non_numeric_v1_2__name_0__obj_mailbox__reference_clause_still__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_mailbox__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_mailbox,mailbox,closer,toward,Target1,"Maya walked toward the mailbox, which remained still.",Maya is now closer to the mailbox than before.,Maya is now farther from the mailbox than before.,8,53,11,9,46,11,10,9,49,11,10,158
non_numeric_v1_2__name_0__obj_mailbox__reference_clause_still__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_0__obj_mailbox__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_0,Maya,obj_mailbox,mailbox,farther,away from,Target2,"Maya walked away from the mailbox, which remained still.",Maya is now closer to the mailbox than before.,Maya is now farther from the mailbox than before.,9,56,12,9,46,11,10,9,49,11,10,159
non_numeric_v1_2__name_1__obj_cone__minimal_unqualified__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_cone__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_cone,cone,closer,toward,Target1,Jesse walked toward the cone.,Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.,5,29,7,9,44,11,10,9,47,11,10,160
non_numeric_v1_2__name_1__obj_cone__minimal_unqualified__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_cone__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_cone,cone,farther,away from,Target2,Jesse walked away from the cone.,Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.,6,32,8,9,44,11,10,9,47,11,10,161
non_numeric_v1_2__name_1__obj_cone__minimal_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_cone__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_cone,cone,closer,toward,Target1,Jesse walked toward the stationary cone.,Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.,6,40,8,9,44,11,10,9,47,11,10,162
non_numeric_v1_2__name_1__obj_cone__minimal_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_cone__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_cone,cone,farther,away from,Target2,Jesse walked away from the stationary cone.,Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.,7,43,9,9,44,11,10,9,47,11,10,163
non_numeric_v1_2__name_1__obj_cone__reference_clause_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_cone__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_cone,cone,closer,toward,Target1,"Jesse walked toward the cone, which remained stationary.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.,8,56,11,9,44,11,10,9,47,11,10,164
non_numeric_v1_2__name_1__obj_cone__reference_clause_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_cone__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_cone,cone,farther,away from,Target2,"Jesse walked away from the cone, which remained stationary.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.,9,59,12,9,44,11,10,9,47,11,10,165
non_numeric_v1_2__name_1__obj_cone__reference_clause_still__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_cone__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_cone,cone,closer,toward,Target1,"Jesse walked toward the cone, which remained still.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.,8,51,11,9,44,11,10,9,47,11,10,166
non_numeric_v1_2__name_1__obj_cone__reference_clause_still__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_cone__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_cone,cone,farther,away from,Target2,"Jesse walked away from the cone, which remained still.",Jesse is now closer to the cone than before.,Jesse is now farther from the cone than before.,9,54,12,9,44,11,10,9,47,11,10,167
non_numeric_v1_2__name_1__obj_flag__minimal_unqualified__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_flag__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_flag,flag,closer,toward,Target1,Jesse walked toward the flag.,Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,5,29,7,9,44,11,10,9,47,11,10,168
non_numeric_v1_2__name_1__obj_flag__minimal_unqualified__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_flag__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_flag,flag,farther,away from,Target2,Jesse walked away from the flag.,Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,6,32,8,9,44,11,10,9,47,11,10,169
non_numeric_v1_2__name_1__obj_flag__minimal_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_flag__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_flag,flag,closer,toward,Target1,Jesse walked toward the stationary flag.,Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,6,40,8,9,44,11,10,9,47,11,10,170
non_numeric_v1_2__name_1__obj_flag__minimal_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_flag__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_flag,flag,farther,away from,Target2,Jesse walked away from the stationary flag.,Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,7,43,9,9,44,11,10,9,47,11,10,171
non_numeric_v1_2__name_1__obj_flag__reference_clause_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_flag__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_flag,flag,closer,toward,Target1,"Jesse walked toward the flag, which remained stationary.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,8,56,11,9,44,11,10,9,47,11,10,172
non_numeric_v1_2__name_1__obj_flag__reference_clause_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_flag__reference_clause_stationary,,reference_clause_stationary,reference_clause_stationary,clause_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_flag,flag,farther,away from,Target2,"Jesse walked away from the flag, which remained stationary.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,9,59,12,9,44,11,10,9,47,11,10,173
non_numeric_v1_2__name_1__obj_flag__reference_clause_still__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_flag__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_flag,flag,closer,toward,Target1,"Jesse walked toward the flag, which remained still.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,8,51,11,9,44,11,10,9,47,11,10,174
non_numeric_v1_2__name_1__obj_flag__reference_clause_still__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_flag__reference_clause_still,,reference_clause_still,reference_clause_still,clause_still,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_flag,flag,farther,away from,Target2,"Jesse walked away from the flag, which remained still.",Jesse is now closer to the flag than before.,Jesse is now farther from the flag than before.,9,54,12,9,44,11,10,9,47,11,10,175
non_numeric_v1_2__name_1__obj_bicycle__minimal_unqualified__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_bicycle__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_bicycle,bicycle,closer,toward,Target1,Jesse walked toward the bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,5,32,7,9,47,11,10,9,50,11,10,176
non_numeric_v1_2__name_1__obj_bicycle__minimal_unqualified__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_bicycle__minimal_unqualified,,minimal_unqualified,minimal_unqualified,minimal,directed_movement_inference,absent,not_stated,,,assumed,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_bicycle,bicycle,farther,away from,Target2,Jesse walked away from the bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,6,35,8,9,47,11,10,9,50,11,10,177
non_numeric_v1_2__name_1__obj_bicycle__minimal_stationary__closer,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_bicycle__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_bicycle,bicycle,closer,toward,Target1,Jesse walked toward the stationary bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,6,43,8,9,47,11,10,9,50,11,10,178
non_numeric_v1_2__name_1__obj_bicycle__minimal_stationary__farther,closer_farther_non_numeric_movement,1.3,non_numeric_v1_2__name_1__obj_bicycle__minimal_stationary,,minimal_stationary,minimal_stationary,minimal_stationary,directed_movement_inference,absent,not_stated,True,,explicit,assumed,ordinary_movement_reading_with_unstated_assumptions,minimal_movement,name_1,Jesse,obj_bicycle,bicycle,farther,away from,Target2,Jesse walked away from the stationary bicycle.,Jesse is now closer to the bicycle than before.,Jesse is now farther from the bicycle than before.,7,46,9,9,47,11,10,9,50,11,10,179
