probe_id,probe_type,probe_version,matched_group_id,length_match_id,condition_id,template_id,length_band,evidence_type,numeric_information,trajectory_constraint_id,object_stationary,passes_object,reference_stationarity,no_overshoot_status,interpretation_basis,template_family,name_id,name,object_id,object,outcome,direction,correct_target,Context,Target1,Target2,Context_word_count,Context_char_count,Context_token_count,Target1_word_count,Target1_char_count,Target1_token_count,Target1_conditional_token_count,Target2_word_count,Target2_char_count,Target2_token_count,Target2_conditional_token_count,probe_row_index,numeric_case_id,unit_id,initial_distance,movement_distance,final_distance
numeric_aligned_v1_1__name_2__obj_flag__standard__farther__num_07__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__standard__num_07__unit_ft,numeric_aligned_v1_1__name_2__obj_flag__farther__num_07__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,Li was 48 ft from a stationary flag. Li walked 26 ft directly away from the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,22,112,24,9,41,10,10,9,44,10,10,2506,num_07,unit_ft,48,26,74
numeric_aligned_v1_1__name_2__obj_flag__standard__farther__num_07__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__standard__num_07__unit_inches,numeric_aligned_v1_1__name_2__obj_flag__farther__num_07__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,Li was 48 inches from a stationary flag. Li walked 26 inches directly away from the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,22,120,24,9,41,10,10,9,44,10,10,2507,num_07,unit_inches,48,26,74
numeric_aligned_v1_1__name_2__obj_flag__standard__farther__num_08__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__standard__num_08__unit_metres,numeric_aligned_v1_1__name_2__obj_flag__farther__num_08__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,Li was 12 metres from a stationary flag. Li walked 8 metres directly away from the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,22,119,24,9,41,10,10,9,44,10,10,2508,num_08,unit_metres,12,8,20
numeric_aligned_v1_1__name_2__obj_flag__standard__farther__num_08__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__standard__num_08__unit_ft,numeric_aligned_v1_1__name_2__obj_flag__farther__num_08__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,Li was 12 ft from a stationary flag. Li walked 8 ft directly away from the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,22,111,24,9,41,10,10,9,44,10,10,2509,num_08,unit_ft,12,8,20
numeric_aligned_v1_1__name_2__obj_flag__standard__farther__num_08__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__standard__num_08__unit_inches,numeric_aligned_v1_1__name_2__obj_flag__farther__num_08__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,Li was 12 inches from a stationary flag. Li walked 8 inches directly away from the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,22,119,24,9,41,10,10,9,44,10,10,2510,num_08,unit_inches,12,8,20
numeric_aligned_v1_1__name_2__obj_flag__standard__farther__num_09__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__standard__num_09__unit_metres,numeric_aligned_v1_1__name_2__obj_flag__farther__num_09__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,Li was 52 metres from a stationary flag. Li walked 28 metres directly away from the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,22,120,24,9,41,10,10,9,44,10,10,2511,num_09,unit_metres,52,28,80
numeric_aligned_v1_1__name_2__obj_flag__standard__farther__num_09__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__standard__num_09__unit_ft,numeric_aligned_v1_1__name_2__obj_flag__farther__num_09__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,Li was 52 ft from a stationary flag. Li walked 28 ft directly away from the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,22,112,24,9,41,10,10,9,44,10,10,2512,num_09,unit_ft,52,28,80
numeric_aligned_v1_1__name_2__obj_flag__standard__farther__num_09__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__standard__num_09__unit_inches,numeric_aligned_v1_1__name_2__obj_flag__farther__num_09__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,Li was 52 inches from a stationary flag. Li walked 28 inches directly away from the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,22,120,24,9,41,10,10,9,44,10,10,2513,num_09,unit_inches,52,28,80
numeric_aligned_v1_1__name_2__obj_flag__standard__farther__num_10__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__standard__num_10__unit_metres,numeric_aligned_v1_1__name_2__obj_flag__farther__num_10__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,Li was 56 metres from a stationary flag. Li walked 8 metres directly away from the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,22,119,24,9,41,10,10,9,44,10,10,2514,num_10,unit_metres,56,8,64
numeric_aligned_v1_1__name_2__obj_flag__standard__farther__num_10__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__standard__num_10__unit_ft,numeric_aligned_v1_1__name_2__obj_flag__farther__num_10__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,Li was 56 ft from a stationary flag. Li walked 8 ft directly away from the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,22,111,24,9,41,10,10,9,44,10,10,2515,num_10,unit_ft,56,8,64
numeric_aligned_v1_1__name_2__obj_flag__standard__farther__num_10__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__standard__num_10__unit_inches,numeric_aligned_v1_1__name_2__obj_flag__farther__num_10__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,Li was 56 inches from a stationary flag. Li walked 8 inches directly away from the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,22,119,24,9,41,10,10,9,44,10,10,2516,num_10,unit_inches,56,8,64
numeric_aligned_v1_1__name_2__obj_flag__standard__farther__num_11__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__standard__num_11__unit_metres,numeric_aligned_v1_1__name_2__obj_flag__farther__num_11__unit_metres,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,Li was 32 metres from a stationary flag. Li walked 23 metres directly away from the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,22,120,24,9,41,10,10,9,44,10,10,2517,num_11,unit_metres,32,23,55
numeric_aligned_v1_1__name_2__obj_flag__standard__farther__num_11__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__standard__num_11__unit_ft,numeric_aligned_v1_1__name_2__obj_flag__farther__num_11__unit_ft,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,Li was 32 ft from a stationary flag. Li walked 23 ft directly away from the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,22,112,24,9,41,10,10,9,44,10,10,2518,num_11,unit_ft,32,23,55
numeric_aligned_v1_1__name_2__obj_flag__standard__farther__num_11__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__standard__num_11__unit_inches,numeric_aligned_v1_1__name_2__obj_flag__farther__num_11__unit_inches,numeric_aligned_movement,aligned_standard,standard,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,farther,away from,Target2,Li was 32 inches from a stationary flag. Li walked 23 inches directly away from the flag without reaching or passing it.,Li is now closer to the flag than before.,Li is now farther from the flag than before.,22,120,24,9,41,10,10,9,44,10,10,2519,num_11,unit_inches,32,23,55
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_00__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_00__unit_metres,numeric_aligned_v1_1__name_2__obj_flag__closer__num_00__unit_metres,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 18 metres from a flag that remained stationary. From that starting position, Li walked 5 metres directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,170,32,9,41,10,10,9,44,10,10,2520,num_00,unit_metres,18,5,13
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_00__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_00__unit_ft,numeric_aligned_v1_1__name_2__obj_flag__closer__num_00__unit_ft,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 18 ft from a flag that remained stationary. From that starting position, Li walked 5 ft directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,162,32,9,41,10,10,9,44,10,10,2521,num_00,unit_ft,18,5,13
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_00__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_00__unit_inches,numeric_aligned_v1_1__name_2__obj_flag__closer__num_00__unit_inches,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 18 inches from a flag that remained stationary. From that starting position, Li walked 5 inches directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,170,32,9,41,10,10,9,44,10,10,2522,num_00,unit_inches,18,5,13
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_01__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_01__unit_metres,numeric_aligned_v1_1__name_2__obj_flag__closer__num_01__unit_metres,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 85 metres from a flag that remained stationary. From that starting position, Li walked 12 metres directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,171,32,9,41,10,10,9,44,10,10,2523,num_01,unit_metres,85,12,73
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_01__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_01__unit_ft,numeric_aligned_v1_1__name_2__obj_flag__closer__num_01__unit_ft,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 85 ft from a flag that remained stationary. From that starting position, Li walked 12 ft directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,163,32,9,41,10,10,9,44,10,10,2524,num_01,unit_ft,85,12,73
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_01__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_01__unit_inches,numeric_aligned_v1_1__name_2__obj_flag__closer__num_01__unit_inches,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 85 inches from a flag that remained stationary. From that starting position, Li walked 12 inches directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,171,32,9,41,10,10,9,44,10,10,2525,num_01,unit_inches,85,12,73
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_02__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_02__unit_metres,numeric_aligned_v1_1__name_2__obj_flag__closer__num_02__unit_metres,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 30 metres from a flag that remained stationary. From that starting position, Li walked 6 metres directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,170,32,9,41,10,10,9,44,10,10,2526,num_02,unit_metres,30,6,24
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_02__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_02__unit_ft,numeric_aligned_v1_1__name_2__obj_flag__closer__num_02__unit_ft,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 30 ft from a flag that remained stationary. From that starting position, Li walked 6 ft directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,162,32,9,41,10,10,9,44,10,10,2527,num_02,unit_ft,30,6,24
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_02__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_02__unit_inches,numeric_aligned_v1_1__name_2__obj_flag__closer__num_02__unit_inches,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 30 inches from a flag that remained stationary. From that starting position, Li walked 6 inches directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,170,32,9,41,10,10,9,44,10,10,2528,num_02,unit_inches,30,6,24
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_03__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_03__unit_metres,numeric_aligned_v1_1__name_2__obj_flag__closer__num_03__unit_metres,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 35 metres from a flag that remained stationary. From that starting position, Li walked 4 metres directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,170,32,9,41,10,10,9,44,10,10,2529,num_03,unit_metres,35,4,31
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_03__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_03__unit_ft,numeric_aligned_v1_1__name_2__obj_flag__closer__num_03__unit_ft,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 35 ft from a flag that remained stationary. From that starting position, Li walked 4 ft directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,162,32,9,41,10,10,9,44,10,10,2530,num_03,unit_ft,35,4,31
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_03__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_03__unit_inches,numeric_aligned_v1_1__name_2__obj_flag__closer__num_03__unit_inches,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 35 inches from a flag that remained stationary. From that starting position, Li walked 4 inches directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,170,32,9,41,10,10,9,44,10,10,2531,num_03,unit_inches,35,4,31
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_04__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_04__unit_metres,numeric_aligned_v1_1__name_2__obj_flag__closer__num_04__unit_metres,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 53 metres from a flag that remained stationary. From that starting position, Li walked 32 metres directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,171,32,9,41,10,10,9,44,10,10,2532,num_04,unit_metres,53,32,21
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_04__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_04__unit_ft,numeric_aligned_v1_1__name_2__obj_flag__closer__num_04__unit_ft,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 53 ft from a flag that remained stationary. From that starting position, Li walked 32 ft directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,163,32,9,41,10,10,9,44,10,10,2533,num_04,unit_ft,53,32,21
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_04__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_04__unit_inches,numeric_aligned_v1_1__name_2__obj_flag__closer__num_04__unit_inches,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 53 inches from a flag that remained stationary. From that starting position, Li walked 32 inches directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,171,32,9,41,10,10,9,44,10,10,2534,num_04,unit_inches,53,32,21
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_05__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_05__unit_metres,numeric_aligned_v1_1__name_2__obj_flag__closer__num_05__unit_metres,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 54 metres from a flag that remained stationary. From that starting position, Li walked 32 metres directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,171,32,9,41,10,10,9,44,10,10,2535,num_05,unit_metres,54,32,22
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_05__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_05__unit_ft,numeric_aligned_v1_1__name_2__obj_flag__closer__num_05__unit_ft,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 54 ft from a flag that remained stationary. From that starting position, Li walked 32 ft directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,163,32,9,41,10,10,9,44,10,10,2536,num_05,unit_ft,54,32,22
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_05__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_05__unit_inches,numeric_aligned_v1_1__name_2__obj_flag__closer__num_05__unit_inches,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 54 inches from a flag that remained stationary. From that starting position, Li walked 32 inches directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,171,32,9,41,10,10,9,44,10,10,2537,num_05,unit_inches,54,32,22
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_06__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_06__unit_metres,numeric_aligned_v1_1__name_2__obj_flag__closer__num_06__unit_metres,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 59 metres from a flag that remained stationary. From that starting position, Li walked 10 metres directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,171,32,9,41,10,10,9,44,10,10,2538,num_06,unit_metres,59,10,49
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_06__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_06__unit_ft,numeric_aligned_v1_1__name_2__obj_flag__closer__num_06__unit_ft,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 59 ft from a flag that remained stationary. From that starting position, Li walked 10 ft directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,163,32,9,41,10,10,9,44,10,10,2539,num_06,unit_ft,59,10,49
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_06__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_06__unit_inches,numeric_aligned_v1_1__name_2__obj_flag__closer__num_06__unit_inches,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 59 inches from a flag that remained stationary. From that starting position, Li walked 10 inches directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,171,32,9,41,10,10,9,44,10,10,2540,num_06,unit_inches,59,10,49
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_07__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_07__unit_metres,numeric_aligned_v1_1__name_2__obj_flag__closer__num_07__unit_metres,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 48 metres from a flag that remained stationary. From that starting position, Li walked 26 metres directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,171,32,9,41,10,10,9,44,10,10,2541,num_07,unit_metres,48,26,22
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_07__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_07__unit_ft,numeric_aligned_v1_1__name_2__obj_flag__closer__num_07__unit_ft,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 48 ft from a flag that remained stationary. From that starting position, Li walked 26 ft directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,163,32,9,41,10,10,9,44,10,10,2542,num_07,unit_ft,48,26,22
numeric_aligned_v1_1__name_2__obj_flag__expanded__closer__num_07__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_2__obj_flag__expanded__num_07__unit_inches,numeric_aligned_v1_1__name_2__obj_flag__closer__num_07__unit_inches,numeric_aligned_movement,aligned_expanded,expanded,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_2,Li,obj_flag,flag,closer,toward,Target1,"Initially, Li was 48 inches from a flag that remained stationary. From that starting position, Li walked 26 inches directly toward the flag without reaching or passing it.",Li is now closer to the flag than before.,Li is now farther from the flag than before.,28,171,32,9,41,10,10,9,44,10,10,2543,num_07,unit_inches,48,26,22
