reference_probe_id,variant_probe_id,control,variant_template_id,match_type
non_numeric_v1_1__name_3__obj_bench__compact__farther,non_numeric_v1_2__name_3__obj_bench__reference_clause_still__farther,aligned_compact_to_minimal,reference_clause_still,same_entities_direction_targets_varied_wording_and_explicitness
non_numeric_v1_2__name_3__obj_bench__reference_clause_stationary__farther,non_numeric_v1_2__name_3__obj_bench__reference_clause_still__farther,stationary_vs_still,reference_clause_still,only_swap_stationary_and_still
non_numeric_v1_1__name_3__obj_mailbox__compact__closer,non_numeric_v1_2__name_3__obj_mailbox__minimal_unqualified__closer,aligned_compact_to_minimal,minimal_unqualified,same_entities_direction_targets_varied_wording_and_explicitness
non_numeric_v1_1__name_3__obj_mailbox__compact__farther,non_numeric_v1_2__name_3__obj_mailbox__minimal_unqualified__farther,aligned_compact_to_minimal,minimal_unqualified,same_entities_direction_targets_varied_wording_and_explicitness
non_numeric_v1_1__name_3__obj_mailbox__compact__closer,non_numeric_v1_2__name_3__obj_mailbox__minimal_stationary__closer,aligned_compact_to_minimal,minimal_stationary,same_entities_direction_targets_varied_wording_and_explicitness
non_numeric_v1_2__name_3__obj_mailbox__minimal_unqualified__closer,non_numeric_v1_2__name_3__obj_mailbox__minimal_stationary__closer,add_stationary,minimal_stationary,only_add_stationary_to_reference_object
non_numeric_v1_1__name_3__obj_mailbox__compact__farther,non_numeric_v1_2__name_3__obj_mailbox__minimal_stationary__farther,aligned_compact_to_minimal,minimal_stationary,same_entities_direction_targets_varied_wording_and_explicitness
non_numeric_v1_2__name_3__obj_mailbox__minimal_unqualified__farther,non_numeric_v1_2__name_3__obj_mailbox__minimal_stationary__farther,add_stationary,minimal_stationary,only_add_stationary_to_reference_object
non_numeric_v1_1__name_3__obj_mailbox__compact__closer,non_numeric_v1_2__name_3__obj_mailbox__reference_clause_stationary__closer,aligned_compact_to_minimal,reference_clause_stationary,same_entities_direction_targets_varied_wording_and_explicitness
non_numeric_v1_2__name_3__obj_mailbox__minimal_stationary__closer,non_numeric_v1_2__name_3__obj_mailbox__reference_clause_stationary__closer,stationary_adjective_vs_relative_clause,reference_clause_stationary,same_stationarity_word_varied_sentence_structure
non_numeric_v1_1__name_3__obj_mailbox__compact__farther,non_numeric_v1_2__name_3__obj_mailbox__reference_clause_stationary__farther,aligned_compact_to_minimal,reference_clause_stationary,same_entities_direction_targets_varied_wording_and_explicitness
non_numeric_v1_2__name_3__obj_mailbox__minimal_stationary__farther,non_numeric_v1_2__name_3__obj_mailbox__reference_clause_stationary__farther,stationary_adjective_vs_relative_clause,reference_clause_stationary,same_stationarity_word_varied_sentence_structure
non_numeric_v1_1__name_3__obj_mailbox__compact__closer,non_numeric_v1_2__name_3__obj_mailbox__reference_clause_still__closer,aligned_compact_to_minimal,reference_clause_still,same_entities_direction_targets_varied_wording_and_explicitness
non_numeric_v1_2__name_3__obj_mailbox__reference_clause_stationary__closer,non_numeric_v1_2__name_3__obj_mailbox__reference_clause_still__closer,stationary_vs_still,reference_clause_still,only_swap_stationary_and_still
non_numeric_v1_1__name_3__obj_mailbox__compact__farther,non_numeric_v1_2__name_3__obj_mailbox__reference_clause_still__farther,aligned_compact_to_minimal,reference_clause_still,same_entities_direction_targets_varied_wording_and_explicitness
non_numeric_v1_2__name_3__obj_mailbox__reference_clause_stationary__farther,non_numeric_v1_2__name_3__obj_mailbox__reference_clause_still__farther,stationary_vs_still,reference_clause_still,only_swap_stationary_and_still
