pair_id,length_band,template_id,name_id,object_id,evidence_type,closer_probe_id,farther_probe_id,Context1,Context2,Target1,Target2
non_numeric_v1_2__name_3__obj_bicycle__minimal_stationary,minimal_stationary,minimal_stationary,name_3,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_3__obj_bicycle__minimal_stationary__closer,non_numeric_v1_2__name_3__obj_bicycle__minimal_stationary__farther,Omar walked toward the stationary bicycle.,Omar walked away from the stationary bicycle.,Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.
non_numeric_v1_2__name_3__obj_bicycle__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_3,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_3__obj_bicycle__reference_clause_stationary__closer,non_numeric_v1_2__name_3__obj_bicycle__reference_clause_stationary__farther,"Omar walked toward the bicycle, which remained stationary.","Omar walked away from the bicycle, which remained stationary.",Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.
non_numeric_v1_2__name_3__obj_bicycle__reference_clause_still,clause_still,reference_clause_still,name_3,obj_bicycle,directed_movement_inference,non_numeric_v1_2__name_3__obj_bicycle__reference_clause_still__closer,non_numeric_v1_2__name_3__obj_bicycle__reference_clause_still__farther,"Omar walked toward the bicycle, which remained still.","Omar walked away from the bicycle, which remained still.",Omar is now closer to the bicycle than before.,Omar is now farther from the bicycle than before.
non_numeric_v1_2__name_3__obj_bench__minimal_unqualified,minimal,minimal_unqualified,name_3,obj_bench,directed_movement_inference,non_numeric_v1_2__name_3__obj_bench__minimal_unqualified__closer,non_numeric_v1_2__name_3__obj_bench__minimal_unqualified__farther,Omar walked toward the bench.,Omar walked away from the bench.,Omar is now closer to the bench than before.,Omar is now farther from the bench than before.
non_numeric_v1_2__name_3__obj_bench__minimal_stationary,minimal_stationary,minimal_stationary,name_3,obj_bench,directed_movement_inference,non_numeric_v1_2__name_3__obj_bench__minimal_stationary__closer,non_numeric_v1_2__name_3__obj_bench__minimal_stationary__farther,Omar walked toward the stationary bench.,Omar walked away from the stationary bench.,Omar is now closer to the bench than before.,Omar is now farther from the bench than before.
non_numeric_v1_2__name_3__obj_bench__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_3,obj_bench,directed_movement_inference,non_numeric_v1_2__name_3__obj_bench__reference_clause_stationary__closer,non_numeric_v1_2__name_3__obj_bench__reference_clause_stationary__farther,"Omar walked toward the bench, which remained stationary.","Omar walked away from the bench, which remained stationary.",Omar is now closer to the bench than before.,Omar is now farther from the bench than before.
non_numeric_v1_2__name_3__obj_bench__reference_clause_still,clause_still,reference_clause_still,name_3,obj_bench,directed_movement_inference,non_numeric_v1_2__name_3__obj_bench__reference_clause_still__closer,non_numeric_v1_2__name_3__obj_bench__reference_clause_still__farther,"Omar walked toward the bench, which remained still.","Omar walked away from the bench, which remained still.",Omar is now closer to the bench than before.,Omar is now farther from the bench than before.
non_numeric_v1_2__name_3__obj_mailbox__minimal_unqualified,minimal,minimal_unqualified,name_3,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_3__obj_mailbox__minimal_unqualified__closer,non_numeric_v1_2__name_3__obj_mailbox__minimal_unqualified__farther,Omar walked toward the mailbox.,Omar walked away from the mailbox.,Omar is now closer to the mailbox than before.,Omar is now farther from the mailbox than before.
non_numeric_v1_2__name_3__obj_mailbox__minimal_stationary,minimal_stationary,minimal_stationary,name_3,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_3__obj_mailbox__minimal_stationary__closer,non_numeric_v1_2__name_3__obj_mailbox__minimal_stationary__farther,Omar walked toward the stationary mailbox.,Omar walked away from the stationary mailbox.,Omar is now closer to the mailbox than before.,Omar is now farther from the mailbox than before.
non_numeric_v1_2__name_3__obj_mailbox__reference_clause_stationary,clause_stationary,reference_clause_stationary,name_3,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_3__obj_mailbox__reference_clause_stationary__closer,non_numeric_v1_2__name_3__obj_mailbox__reference_clause_stationary__farther,"Omar walked toward the mailbox, which remained stationary.","Omar walked away from the mailbox, which remained stationary.",Omar is now closer to the mailbox than before.,Omar is now farther from the mailbox than before.
non_numeric_v1_2__name_3__obj_mailbox__reference_clause_still,clause_still,reference_clause_still,name_3,obj_mailbox,directed_movement_inference,non_numeric_v1_2__name_3__obj_mailbox__reference_clause_still__closer,non_numeric_v1_2__name_3__obj_mailbox__reference_clause_still__farther,"Omar walked toward the mailbox, which remained still.","Omar walked away from the mailbox, which remained still.",Omar is now closer to the mailbox than before.,Omar is now farther from the mailbox than before.
