probe_id,probe_version,probe_family,event_family,event_subtype,case_id,object_pair_id,target_object,reference_object,evidence_type,length_band,context_entity_order,target_entity_order,target1_relation_word,target2_relation_word,target_motion_above,target_motion_below,reference_motion_above,reference_motion_below,Context1,Context2,Target1,Target2,correct_target_for_context1,correct_target_for_context2,target_start_above,target_end_above,reference_start_above,reference_end_above,target_start_below,target_end_below,reference_start_below,reference_end_below,Context1_word_count,Context2_word_count,Target1_word_count,Target2_word_count
no_cross_up__cup_box__named_shelves__standard__reference_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,named_shelves,standard,reference_first,reference_first,below,above,up,up,still,still,"In the room, a five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. The box remains on the bottom shelf. The cup moves from the upper shelf to the top shelf.","In the room, a five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. The box remains on the top shelf. The cup moves from the bottom shelf to the lower shelf.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,37,37,6,6
no_cross_up__cup_box__named_shelves__expanded__target_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,named_shelves,expanded,target_first,target_first,above,below,up,up,still,still,"In the room, a fixed five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. Each shelf stays at its level throughout the scene. The cup moves from the upper shelf to the top shelf. The box remains on the bottom shelf.","In the room, a fixed five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. Each shelf stays at its level throughout the scene. The cup moves from the bottom shelf to the lower shelf. The box remains on the top shelf.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,47,47,6,6
no_cross_up__cup_box__named_shelves__expanded__target_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,named_shelves,expanded,target_first,reference_first,below,above,up,up,still,still,"In the room, a fixed five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. Each shelf stays at its level throughout the scene. The cup moves from the upper shelf to the top shelf. The box remains on the bottom shelf.","In the room, a fixed five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. Each shelf stays at its level throughout the scene. The cup moves from the bottom shelf to the lower shelf. The box remains on the top shelf.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,47,47,6,6
no_cross_up__cup_box__named_shelves__expanded__reference_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,named_shelves,expanded,reference_first,target_first,above,below,up,up,still,still,"In the room, a fixed five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. Each shelf stays at its level throughout the scene. The box remains on the bottom shelf. The cup moves from the upper shelf to the top shelf.","In the room, a fixed five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. Each shelf stays at its level throughout the scene. The box remains on the top shelf. The cup moves from the bottom shelf to the lower shelf.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,47,47,6,6
no_cross_up__cup_box__named_shelves__expanded__reference_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,named_shelves,expanded,reference_first,reference_first,below,above,up,up,still,still,"In the room, a fixed five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. Each shelf stays at its level throughout the scene. The box remains on the bottom shelf. The cup moves from the upper shelf to the top shelf.","In the room, a fixed five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. Each shelf stays at its level throughout the scene. The box remains on the top shelf. The cup moves from the bottom shelf to the lower shelf.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,47,47,6,6
no_cross_up__cup_box__measured_height__compact__target_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,measured_height,compact,target_first,target_first,above,below,up,up,still,still,"Heights are measured from the floor. The cup moves from a height of 4 feet to a height of 5 feet, measured from the floor. The box remains at a height of 1 foot from the floor.","Heights are measured from the floor. The cup moves from a height of 1 foot to a height of 2 feet, measured from the floor. The box remains at a height of 5 feet from the floor.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,37,37,6,6
no_cross_up__cup_box__measured_height__compact__target_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,measured_height,compact,target_first,reference_first,below,above,up,up,still,still,"Heights are measured from the floor. The cup moves from a height of 4 feet to a height of 5 feet, measured from the floor. The box remains at a height of 1 foot from the floor.","Heights are measured from the floor. The cup moves from a height of 1 foot to a height of 2 feet, measured from the floor. The box remains at a height of 5 feet from the floor.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,37,37,6,6
no_cross_up__cup_box__measured_height__compact__reference_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,measured_height,compact,reference_first,target_first,above,below,up,up,still,still,"Heights are measured from the floor. The box remains at a height of 1 foot from the floor. The cup moves from a height of 4 feet to a height of 5 feet, measured from the floor.","Heights are measured from the floor. The box remains at a height of 5 feet from the floor. The cup moves from a height of 1 foot to a height of 2 feet, measured from the floor.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,37,37,6,6
no_cross_up__cup_box__measured_height__compact__reference_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,measured_height,compact,reference_first,reference_first,below,above,up,up,still,still,"Heights are measured from the floor. The box remains at a height of 1 foot from the floor. The cup moves from a height of 4 feet to a height of 5 feet, measured from the floor.","Heights are measured from the floor. The box remains at a height of 5 feet from the floor. The cup moves from a height of 1 foot to a height of 2 feet, measured from the floor.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,37,37,6,6
no_cross_up__cup_box__measured_height__standard__target_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,measured_height,standard,target_first,target_first,above,below,up,up,still,still,"In the room, the heights of both objects are measured from the same floor. The cup moves from a height of 4 feet to a height of 5 feet, measured from the floor. The box remains at a height of 1 foot from the floor.","In the room, the heights of both objects are measured from the same floor. The cup moves from a height of 1 foot to a height of 2 feet, measured from the floor. The box remains at a height of 5 feet from the floor.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,45,45,6,6
no_cross_up__cup_box__measured_height__standard__target_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,measured_height,standard,target_first,reference_first,below,above,up,up,still,still,"In the room, the heights of both objects are measured from the same floor. The cup moves from a height of 4 feet to a height of 5 feet, measured from the floor. The box remains at a height of 1 foot from the floor.","In the room, the heights of both objects are measured from the same floor. The cup moves from a height of 1 foot to a height of 2 feet, measured from the floor. The box remains at a height of 5 feet from the floor.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,45,45,6,6
no_cross_up__cup_box__measured_height__standard__reference_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,measured_height,standard,reference_first,target_first,above,below,up,up,still,still,"In the room, the heights of both objects are measured from the same floor. The box remains at a height of 1 foot from the floor. The cup moves from a height of 4 feet to a height of 5 feet, measured from the floor.","In the room, the heights of both objects are measured from the same floor. The box remains at a height of 5 feet from the floor. The cup moves from a height of 1 foot to a height of 2 feet, measured from the floor.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,45,45,6,6
no_cross_up__cup_box__measured_height__standard__reference_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,measured_height,standard,reference_first,reference_first,below,above,up,up,still,still,"In the room, the heights of both objects are measured from the same floor. The box remains at a height of 1 foot from the floor. The cup moves from a height of 4 feet to a height of 5 feet, measured from the floor.","In the room, the heights of both objects are measured from the same floor. The box remains at a height of 5 feet from the floor. The cup moves from a height of 1 foot to a height of 2 feet, measured from the floor.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,45,45,6,6
no_cross_up__cup_box__measured_height__expanded__target_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,measured_height,expanded,target_first,target_first,above,below,up,up,still,still,"In the room, the heights of both objects are measured from the same level floor. The floor stays fixed while the objects move or remain still. The cup moves from a height of 4 feet to a height of 5 feet, measured from the floor. The box remains at a height of 1 foot from the floor.","In the room, the heights of both objects are measured from the same level floor. The floor stays fixed while the objects move or remain still. The cup moves from a height of 1 foot to a height of 2 feet, measured from the floor. The box remains at a height of 5 feet from the floor.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,57,57,6,6
no_cross_up__cup_box__measured_height__expanded__target_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,measured_height,expanded,target_first,reference_first,below,above,up,up,still,still,"In the room, the heights of both objects are measured from the same level floor. The floor stays fixed while the objects move or remain still. The cup moves from a height of 4 feet to a height of 5 feet, measured from the floor. The box remains at a height of 1 foot from the floor.","In the room, the heights of both objects are measured from the same level floor. The floor stays fixed while the objects move or remain still. The cup moves from a height of 1 foot to a height of 2 feet, measured from the floor. The box remains at a height of 5 feet from the floor.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,57,57,6,6
no_cross_up__cup_box__measured_height__expanded__reference_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,measured_height,expanded,reference_first,target_first,above,below,up,up,still,still,"In the room, the heights of both objects are measured from the same level floor. The floor stays fixed while the objects move or remain still. The box remains at a height of 1 foot from the floor. The cup moves from a height of 4 feet to a height of 5 feet, measured from the floor.","In the room, the heights of both objects are measured from the same level floor. The floor stays fixed while the objects move or remain still. The box remains at a height of 5 feet from the floor. The cup moves from a height of 1 foot to a height of 2 feet, measured from the floor.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,57,57,6,6
no_cross_up__cup_box__measured_height__expanded__reference_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,measured_height,expanded,reference_first,reference_first,below,above,up,up,still,still,"In the room, the heights of both objects are measured from the same level floor. The floor stays fixed while the objects move or remain still. The box remains at a height of 1 foot from the floor. The cup moves from a height of 4 feet to a height of 5 feet, measured from the floor.","In the room, the heights of both objects are measured from the same level floor. The floor stays fixed while the objects move or remain still. The box remains at a height of 5 feet from the floor. The cup moves from a height of 1 foot to a height of 2 feet, measured from the floor.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,57,57,6,6
no_cross_up__cup_box__numbered_steps__compact__target_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_steps,compact,target_first,target_first,above,below,up,up,still,still,Steps 1 to 5 go up. The cup moves from step 4 to step 5. The box stays on step 1.,Steps 1 to 5 go up. The cup moves from step 1 to step 2. The box stays on step 5.,The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,21,21,6,6
no_cross_up__cup_box__numbered_steps__compact__target_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_steps,compact,target_first,reference_first,below,above,up,up,still,still,Steps 1 to 5 go up. The cup moves from step 4 to step 5. The box stays on step 1.,Steps 1 to 5 go up. The cup moves from step 1 to step 2. The box stays on step 5.,The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,21,21,6,6
no_cross_up__cup_box__numbered_steps__compact__reference_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_steps,compact,reference_first,target_first,above,below,up,up,still,still,Steps 1 to 5 go up. The box stays on step 1. The cup moves from step 4 to step 5.,Steps 1 to 5 go up. The box stays on step 5. The cup moves from step 1 to step 2.,The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,21,21,6,6
no_cross_up__cup_box__numbered_steps__compact__reference_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_steps,compact,reference_first,reference_first,below,above,up,up,still,still,Steps 1 to 5 go up. The box stays on step 1. The cup moves from step 4 to step 5.,Steps 1 to 5 go up. The box stays on step 5. The cup moves from step 1 to step 2.,The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,21,21,6,6
no_cross_up__cup_box__numbered_steps__standard__target_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_steps,standard,target_first,target_first,above,below,up,up,still,still,"On a staircase, steps 1 to 5 go up. The cup moves from step 4 to step 5. The box stays on step 1.","On a staircase, steps 1 to 5 go up. The cup moves from step 1 to step 2. The box stays on step 5.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,24,24,6,6
no_cross_up__cup_box__numbered_steps__standard__target_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_steps,standard,target_first,reference_first,below,above,up,up,still,still,"On a staircase, steps 1 to 5 go up. The cup moves from step 4 to step 5. The box stays on step 1.","On a staircase, steps 1 to 5 go up. The cup moves from step 1 to step 2. The box stays on step 5.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,24,24,6,6
no_cross_up__cup_box__numbered_steps__standard__reference_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_steps,standard,reference_first,target_first,above,below,up,up,still,still,"On a staircase, steps 1 to 5 go up. The box stays on step 1. The cup moves from step 4 to step 5.","On a staircase, steps 1 to 5 go up. The box stays on step 5. The cup moves from step 1 to step 2.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,24,24,6,6
no_cross_up__cup_box__numbered_steps__standard__reference_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_steps,standard,reference_first,reference_first,below,above,up,up,still,still,"On a staircase, steps 1 to 5 go up. The box stays on step 1. The cup moves from step 4 to step 5.","On a staircase, steps 1 to 5 go up. The box stays on step 5. The cup moves from step 1 to step 2.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,24,24,6,6
no_cross_up__cup_box__numbered_steps__expanded__target_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_steps,expanded,target_first,target_first,above,below,up,up,still,still,"On a staircase, steps 1 to 5 go up. The steps stay fixed as the objects move. The cup moves from step 4 to step 5. The box stays on step 1.","On a staircase, steps 1 to 5 go up. The steps stay fixed as the objects move. The cup moves from step 1 to step 2. The box stays on step 5.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,32,32,6,6
no_cross_up__cup_box__numbered_steps__expanded__target_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_steps,expanded,target_first,reference_first,below,above,up,up,still,still,"On a staircase, steps 1 to 5 go up. The steps stay fixed as the objects move. The cup moves from step 4 to step 5. The box stays on step 1.","On a staircase, steps 1 to 5 go up. The steps stay fixed as the objects move. The cup moves from step 1 to step 2. The box stays on step 5.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,32,32,6,6
no_cross_up__cup_box__numbered_steps__expanded__reference_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_steps,expanded,reference_first,target_first,above,below,up,up,still,still,"On a staircase, steps 1 to 5 go up. The steps stay fixed as the objects move. The box stays on step 1. The cup moves from step 4 to step 5.","On a staircase, steps 1 to 5 go up. The steps stay fixed as the objects move. The box stays on step 5. The cup moves from step 1 to step 2.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,32,32,6,6
no_cross_up__cup_box__numbered_steps__expanded__reference_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_steps,expanded,reference_first,reference_first,below,above,up,up,still,still,"On a staircase, steps 1 to 5 go up. The steps stay fixed as the objects move. The box stays on step 1. The cup moves from step 4 to step 5.","On a staircase, steps 1 to 5 go up. The steps stay fixed as the objects move. The box stays on step 5. The cup moves from step 1 to step 2.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,32,32,6,6
no_cross_up__cup_box__numbered_floors__compact__target_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_floors,compact,target_first,target_first,above,below,up,up,still,still,"Floors are numbered upward, 1 to 5. The cup moves from floor 4 to floor 5. The box stays on floor 1.","Floors are numbered upward, 1 to 5. The cup moves from floor 1 to floor 2. The box stays on floor 5.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,22,22,6,6
no_cross_up__cup_box__numbered_floors__compact__target_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_floors,compact,target_first,reference_first,below,above,up,up,still,still,"Floors are numbered upward, 1 to 5. The cup moves from floor 4 to floor 5. The box stays on floor 1.","Floors are numbered upward, 1 to 5. The cup moves from floor 1 to floor 2. The box stays on floor 5.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,22,22,6,6
no_cross_up__cup_box__numbered_floors__compact__reference_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_floors,compact,reference_first,target_first,above,below,up,up,still,still,"Floors are numbered upward, 1 to 5. The box stays on floor 1. The cup moves from floor 4 to floor 5.","Floors are numbered upward, 1 to 5. The box stays on floor 5. The cup moves from floor 1 to floor 2.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,22,22,6,6
no_cross_up__cup_box__numbered_floors__compact__reference_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_floors,compact,reference_first,reference_first,below,above,up,up,still,still,"Floors are numbered upward, 1 to 5. The box stays on floor 1. The cup moves from floor 4 to floor 5.","Floors are numbered upward, 1 to 5. The box stays on floor 5. The cup moves from floor 1 to floor 2.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,22,22,6,6
no_cross_up__cup_box__numbered_floors__standard__target_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_floors,standard,target_first,target_first,above,below,up,up,still,still,"In a building, floors are numbered upward, 1 to 5. The cup moves from floor 4 to floor 5. The box stays on floor 1.","In a building, floors are numbered upward, 1 to 5. The cup moves from floor 1 to floor 2. The box stays on floor 5.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,25,25,6,6
no_cross_up__cup_box__numbered_floors__standard__target_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_floors,standard,target_first,reference_first,below,above,up,up,still,still,"In a building, floors are numbered upward, 1 to 5. The cup moves from floor 4 to floor 5. The box stays on floor 1.","In a building, floors are numbered upward, 1 to 5. The cup moves from floor 1 to floor 2. The box stays on floor 5.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,25,25,6,6
no_cross_up__cup_box__numbered_floors__standard__reference_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_floors,standard,reference_first,target_first,above,below,up,up,still,still,"In a building, floors are numbered upward, 1 to 5. The box stays on floor 1. The cup moves from floor 4 to floor 5.","In a building, floors are numbered upward, 1 to 5. The box stays on floor 5. The cup moves from floor 1 to floor 2.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,25,25,6,6
no_cross_up__cup_box__numbered_floors__standard__reference_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_floors,standard,reference_first,reference_first,below,above,up,up,still,still,"In a building, floors are numbered upward, 1 to 5. The box stays on floor 1. The cup moves from floor 4 to floor 5.","In a building, floors are numbered upward, 1 to 5. The box stays on floor 5. The cup moves from floor 1 to floor 2.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,25,25,6,6
no_cross_up__cup_box__numbered_floors__expanded__target_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_floors,expanded,target_first,target_first,above,below,up,up,still,still,"In a building, floors are numbered upward, 1 to 5. The floors stay fixed as the objects move. The cup moves from floor 4 to floor 5. The box stays on floor 1.","In a building, floors are numbered upward, 1 to 5. The floors stay fixed as the objects move. The cup moves from floor 1 to floor 2. The box stays on floor 5.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,33,33,6,6
no_cross_up__cup_box__numbered_floors__expanded__target_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_floors,expanded,target_first,reference_first,below,above,up,up,still,still,"In a building, floors are numbered upward, 1 to 5. The floors stay fixed as the objects move. The cup moves from floor 4 to floor 5. The box stays on floor 1.","In a building, floors are numbered upward, 1 to 5. The floors stay fixed as the objects move. The cup moves from floor 1 to floor 2. The box stays on floor 5.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,33,33,6,6
no_cross_up__cup_box__numbered_floors__expanded__reference_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_floors,expanded,reference_first,target_first,above,below,up,up,still,still,"In a building, floors are numbered upward, 1 to 5. The floors stay fixed as the objects move. The box stays on floor 1. The cup moves from floor 4 to floor 5.","In a building, floors are numbered upward, 1 to 5. The floors stay fixed as the objects move. The box stays on floor 5. The cup moves from floor 1 to floor 2.",The cup is above the box.,The cup is below the box.,Target1,Target2,4,5,1,1,1,2,5,5,33,33,6,6
no_cross_up__cup_box__numbered_floors__expanded__reference_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,cup_box,cup,box,numbered_floors,expanded,reference_first,reference_first,below,above,up,up,still,still,"In a building, floors are numbered upward, 1 to 5. The floors stay fixed as the objects move. The box stays on floor 1. The cup moves from floor 4 to floor 5.","In a building, floors are numbered upward, 1 to 5. The floors stay fixed as the objects move. The box stays on floor 5. The cup moves from floor 1 to floor 2.",The box is below the cup.,The box is above the cup.,Target1,Target2,4,5,1,1,1,2,5,5,33,33,6,6
no_cross_up__book_jar__named_shelves__compact__target_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,book_jar,book,jar,named_shelves,compact,target_first,target_first,above,below,up,up,still,still,"The rack's shelves run from bottom through lower, middle, and upper to top. The book moves from the upper shelf to the top shelf. The jar remains on the bottom shelf.","The rack's shelves run from bottom through lower, middle, and upper to top. The book moves from the bottom shelf to the lower shelf. The jar remains on the top shelf.",The book is above the jar.,The book is below the jar.,Target1,Target2,4,5,1,1,1,2,5,5,32,32,6,6
no_cross_up__book_jar__named_shelves__compact__target_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,book_jar,book,jar,named_shelves,compact,target_first,reference_first,below,above,up,up,still,still,"The rack's shelves run from bottom through lower, middle, and upper to top. The book moves from the upper shelf to the top shelf. The jar remains on the bottom shelf.","The rack's shelves run from bottom through lower, middle, and upper to top. The book moves from the bottom shelf to the lower shelf. The jar remains on the top shelf.",The jar is below the book.,The jar is above the book.,Target1,Target2,4,5,1,1,1,2,5,5,32,32,6,6
no_cross_up__book_jar__named_shelves__compact__reference_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,book_jar,book,jar,named_shelves,compact,reference_first,target_first,above,below,up,up,still,still,"The rack's shelves run from bottom through lower, middle, and upper to top. The jar remains on the bottom shelf. The book moves from the upper shelf to the top shelf.","The rack's shelves run from bottom through lower, middle, and upper to top. The jar remains on the top shelf. The book moves from the bottom shelf to the lower shelf.",The book is above the jar.,The book is below the jar.,Target1,Target2,4,5,1,1,1,2,5,5,32,32,6,6
no_cross_up__book_jar__named_shelves__compact__reference_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,book_jar,book,jar,named_shelves,compact,reference_first,reference_first,below,above,up,up,still,still,"The rack's shelves run from bottom through lower, middle, and upper to top. The jar remains on the bottom shelf. The book moves from the upper shelf to the top shelf.","The rack's shelves run from bottom through lower, middle, and upper to top. The jar remains on the top shelf. The book moves from the bottom shelf to the lower shelf.",The jar is below the book.,The jar is above the book.,Target1,Target2,4,5,1,1,1,2,5,5,32,32,6,6
no_cross_up__book_jar__named_shelves__standard__target_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,book_jar,book,jar,named_shelves,standard,target_first,target_first,above,below,up,up,still,still,"In the room, a five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. The book moves from the upper shelf to the top shelf. The jar remains on the bottom shelf.","In the room, a five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. The book moves from the bottom shelf to the lower shelf. The jar remains on the top shelf.",The book is above the jar.,The book is below the jar.,Target1,Target2,4,5,1,1,1,2,5,5,37,37,6,6
no_cross_up__book_jar__named_shelves__standard__target_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,book_jar,book,jar,named_shelves,standard,target_first,reference_first,below,above,up,up,still,still,"In the room, a five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. The book moves from the upper shelf to the top shelf. The jar remains on the bottom shelf.","In the room, a five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. The book moves from the bottom shelf to the lower shelf. The jar remains on the top shelf.",The jar is below the book.,The jar is above the book.,Target1,Target2,4,5,1,1,1,2,5,5,37,37,6,6
no_cross_up__book_jar__named_shelves__standard__reference_first__target_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,book_jar,book,jar,named_shelves,standard,reference_first,target_first,above,below,up,up,still,still,"In the room, a five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. The jar remains on the bottom shelf. The book moves from the upper shelf to the top shelf.","In the room, a five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. The jar remains on the top shelf. The book moves from the bottom shelf to the lower shelf.",The book is above the jar.,The book is below the jar.,Target1,Target2,4,5,1,1,1,2,5,5,37,37,6,6
no_cross_up__book_jar__named_shelves__standard__reference_first__reference_first,1.3,applied,target_moves_without_crossing,upward_motion,no_cross_up,book_jar,book,jar,named_shelves,standard,reference_first,reference_first,below,above,up,up,still,still,"In the room, a five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. The jar remains on the bottom shelf. The book moves from the upper shelf to the top shelf.","In the room, a five-tier rack has bottom, lower, middle, upper, and top shelves, in that vertical order. The jar remains on the top shelf. The book moves from the bottom shelf to the lower shelf.",The jar is below the book.,The jar is above the book.,Target1,Target2,4,5,1,1,1,2,5,5,37,37,6,6
