control,base_probe_id,variant_probe_id,event_family,case_id,object_pair_id,evidence_type,length_band
context_entity_order,no_cross_up__ball_cone__numbered_steps__expanded__target_first__target_first,no_cross_up__ball_cone__numbered_steps__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_steps,expanded
target_entity_order,no_cross_up__ball_cone__numbered_steps__expanded__target_first__target_first,no_cross_up__ball_cone__numbered_steps__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_steps,expanded
context_entity_order,no_cross_up__ball_cone__numbered_steps__expanded__target_first__reference_first,no_cross_up__ball_cone__numbered_steps__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_steps,expanded
target_entity_order,no_cross_up__ball_cone__numbered_steps__expanded__reference_first__target_first,no_cross_up__ball_cone__numbered_steps__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_steps,expanded
context_entity_order,no_cross_up__ball_cone__numbered_floors__compact__target_first__target_first,no_cross_up__ball_cone__numbered_floors__compact__reference_first__target_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,compact
target_entity_order,no_cross_up__ball_cone__numbered_floors__compact__target_first__target_first,no_cross_up__ball_cone__numbered_floors__compact__target_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,compact
length_band,no_cross_up__ball_cone__numbered_floors__compact__target_first__target_first,no_cross_up__ball_cone__numbered_floors__standard__target_first__target_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,compact
length_band,no_cross_up__ball_cone__numbered_floors__compact__target_first__target_first,no_cross_up__ball_cone__numbered_floors__expanded__target_first__target_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,compact
context_entity_order,no_cross_up__ball_cone__numbered_floors__compact__target_first__reference_first,no_cross_up__ball_cone__numbered_floors__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,compact
length_band,no_cross_up__ball_cone__numbered_floors__compact__target_first__reference_first,no_cross_up__ball_cone__numbered_floors__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,compact
length_band,no_cross_up__ball_cone__numbered_floors__compact__target_first__reference_first,no_cross_up__ball_cone__numbered_floors__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,compact
target_entity_order,no_cross_up__ball_cone__numbered_floors__compact__reference_first__target_first,no_cross_up__ball_cone__numbered_floors__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,compact
length_band,no_cross_up__ball_cone__numbered_floors__compact__reference_first__target_first,no_cross_up__ball_cone__numbered_floors__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,compact
length_band,no_cross_up__ball_cone__numbered_floors__compact__reference_first__target_first,no_cross_up__ball_cone__numbered_floors__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,compact
length_band,no_cross_up__ball_cone__numbered_floors__compact__reference_first__reference_first,no_cross_up__ball_cone__numbered_floors__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,compact
length_band,no_cross_up__ball_cone__numbered_floors__compact__reference_first__reference_first,no_cross_up__ball_cone__numbered_floors__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,compact
context_entity_order,no_cross_up__ball_cone__numbered_floors__standard__target_first__target_first,no_cross_up__ball_cone__numbered_floors__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,standard
target_entity_order,no_cross_up__ball_cone__numbered_floors__standard__target_first__target_first,no_cross_up__ball_cone__numbered_floors__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,standard
context_entity_order,no_cross_up__ball_cone__numbered_floors__standard__target_first__reference_first,no_cross_up__ball_cone__numbered_floors__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,standard
target_entity_order,no_cross_up__ball_cone__numbered_floors__standard__reference_first__target_first,no_cross_up__ball_cone__numbered_floors__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,standard
context_entity_order,no_cross_up__ball_cone__numbered_floors__expanded__target_first__target_first,no_cross_up__ball_cone__numbered_floors__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,expanded
target_entity_order,no_cross_up__ball_cone__numbered_floors__expanded__target_first__target_first,no_cross_up__ball_cone__numbered_floors__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,expanded
context_entity_order,no_cross_up__ball_cone__numbered_floors__expanded__target_first__reference_first,no_cross_up__ball_cone__numbered_floors__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,expanded
target_entity_order,no_cross_up__ball_cone__numbered_floors__expanded__reference_first__target_first,no_cross_up__ball_cone__numbered_floors__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,ball_cone,numbered_floors,expanded
context_entity_order,no_cross_up__cup_box__named_shelves__compact__target_first__target_first,no_cross_up__cup_box__named_shelves__compact__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
target_entity_order,no_cross_up__cup_box__named_shelves__compact__target_first__target_first,no_cross_up__cup_box__named_shelves__compact__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
length_band,no_cross_up__cup_box__named_shelves__compact__target_first__target_first,no_cross_up__cup_box__named_shelves__standard__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
length_band,no_cross_up__cup_box__named_shelves__compact__target_first__target_first,no_cross_up__cup_box__named_shelves__expanded__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
evidence_type,no_cross_up__cup_box__named_shelves__compact__target_first__target_first,no_cross_up__cup_box__measured_height__compact__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
evidence_type,no_cross_up__cup_box__named_shelves__compact__target_first__target_first,no_cross_up__cup_box__numbered_steps__compact__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
evidence_type,no_cross_up__cup_box__named_shelves__compact__target_first__target_first,no_cross_up__cup_box__numbered_floors__compact__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
context_entity_order,no_cross_up__cup_box__named_shelves__compact__target_first__reference_first,no_cross_up__cup_box__named_shelves__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
length_band,no_cross_up__cup_box__named_shelves__compact__target_first__reference_first,no_cross_up__cup_box__named_shelves__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
length_band,no_cross_up__cup_box__named_shelves__compact__target_first__reference_first,no_cross_up__cup_box__named_shelves__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
evidence_type,no_cross_up__cup_box__named_shelves__compact__target_first__reference_first,no_cross_up__cup_box__measured_height__compact__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
evidence_type,no_cross_up__cup_box__named_shelves__compact__target_first__reference_first,no_cross_up__cup_box__numbered_steps__compact__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
evidence_type,no_cross_up__cup_box__named_shelves__compact__target_first__reference_first,no_cross_up__cup_box__numbered_floors__compact__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
target_entity_order,no_cross_up__cup_box__named_shelves__compact__reference_first__target_first,no_cross_up__cup_box__named_shelves__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
length_band,no_cross_up__cup_box__named_shelves__compact__reference_first__target_first,no_cross_up__cup_box__named_shelves__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
length_band,no_cross_up__cup_box__named_shelves__compact__reference_first__target_first,no_cross_up__cup_box__named_shelves__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
evidence_type,no_cross_up__cup_box__named_shelves__compact__reference_first__target_first,no_cross_up__cup_box__measured_height__compact__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
evidence_type,no_cross_up__cup_box__named_shelves__compact__reference_first__target_first,no_cross_up__cup_box__numbered_steps__compact__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
evidence_type,no_cross_up__cup_box__named_shelves__compact__reference_first__target_first,no_cross_up__cup_box__numbered_floors__compact__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
length_band,no_cross_up__cup_box__named_shelves__compact__reference_first__reference_first,no_cross_up__cup_box__named_shelves__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
length_band,no_cross_up__cup_box__named_shelves__compact__reference_first__reference_first,no_cross_up__cup_box__named_shelves__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
evidence_type,no_cross_up__cup_box__named_shelves__compact__reference_first__reference_first,no_cross_up__cup_box__measured_height__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
evidence_type,no_cross_up__cup_box__named_shelves__compact__reference_first__reference_first,no_cross_up__cup_box__numbered_steps__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
evidence_type,no_cross_up__cup_box__named_shelves__compact__reference_first__reference_first,no_cross_up__cup_box__numbered_floors__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,compact
context_entity_order,no_cross_up__cup_box__named_shelves__standard__target_first__target_first,no_cross_up__cup_box__named_shelves__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
target_entity_order,no_cross_up__cup_box__named_shelves__standard__target_first__target_first,no_cross_up__cup_box__named_shelves__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
evidence_type,no_cross_up__cup_box__named_shelves__standard__target_first__target_first,no_cross_up__cup_box__measured_height__standard__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
evidence_type,no_cross_up__cup_box__named_shelves__standard__target_first__target_first,no_cross_up__cup_box__numbered_steps__standard__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
evidence_type,no_cross_up__cup_box__named_shelves__standard__target_first__target_first,no_cross_up__cup_box__numbered_floors__standard__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
context_entity_order,no_cross_up__cup_box__named_shelves__standard__target_first__reference_first,no_cross_up__cup_box__named_shelves__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
evidence_type,no_cross_up__cup_box__named_shelves__standard__target_first__reference_first,no_cross_up__cup_box__measured_height__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
evidence_type,no_cross_up__cup_box__named_shelves__standard__target_first__reference_first,no_cross_up__cup_box__numbered_steps__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
evidence_type,no_cross_up__cup_box__named_shelves__standard__target_first__reference_first,no_cross_up__cup_box__numbered_floors__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
target_entity_order,no_cross_up__cup_box__named_shelves__standard__reference_first__target_first,no_cross_up__cup_box__named_shelves__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
evidence_type,no_cross_up__cup_box__named_shelves__standard__reference_first__target_first,no_cross_up__cup_box__measured_height__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
evidence_type,no_cross_up__cup_box__named_shelves__standard__reference_first__target_first,no_cross_up__cup_box__numbered_steps__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
evidence_type,no_cross_up__cup_box__named_shelves__standard__reference_first__target_first,no_cross_up__cup_box__numbered_floors__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
evidence_type,no_cross_up__cup_box__named_shelves__standard__reference_first__reference_first,no_cross_up__cup_box__measured_height__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
evidence_type,no_cross_up__cup_box__named_shelves__standard__reference_first__reference_first,no_cross_up__cup_box__numbered_steps__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
evidence_type,no_cross_up__cup_box__named_shelves__standard__reference_first__reference_first,no_cross_up__cup_box__numbered_floors__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,standard
context_entity_order,no_cross_up__cup_box__named_shelves__expanded__target_first__target_first,no_cross_up__cup_box__named_shelves__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
target_entity_order,no_cross_up__cup_box__named_shelves__expanded__target_first__target_first,no_cross_up__cup_box__named_shelves__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
evidence_type,no_cross_up__cup_box__named_shelves__expanded__target_first__target_first,no_cross_up__cup_box__measured_height__expanded__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
evidence_type,no_cross_up__cup_box__named_shelves__expanded__target_first__target_first,no_cross_up__cup_box__numbered_steps__expanded__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
evidence_type,no_cross_up__cup_box__named_shelves__expanded__target_first__target_first,no_cross_up__cup_box__numbered_floors__expanded__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
context_entity_order,no_cross_up__cup_box__named_shelves__expanded__target_first__reference_first,no_cross_up__cup_box__named_shelves__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
evidence_type,no_cross_up__cup_box__named_shelves__expanded__target_first__reference_first,no_cross_up__cup_box__measured_height__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
evidence_type,no_cross_up__cup_box__named_shelves__expanded__target_first__reference_first,no_cross_up__cup_box__numbered_steps__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
evidence_type,no_cross_up__cup_box__named_shelves__expanded__target_first__reference_first,no_cross_up__cup_box__numbered_floors__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
target_entity_order,no_cross_up__cup_box__named_shelves__expanded__reference_first__target_first,no_cross_up__cup_box__named_shelves__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
evidence_type,no_cross_up__cup_box__named_shelves__expanded__reference_first__target_first,no_cross_up__cup_box__measured_height__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
evidence_type,no_cross_up__cup_box__named_shelves__expanded__reference_first__target_first,no_cross_up__cup_box__numbered_steps__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
evidence_type,no_cross_up__cup_box__named_shelves__expanded__reference_first__target_first,no_cross_up__cup_box__numbered_floors__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
evidence_type,no_cross_up__cup_box__named_shelves__expanded__reference_first__reference_first,no_cross_up__cup_box__measured_height__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
evidence_type,no_cross_up__cup_box__named_shelves__expanded__reference_first__reference_first,no_cross_up__cup_box__numbered_steps__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
evidence_type,no_cross_up__cup_box__named_shelves__expanded__reference_first__reference_first,no_cross_up__cup_box__numbered_floors__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,named_shelves,expanded
context_entity_order,no_cross_up__cup_box__measured_height__compact__target_first__target_first,no_cross_up__cup_box__measured_height__compact__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,compact
target_entity_order,no_cross_up__cup_box__measured_height__compact__target_first__target_first,no_cross_up__cup_box__measured_height__compact__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,compact
length_band,no_cross_up__cup_box__measured_height__compact__target_first__target_first,no_cross_up__cup_box__measured_height__standard__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,compact
length_band,no_cross_up__cup_box__measured_height__compact__target_first__target_first,no_cross_up__cup_box__measured_height__expanded__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,compact
context_entity_order,no_cross_up__cup_box__measured_height__compact__target_first__reference_first,no_cross_up__cup_box__measured_height__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,compact
length_band,no_cross_up__cup_box__measured_height__compact__target_first__reference_first,no_cross_up__cup_box__measured_height__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,compact
length_band,no_cross_up__cup_box__measured_height__compact__target_first__reference_first,no_cross_up__cup_box__measured_height__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,compact
target_entity_order,no_cross_up__cup_box__measured_height__compact__reference_first__target_first,no_cross_up__cup_box__measured_height__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,compact
length_band,no_cross_up__cup_box__measured_height__compact__reference_first__target_first,no_cross_up__cup_box__measured_height__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,compact
length_band,no_cross_up__cup_box__measured_height__compact__reference_first__target_first,no_cross_up__cup_box__measured_height__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,compact
length_band,no_cross_up__cup_box__measured_height__compact__reference_first__reference_first,no_cross_up__cup_box__measured_height__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,compact
length_band,no_cross_up__cup_box__measured_height__compact__reference_first__reference_first,no_cross_up__cup_box__measured_height__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,compact
context_entity_order,no_cross_up__cup_box__measured_height__standard__target_first__target_first,no_cross_up__cup_box__measured_height__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,standard
target_entity_order,no_cross_up__cup_box__measured_height__standard__target_first__target_first,no_cross_up__cup_box__measured_height__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,standard
context_entity_order,no_cross_up__cup_box__measured_height__standard__target_first__reference_first,no_cross_up__cup_box__measured_height__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,standard
target_entity_order,no_cross_up__cup_box__measured_height__standard__reference_first__target_first,no_cross_up__cup_box__measured_height__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,standard
context_entity_order,no_cross_up__cup_box__measured_height__expanded__target_first__target_first,no_cross_up__cup_box__measured_height__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,expanded
target_entity_order,no_cross_up__cup_box__measured_height__expanded__target_first__target_first,no_cross_up__cup_box__measured_height__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,expanded
context_entity_order,no_cross_up__cup_box__measured_height__expanded__target_first__reference_first,no_cross_up__cup_box__measured_height__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,expanded
target_entity_order,no_cross_up__cup_box__measured_height__expanded__reference_first__target_first,no_cross_up__cup_box__measured_height__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,measured_height,expanded
context_entity_order,no_cross_up__cup_box__numbered_steps__compact__target_first__target_first,no_cross_up__cup_box__numbered_steps__compact__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,compact
target_entity_order,no_cross_up__cup_box__numbered_steps__compact__target_first__target_first,no_cross_up__cup_box__numbered_steps__compact__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,compact
length_band,no_cross_up__cup_box__numbered_steps__compact__target_first__target_first,no_cross_up__cup_box__numbered_steps__standard__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,compact
length_band,no_cross_up__cup_box__numbered_steps__compact__target_first__target_first,no_cross_up__cup_box__numbered_steps__expanded__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,compact
context_entity_order,no_cross_up__cup_box__numbered_steps__compact__target_first__reference_first,no_cross_up__cup_box__numbered_steps__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,compact
length_band,no_cross_up__cup_box__numbered_steps__compact__target_first__reference_first,no_cross_up__cup_box__numbered_steps__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,compact
length_band,no_cross_up__cup_box__numbered_steps__compact__target_first__reference_first,no_cross_up__cup_box__numbered_steps__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,compact
target_entity_order,no_cross_up__cup_box__numbered_steps__compact__reference_first__target_first,no_cross_up__cup_box__numbered_steps__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,compact
length_band,no_cross_up__cup_box__numbered_steps__compact__reference_first__target_first,no_cross_up__cup_box__numbered_steps__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,compact
length_band,no_cross_up__cup_box__numbered_steps__compact__reference_first__target_first,no_cross_up__cup_box__numbered_steps__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,compact
length_band,no_cross_up__cup_box__numbered_steps__compact__reference_first__reference_first,no_cross_up__cup_box__numbered_steps__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,compact
length_band,no_cross_up__cup_box__numbered_steps__compact__reference_first__reference_first,no_cross_up__cup_box__numbered_steps__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,compact
context_entity_order,no_cross_up__cup_box__numbered_steps__standard__target_first__target_first,no_cross_up__cup_box__numbered_steps__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,standard
target_entity_order,no_cross_up__cup_box__numbered_steps__standard__target_first__target_first,no_cross_up__cup_box__numbered_steps__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,standard
context_entity_order,no_cross_up__cup_box__numbered_steps__standard__target_first__reference_first,no_cross_up__cup_box__numbered_steps__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,standard
target_entity_order,no_cross_up__cup_box__numbered_steps__standard__reference_first__target_first,no_cross_up__cup_box__numbered_steps__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,standard
context_entity_order,no_cross_up__cup_box__numbered_steps__expanded__target_first__target_first,no_cross_up__cup_box__numbered_steps__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,expanded
target_entity_order,no_cross_up__cup_box__numbered_steps__expanded__target_first__target_first,no_cross_up__cup_box__numbered_steps__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,expanded
context_entity_order,no_cross_up__cup_box__numbered_steps__expanded__target_first__reference_first,no_cross_up__cup_box__numbered_steps__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,expanded
target_entity_order,no_cross_up__cup_box__numbered_steps__expanded__reference_first__target_first,no_cross_up__cup_box__numbered_steps__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_steps,expanded
context_entity_order,no_cross_up__cup_box__numbered_floors__compact__target_first__target_first,no_cross_up__cup_box__numbered_floors__compact__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,compact
target_entity_order,no_cross_up__cup_box__numbered_floors__compact__target_first__target_first,no_cross_up__cup_box__numbered_floors__compact__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,compact
length_band,no_cross_up__cup_box__numbered_floors__compact__target_first__target_first,no_cross_up__cup_box__numbered_floors__standard__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,compact
length_band,no_cross_up__cup_box__numbered_floors__compact__target_first__target_first,no_cross_up__cup_box__numbered_floors__expanded__target_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,compact
context_entity_order,no_cross_up__cup_box__numbered_floors__compact__target_first__reference_first,no_cross_up__cup_box__numbered_floors__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,compact
length_band,no_cross_up__cup_box__numbered_floors__compact__target_first__reference_first,no_cross_up__cup_box__numbered_floors__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,compact
length_band,no_cross_up__cup_box__numbered_floors__compact__target_first__reference_first,no_cross_up__cup_box__numbered_floors__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,compact
target_entity_order,no_cross_up__cup_box__numbered_floors__compact__reference_first__target_first,no_cross_up__cup_box__numbered_floors__compact__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,compact
length_band,no_cross_up__cup_box__numbered_floors__compact__reference_first__target_first,no_cross_up__cup_box__numbered_floors__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,compact
length_band,no_cross_up__cup_box__numbered_floors__compact__reference_first__target_first,no_cross_up__cup_box__numbered_floors__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,compact
length_band,no_cross_up__cup_box__numbered_floors__compact__reference_first__reference_first,no_cross_up__cup_box__numbered_floors__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,compact
length_band,no_cross_up__cup_box__numbered_floors__compact__reference_first__reference_first,no_cross_up__cup_box__numbered_floors__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,compact
context_entity_order,no_cross_up__cup_box__numbered_floors__standard__target_first__target_first,no_cross_up__cup_box__numbered_floors__standard__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,standard
target_entity_order,no_cross_up__cup_box__numbered_floors__standard__target_first__target_first,no_cross_up__cup_box__numbered_floors__standard__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,standard
context_entity_order,no_cross_up__cup_box__numbered_floors__standard__target_first__reference_first,no_cross_up__cup_box__numbered_floors__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,standard
target_entity_order,no_cross_up__cup_box__numbered_floors__standard__reference_first__target_first,no_cross_up__cup_box__numbered_floors__standard__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,standard
context_entity_order,no_cross_up__cup_box__numbered_floors__expanded__target_first__target_first,no_cross_up__cup_box__numbered_floors__expanded__reference_first__target_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,expanded
target_entity_order,no_cross_up__cup_box__numbered_floors__expanded__target_first__target_first,no_cross_up__cup_box__numbered_floors__expanded__target_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,expanded
context_entity_order,no_cross_up__cup_box__numbered_floors__expanded__target_first__reference_first,no_cross_up__cup_box__numbered_floors__expanded__reference_first__reference_first,target_moves_without_crossing,no_cross_up,cup_box,numbered_floors,expanded
