component,reference_probe_id,variant_probe_id,reference_value,variant_value
object_id,objects_workshop__obj_toolbox__obj_bucket__both_negated,objects_workshop__obj_toolbox__obj_helmet__both_negated,obj_bucket,obj_helmet
object_id,objects_workshop__obj_crate__obj_bucket__baseline,objects_workshop__obj_crate__obj_helmet__baseline,obj_bucket,obj_helmet
object_id,objects_workshop__obj_crate__obj_bucket__phrase_alternate,objects_workshop__obj_crate__obj_helmet__phrase_alternate,obj_bucket,obj_helmet
object_id,objects_workshop__obj_crate__obj_bucket__word_beside,objects_workshop__obj_crate__obj_helmet__word_beside,obj_bucket,obj_helmet
object_id,objects_workshop__obj_crate__obj_bucket__word_alongside,objects_workshop__obj_crate__obj_helmet__word_alongside,obj_bucket,obj_helmet
object_id,objects_workshop__obj_crate__obj_bucket__word_near,objects_workshop__obj_crate__obj_helmet__word_near,obj_bucket,obj_helmet
object_id,objects_workshop__obj_crate__obj_bucket__reference_reversed,objects_workshop__obj_crate__obj_helmet__reference_reversed,obj_bucket,obj_helmet
object_id,objects_workshop__obj_crate__obj_bucket__negate_close,objects_workshop__obj_crate__obj_helmet__negate_close,obj_bucket,obj_helmet
object_id,objects_workshop__obj_crate__obj_bucket__negate_far,objects_workshop__obj_crate__obj_helmet__negate_far,obj_bucket,obj_helmet
object_id,objects_workshop__obj_crate__obj_bucket__both_negated,objects_workshop__obj_crate__obj_helmet__both_negated,obj_bucket,obj_helmet
anchor_object_id,objects_gym__obj_bench__obj_ball__baseline,objects_gym__obj_mat__obj_ball__baseline,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_ball__phrase_alternate,objects_gym__obj_mat__obj_ball__phrase_alternate,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_ball__word_beside,objects_gym__obj_mat__obj_ball__word_beside,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_ball__word_alongside,objects_gym__obj_mat__obj_ball__word_alongside,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_ball__word_near,objects_gym__obj_mat__obj_ball__word_near,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_ball__reference_reversed,objects_gym__obj_mat__obj_ball__reference_reversed,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_ball__negate_close,objects_gym__obj_mat__obj_ball__negate_close,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_ball__negate_far,objects_gym__obj_mat__obj_ball__negate_far,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_ball__both_negated,objects_gym__obj_mat__obj_ball__both_negated,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_cone__baseline,objects_gym__obj_mat__obj_cone__baseline,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_cone__phrase_alternate,objects_gym__obj_mat__obj_cone__phrase_alternate,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_cone__word_beside,objects_gym__obj_mat__obj_cone__word_beside,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_cone__word_alongside,objects_gym__obj_mat__obj_cone__word_alongside,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_cone__word_near,objects_gym__obj_mat__obj_cone__word_near,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_cone__reference_reversed,objects_gym__obj_mat__obj_cone__reference_reversed,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_cone__negate_close,objects_gym__obj_mat__obj_cone__negate_close,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_cone__negate_far,objects_gym__obj_mat__obj_cone__negate_far,obj_bench,obj_mat
anchor_object_id,objects_gym__obj_bench__obj_cone__both_negated,objects_gym__obj_mat__obj_cone__both_negated,obj_bench,obj_mat
anchor_object_id,objects_kitchen__obj_bowl__obj_cup__baseline,objects_kitchen__obj_plate__obj_cup__baseline,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_cup__phrase_alternate,objects_kitchen__obj_plate__obj_cup__phrase_alternate,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_cup__word_beside,objects_kitchen__obj_plate__obj_cup__word_beside,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_cup__word_alongside,objects_kitchen__obj_plate__obj_cup__word_alongside,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_cup__word_near,objects_kitchen__obj_plate__obj_cup__word_near,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_cup__reference_reversed,objects_kitchen__obj_plate__obj_cup__reference_reversed,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_cup__negate_close,objects_kitchen__obj_plate__obj_cup__negate_close,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_cup__negate_far,objects_kitchen__obj_plate__obj_cup__negate_far,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_cup__both_negated,objects_kitchen__obj_plate__obj_cup__both_negated,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_mug__baseline,objects_kitchen__obj_plate__obj_mug__baseline,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_mug__phrase_alternate,objects_kitchen__obj_plate__obj_mug__phrase_alternate,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_mug__word_beside,objects_kitchen__obj_plate__obj_mug__word_beside,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_mug__word_alongside,objects_kitchen__obj_plate__obj_mug__word_alongside,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_mug__word_near,objects_kitchen__obj_plate__obj_mug__word_near,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_mug__reference_reversed,objects_kitchen__obj_plate__obj_mug__reference_reversed,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_mug__negate_close,objects_kitchen__obj_plate__obj_mug__negate_close,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_mug__negate_far,objects_kitchen__obj_plate__obj_mug__negate_far,obj_bowl,obj_plate
anchor_object_id,objects_kitchen__obj_bowl__obj_mug__both_negated,objects_kitchen__obj_plate__obj_mug__both_negated,obj_bowl,obj_plate
anchor_object_id,objects_workshop__obj_crate__obj_helmet__baseline,objects_workshop__obj_toolbox__obj_helmet__baseline,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_helmet__phrase_alternate,objects_workshop__obj_toolbox__obj_helmet__phrase_alternate,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_helmet__word_beside,objects_workshop__obj_toolbox__obj_helmet__word_beside,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_helmet__word_alongside,objects_workshop__obj_toolbox__obj_helmet__word_alongside,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_helmet__word_near,objects_workshop__obj_toolbox__obj_helmet__word_near,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_helmet__reference_reversed,objects_workshop__obj_toolbox__obj_helmet__reference_reversed,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_helmet__negate_close,objects_workshop__obj_toolbox__obj_helmet__negate_close,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_helmet__negate_far,objects_workshop__obj_toolbox__obj_helmet__negate_far,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_helmet__both_negated,objects_workshop__obj_toolbox__obj_helmet__both_negated,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_bucket__baseline,objects_workshop__obj_toolbox__obj_bucket__baseline,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_bucket__phrase_alternate,objects_workshop__obj_toolbox__obj_bucket__phrase_alternate,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_bucket__word_beside,objects_workshop__obj_toolbox__obj_bucket__word_beside,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_bucket__word_alongside,objects_workshop__obj_toolbox__obj_bucket__word_alongside,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_bucket__word_near,objects_workshop__obj_toolbox__obj_bucket__word_near,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_bucket__reference_reversed,objects_workshop__obj_toolbox__obj_bucket__reference_reversed,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_bucket__negate_close,objects_workshop__obj_toolbox__obj_bucket__negate_close,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_bucket__negate_far,objects_workshop__obj_toolbox__obj_bucket__negate_far,obj_crate,obj_toolbox
anchor_object_id,objects_workshop__obj_crate__obj_bucket__both_negated,objects_workshop__obj_toolbox__obj_bucket__both_negated,obj_crate,obj_toolbox
