probe_id,probe_version,probe_type,matched_group_id,condition_id,control,scenario_id,scenario_family,setting_id,setting,entity_type,name_id,name,object_id,object,anchor_object_id,anchor_object,phrase_pair_id,location_phrase_pair_id,evidence_type,semantic_match,reference_order_id,target_negation_pattern_id,sentence_structure_id,distance_standard_id,correct_target_for_context1,correct_target_for_context2,Domain,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,Context1,Context2,Target1,Target2,Context1_word_count,Context1_char_count,Context2_word_count,Context2_char_count,Target1_word_count,Target1_char_count,Target2_word_count,Target2_char_count,probe_row_index
person_platform__name_1__obj_suitcase__phrase_alternate,1.0,close_far_situation,person_platform__name_1__obj_suitcase,phrase_alternate,location_phrasing,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_suitcase,suitcase,,,placement_1,person_platform__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long train platform. The suitcase rests immediately next to Jesse's ankle.,Jesse stands at one end of a long train platform. The suitcase rests with the full length of the platform between it and Jesse.,The suitcase is close to Jesse.,The suitcase is far from Jesse.,19,103,24,127,6,31,6,31,235
person_platform__name_1__obj_suitcase__word_beside,1.0,close_far_situation,person_platform__name_1__obj_suitcase,word_beside,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_suitcase,suitcase,,,lex_beside,person_platform__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a long train platform. The suitcase is beside Jesse.,Jesse stands at one end of a long train platform. The suitcase is far from Jesse.,The suitcase is close to Jesse.,The suitcase is far from Jesse.,15,79,16,81,6,31,6,31,236
person_platform__name_1__obj_suitcase__word_alongside,1.0,close_far_situation,person_platform__name_1__obj_suitcase,word_alongside,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_suitcase,suitcase,,,lex_alongside,person_platform__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a long train platform. The suitcase is alongside Jesse.,Jesse stands at one end of a long train platform. The suitcase is a long way from Jesse.,The suitcase is close to Jesse.,The suitcase is far from Jesse.,15,82,18,88,6,31,6,31,237
person_platform__name_1__obj_suitcase__word_near,1.0,close_far_situation,person_platform__name_1__obj_suitcase,word_near,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_suitcase,suitcase,,,lex_near,person_platform__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a long train platform. The suitcase is near Jesse.,Jesse stands at one end of a long train platform. The suitcase is a long distance from Jesse.,The suitcase is close to Jesse.,The suitcase is far from Jesse.,15,77,18,93,6,31,6,31,238
person_platform__name_1__obj_suitcase__reference_reversed,1.0,close_far_situation,person_platform__name_1__obj_suitcase,reference_reversed,reference_reversal,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long train platform. The suitcase rests against Jesse's ankle.,Jesse stands at one end of a long train platform. The suitcase rests at the other end of the platform from Jesse.,Jesse is close to the suitcase.,Jesse is far from the suitcase.,17,91,22,113,6,31,6,31,239
person_platform__name_1__obj_suitcase__negate_close,1.0,close_far_situation,person_platform__name_1__obj_suitcase,negate_close,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Jesse stands at one end of a long train platform. The suitcase rests against Jesse's ankle.,Jesse stands at one end of a long train platform. The suitcase rests at the other end of the platform from Jesse.,The suitcase is close to Jesse.,The suitcase is not close to Jesse.,17,91,22,113,6,31,7,35,240
person_platform__name_1__obj_suitcase__negate_far,1.0,close_far_situation,person_platform__name_1__obj_suitcase,negate_far,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Jesse stands at one end of a long train platform. The suitcase rests against Jesse's ankle.,Jesse stands at one end of a long train platform. The suitcase rests at the other end of the platform from Jesse.,The suitcase is not far from Jesse.,The suitcase is far from Jesse.,17,91,22,113,7,35,6,31,241
person_platform__name_1__obj_suitcase__both_negated,1.0,close_far_situation,person_platform__name_1__obj_suitcase,both_negated,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long train platform. The suitcase rests against Jesse's ankle.,Jesse stands at one end of a long train platform. The suitcase rests at the other end of the platform from Jesse.,The suitcase is not far from Jesse.,The suitcase is not close to Jesse.,17,91,22,113,7,35,7,35,242
person_platform__name_1__obj_backpack__baseline,1.0,close_far_situation,person_platform__name_1__obj_backpack,baseline,baseline,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_backpack,backpack,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long train platform. The backpack rests against Jesse's ankle.,Jesse stands at one end of a long train platform. The backpack rests at the other end of the platform from Jesse.,The backpack is close to Jesse.,The backpack is far from Jesse.,17,91,22,113,6,31,6,31,243
person_platform__name_1__obj_backpack__phrase_alternate,1.0,close_far_situation,person_platform__name_1__obj_backpack,phrase_alternate,location_phrasing,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_backpack,backpack,,,placement_1,person_platform__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long train platform. The backpack rests immediately next to Jesse's ankle.,Jesse stands at one end of a long train platform. The backpack rests with the full length of the platform between it and Jesse.,The backpack is close to Jesse.,The backpack is far from Jesse.,19,103,24,127,6,31,6,31,244
person_platform__name_1__obj_backpack__word_beside,1.0,close_far_situation,person_platform__name_1__obj_backpack,word_beside,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_backpack,backpack,,,lex_beside,person_platform__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a long train platform. The backpack is beside Jesse.,Jesse stands at one end of a long train platform. The backpack is far from Jesse.,The backpack is close to Jesse.,The backpack is far from Jesse.,15,79,16,81,6,31,6,31,245
person_platform__name_1__obj_backpack__word_alongside,1.0,close_far_situation,person_platform__name_1__obj_backpack,word_alongside,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_backpack,backpack,,,lex_alongside,person_platform__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a long train platform. The backpack is alongside Jesse.,Jesse stands at one end of a long train platform. The backpack is a long way from Jesse.,The backpack is close to Jesse.,The backpack is far from Jesse.,15,82,18,88,6,31,6,31,246
person_platform__name_1__obj_backpack__word_near,1.0,close_far_situation,person_platform__name_1__obj_backpack,word_near,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_backpack,backpack,,,lex_near,person_platform__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Jesse stands at one end of a long train platform. The backpack is near Jesse.,Jesse stands at one end of a long train platform. The backpack is a long distance from Jesse.,The backpack is close to Jesse.,The backpack is far from Jesse.,15,77,18,93,6,31,6,31,247
person_platform__name_1__obj_backpack__reference_reversed,1.0,close_far_situation,person_platform__name_1__obj_backpack,reference_reversed,reference_reversal,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_backpack,backpack,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long train platform. The backpack rests against Jesse's ankle.,Jesse stands at one end of a long train platform. The backpack rests at the other end of the platform from Jesse.,Jesse is close to the backpack.,Jesse is far from the backpack.,17,91,22,113,6,31,6,31,248
person_platform__name_1__obj_backpack__negate_close,1.0,close_far_situation,person_platform__name_1__obj_backpack,negate_close,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_backpack,backpack,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Jesse stands at one end of a long train platform. The backpack rests against Jesse's ankle.,Jesse stands at one end of a long train platform. The backpack rests at the other end of the platform from Jesse.,The backpack is close to Jesse.,The backpack is not close to Jesse.,17,91,22,113,6,31,7,35,249
person_platform__name_1__obj_backpack__negate_far,1.0,close_far_situation,person_platform__name_1__obj_backpack,negate_far,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_backpack,backpack,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Jesse stands at one end of a long train platform. The backpack rests against Jesse's ankle.,Jesse stands at one end of a long train platform. The backpack rests at the other end of the platform from Jesse.,The backpack is not far from Jesse.,The backpack is far from Jesse.,17,91,22,113,7,35,6,31,250
person_platform__name_1__obj_backpack__both_negated,1.0,close_far_situation,person_platform__name_1__obj_backpack,both_negated,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_1,Jesse,obj_backpack,backpack,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Jesse stands at one end of a long train platform. The backpack rests against Jesse's ankle.,Jesse stands at one end of a long train platform. The backpack rests at the other end of the platform from Jesse.,The backpack is not far from Jesse.,The backpack is not close to Jesse.,17,91,22,113,7,35,7,35,251
person_platform__name_2__obj_suitcase__baseline,1.0,close_far_situation,person_platform__name_2__obj_suitcase,baseline,baseline,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Li stands at one end of a long train platform. The suitcase rests against Li's ankle.,Li stands at one end of a long train platform. The suitcase rests at the other end of the platform from Li.,The suitcase is close to Li.,The suitcase is far from Li.,17,85,22,107,6,28,6,28,252
person_platform__name_2__obj_suitcase__phrase_alternate,1.0,close_far_situation,person_platform__name_2__obj_suitcase,phrase_alternate,location_phrasing,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_suitcase,suitcase,,,placement_1,person_platform__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Li stands at one end of a long train platform. The suitcase rests immediately next to Li's ankle.,Li stands at one end of a long train platform. The suitcase rests with the full length of the platform between it and Li.,The suitcase is close to Li.,The suitcase is far from Li.,19,97,24,121,6,28,6,28,253
person_platform__name_2__obj_suitcase__word_beside,1.0,close_far_situation,person_platform__name_2__obj_suitcase,word_beside,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_suitcase,suitcase,,,lex_beside,person_platform__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Li stands at one end of a long train platform. The suitcase is beside Li.,Li stands at one end of a long train platform. The suitcase is far from Li.,The suitcase is close to Li.,The suitcase is far from Li.,15,73,16,75,6,28,6,28,254
person_platform__name_2__obj_suitcase__word_alongside,1.0,close_far_situation,person_platform__name_2__obj_suitcase,word_alongside,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_suitcase,suitcase,,,lex_alongside,person_platform__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Li stands at one end of a long train platform. The suitcase is alongside Li.,Li stands at one end of a long train platform. The suitcase is a long way from Li.,The suitcase is close to Li.,The suitcase is far from Li.,15,76,18,82,6,28,6,28,255
person_platform__name_2__obj_suitcase__word_near,1.0,close_far_situation,person_platform__name_2__obj_suitcase,word_near,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_suitcase,suitcase,,,lex_near,person_platform__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Li stands at one end of a long train platform. The suitcase is near Li.,Li stands at one end of a long train platform. The suitcase is a long distance from Li.,The suitcase is close to Li.,The suitcase is far from Li.,15,71,18,87,6,28,6,28,256
person_platform__name_2__obj_suitcase__reference_reversed,1.0,close_far_situation,person_platform__name_2__obj_suitcase,reference_reversed,reference_reversal,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Li stands at one end of a long train platform. The suitcase rests against Li's ankle.,Li stands at one end of a long train platform. The suitcase rests at the other end of the platform from Li.,Li is close to the suitcase.,Li is far from the suitcase.,17,85,22,107,6,28,6,28,257
person_platform__name_2__obj_suitcase__negate_close,1.0,close_far_situation,person_platform__name_2__obj_suitcase,negate_close,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Li stands at one end of a long train platform. The suitcase rests against Li's ankle.,Li stands at one end of a long train platform. The suitcase rests at the other end of the platform from Li.,The suitcase is close to Li.,The suitcase is not close to Li.,17,85,22,107,6,28,7,32,258
person_platform__name_2__obj_suitcase__negate_far,1.0,close_far_situation,person_platform__name_2__obj_suitcase,negate_far,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Li stands at one end of a long train platform. The suitcase rests against Li's ankle.,Li stands at one end of a long train platform. The suitcase rests at the other end of the platform from Li.,The suitcase is not far from Li.,The suitcase is far from Li.,17,85,22,107,7,32,6,28,259
person_platform__name_2__obj_suitcase__both_negated,1.0,close_far_situation,person_platform__name_2__obj_suitcase,both_negated,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Li stands at one end of a long train platform. The suitcase rests against Li's ankle.,Li stands at one end of a long train platform. The suitcase rests at the other end of the platform from Li.,The suitcase is not far from Li.,The suitcase is not close to Li.,17,85,22,107,7,32,7,32,260
person_platform__name_2__obj_backpack__baseline,1.0,close_far_situation,person_platform__name_2__obj_backpack,baseline,baseline,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_backpack,backpack,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Li stands at one end of a long train platform. The backpack rests against Li's ankle.,Li stands at one end of a long train platform. The backpack rests at the other end of the platform from Li.,The backpack is close to Li.,The backpack is far from Li.,17,85,22,107,6,28,6,28,261
person_platform__name_2__obj_backpack__phrase_alternate,1.0,close_far_situation,person_platform__name_2__obj_backpack,phrase_alternate,location_phrasing,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_backpack,backpack,,,placement_1,person_platform__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Li stands at one end of a long train platform. The backpack rests immediately next to Li's ankle.,Li stands at one end of a long train platform. The backpack rests with the full length of the platform between it and Li.,The backpack is close to Li.,The backpack is far from Li.,19,97,24,121,6,28,6,28,262
person_platform__name_2__obj_backpack__word_beside,1.0,close_far_situation,person_platform__name_2__obj_backpack,word_beside,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_backpack,backpack,,,lex_beside,person_platform__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Li stands at one end of a long train platform. The backpack is beside Li.,Li stands at one end of a long train platform. The backpack is far from Li.,The backpack is close to Li.,The backpack is far from Li.,15,73,16,75,6,28,6,28,263
person_platform__name_2__obj_backpack__word_alongside,1.0,close_far_situation,person_platform__name_2__obj_backpack,word_alongside,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_backpack,backpack,,,lex_alongside,person_platform__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Li stands at one end of a long train platform. The backpack is alongside Li.,Li stands at one end of a long train platform. The backpack is a long way from Li.,The backpack is close to Li.,The backpack is far from Li.,15,76,18,82,6,28,6,28,264
person_platform__name_2__obj_backpack__word_near,1.0,close_far_situation,person_platform__name_2__obj_backpack,word_near,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_backpack,backpack,,,lex_near,person_platform__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Li stands at one end of a long train platform. The backpack is near Li.,Li stands at one end of a long train platform. The backpack is a long distance from Li.,The backpack is close to Li.,The backpack is far from Li.,15,71,18,87,6,28,6,28,265
person_platform__name_2__obj_backpack__reference_reversed,1.0,close_far_situation,person_platform__name_2__obj_backpack,reference_reversed,reference_reversal,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_backpack,backpack,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Li stands at one end of a long train platform. The backpack rests against Li's ankle.,Li stands at one end of a long train platform. The backpack rests at the other end of the platform from Li.,Li is close to the backpack.,Li is far from the backpack.,17,85,22,107,6,28,6,28,266
person_platform__name_2__obj_backpack__negate_close,1.0,close_far_situation,person_platform__name_2__obj_backpack,negate_close,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_backpack,backpack,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Li stands at one end of a long train platform. The backpack rests against Li's ankle.,Li stands at one end of a long train platform. The backpack rests at the other end of the platform from Li.,The backpack is close to Li.,The backpack is not close to Li.,17,85,22,107,6,28,7,32,267
person_platform__name_2__obj_backpack__negate_far,1.0,close_far_situation,person_platform__name_2__obj_backpack,negate_far,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_backpack,backpack,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Li stands at one end of a long train platform. The backpack rests against Li's ankle.,Li stands at one end of a long train platform. The backpack rests at the other end of the platform from Li.,The backpack is not far from Li.,The backpack is far from Li.,17,85,22,107,7,32,6,28,268
person_platform__name_2__obj_backpack__both_negated,1.0,close_far_situation,person_platform__name_2__obj_backpack,both_negated,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_2,Li,obj_backpack,backpack,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Li stands at one end of a long train platform. The backpack rests against Li's ankle.,Li stands at one end of a long train platform. The backpack rests at the other end of the platform from Li.,The backpack is not far from Li.,The backpack is not close to Li.,17,85,22,107,7,32,7,32,269
person_platform__name_3__obj_suitcase__baseline,1.0,close_far_situation,person_platform__name_3__obj_suitcase,baseline,baseline,person_platform,endpoints,person_platform,long train platform,person_object,name_3,Omar,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Omar stands at one end of a long train platform. The suitcase rests against Omar's ankle.,Omar stands at one end of a long train platform. The suitcase rests at the other end of the platform from Omar.,The suitcase is close to Omar.,The suitcase is far from Omar.,17,89,22,111,6,30,6,30,270
person_platform__name_3__obj_suitcase__phrase_alternate,1.0,close_far_situation,person_platform__name_3__obj_suitcase,phrase_alternate,location_phrasing,person_platform,endpoints,person_platform,long train platform,person_object,name_3,Omar,obj_suitcase,suitcase,,,placement_1,person_platform__placement_1,physical_arrangement,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Omar stands at one end of a long train platform. The suitcase rests immediately next to Omar's ankle.,Omar stands at one end of a long train platform. The suitcase rests with the full length of the platform between it and Omar.,The suitcase is close to Omar.,The suitcase is far from Omar.,19,101,24,125,6,30,6,30,271
person_platform__name_3__obj_suitcase__word_beside,1.0,close_far_situation,person_platform__name_3__obj_suitcase,word_beside,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_3,Omar,obj_suitcase,suitcase,,,lex_beside,person_platform__lex_beside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Omar stands at one end of a long train platform. The suitcase is beside Omar.,Omar stands at one end of a long train platform. The suitcase is far from Omar.,The suitcase is close to Omar.,The suitcase is far from Omar.,15,77,16,79,6,30,6,30,272
person_platform__name_3__obj_suitcase__word_alongside,1.0,close_far_situation,person_platform__name_3__obj_suitcase,word_alongside,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_3,Omar,obj_suitcase,suitcase,,,lex_alongside,person_platform__lex_alongside,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Omar stands at one end of a long train platform. The suitcase is alongside Omar.,Omar stands at one end of a long train platform. The suitcase is a long way from Omar.,The suitcase is close to Omar.,The suitcase is far from Omar.,15,80,18,86,6,30,6,30,273
person_platform__name_3__obj_suitcase__word_near,1.0,close_far_situation,person_platform__name_3__obj_suitcase,word_near,evidence_wording,person_platform,endpoints,person_platform,long train platform,person_object,name_3,Omar,obj_suitcase,suitcase,,,lex_near,person_platform__lex_near,proximity_word,category_matched,target_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,direct,location phrase contrast,concept swap,Omar stands at one end of a long train platform. The suitcase is near Omar.,Omar stands at one end of a long train platform. The suitcase is a long distance from Omar.,The suitcase is close to Omar.,The suitcase is far from Omar.,15,75,18,91,6,30,6,30,274
person_platform__name_3__obj_suitcase__reference_reversed,1.0,close_far_situation,person_platform__name_3__obj_suitcase,reference_reversed,reference_reversal,person_platform,endpoints,person_platform,long train platform,person_object,name_3,Omar,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,anchor_first,positive,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Omar stands at one end of a long train platform. The suitcase rests against Omar's ankle.,Omar stands at one end of a long train platform. The suitcase rests at the other end of the platform from Omar.,Omar is close to the suitcase.,Omar is far from the suitcase.,17,89,22,111,6,30,6,30,275
person_platform__name_3__obj_suitcase__negate_close,1.0,close_far_situation,person_platform__name_3__obj_suitcase,negate_close,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_3,Omar,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,negate_close,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Omar stands at one end of a long train platform. The suitcase rests against Omar's ankle.,Omar stands at one end of a long train platform. The suitcase rests at the other end of the platform from Omar.,The suitcase is close to Omar.,The suitcase is not close to Omar.,17,89,22,111,6,30,7,34,276
person_platform__name_3__obj_suitcase__negate_far,1.0,close_far_situation,person_platform__name_3__obj_suitcase,negate_far,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_3,Omar,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,negate_far,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,negation,Omar stands at one end of a long train platform. The suitcase rests against Omar's ankle.,Omar stands at one end of a long train platform. The suitcase rests at the other end of the platform from Omar.,The suitcase is not far from Omar.,The suitcase is far from Omar.,17,89,22,111,7,34,6,30,277
person_platform__name_3__obj_suitcase__both_negated,1.0,close_far_situation,person_platform__name_3__obj_suitcase,both_negated,target_negation,person_platform,endpoints,person_platform,long train platform,person_object,name_3,Omar,obj_suitcase,suitcase,,,placement_0,person_platform__placement_0,physical_arrangement,baseline,target_first,both_negated,anchor_setup_then_object_location,ordinary_physical_separation,Target1,Target2,spatial-relations,close,far,indirect,location phrase contrast,concept swap,Omar stands at one end of a long train platform. The suitcase rests against Omar's ankle.,Omar stands at one end of a long train platform. The suitcase rests at the other end of the platform from Omar.,The suitcase is not far from Omar.,The suitcase is not close to Omar.,17,89,22,111,7,34,7,34,278
