matched_group_id,baseline_probe_id,variant_probe_id,control,condition_id,match_type
objects_kitchen__obj_plate__obj_mug,objects_kitchen__obj_plate__obj_mug__baseline,objects_kitchen__obj_plate__obj_mug__word_alongside,evidence_wording,word_alongside,category_matched_contexts
objects_kitchen__obj_plate__obj_mug,objects_kitchen__obj_plate__obj_mug__baseline,objects_kitchen__obj_plate__obj_mug__word_near,evidence_wording,word_near,category_matched_contexts
objects_kitchen__obj_plate__obj_mug,objects_kitchen__obj_plate__obj_mug__baseline,objects_kitchen__obj_plate__obj_mug__reference_reversed,reference_reversal,reference_reversed,identical_contexts
objects_kitchen__obj_plate__obj_mug,objects_kitchen__obj_plate__obj_mug__baseline,objects_kitchen__obj_plate__obj_mug__negate_close,target_negation,negate_close,identical_contexts
objects_kitchen__obj_plate__obj_mug,objects_kitchen__obj_plate__obj_mug__baseline,objects_kitchen__obj_plate__obj_mug__negate_far,target_negation,negate_far,identical_contexts
objects_kitchen__obj_plate__obj_mug,objects_kitchen__obj_plate__obj_mug__baseline,objects_kitchen__obj_plate__obj_mug__both_negated,target_negation,both_negated,identical_contexts
objects_kitchen__obj_bowl__obj_cup,objects_kitchen__obj_bowl__obj_cup__baseline,objects_kitchen__obj_bowl__obj_cup__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
objects_kitchen__obj_bowl__obj_cup,objects_kitchen__obj_bowl__obj_cup__baseline,objects_kitchen__obj_bowl__obj_cup__word_beside,evidence_wording,word_beside,category_matched_contexts
objects_kitchen__obj_bowl__obj_cup,objects_kitchen__obj_bowl__obj_cup__baseline,objects_kitchen__obj_bowl__obj_cup__word_alongside,evidence_wording,word_alongside,category_matched_contexts
objects_kitchen__obj_bowl__obj_cup,objects_kitchen__obj_bowl__obj_cup__baseline,objects_kitchen__obj_bowl__obj_cup__word_near,evidence_wording,word_near,category_matched_contexts
objects_kitchen__obj_bowl__obj_cup,objects_kitchen__obj_bowl__obj_cup__baseline,objects_kitchen__obj_bowl__obj_cup__reference_reversed,reference_reversal,reference_reversed,identical_contexts
objects_kitchen__obj_bowl__obj_cup,objects_kitchen__obj_bowl__obj_cup__baseline,objects_kitchen__obj_bowl__obj_cup__negate_close,target_negation,negate_close,identical_contexts
objects_kitchen__obj_bowl__obj_cup,objects_kitchen__obj_bowl__obj_cup__baseline,objects_kitchen__obj_bowl__obj_cup__negate_far,target_negation,negate_far,identical_contexts
objects_kitchen__obj_bowl__obj_cup,objects_kitchen__obj_bowl__obj_cup__baseline,objects_kitchen__obj_bowl__obj_cup__both_negated,target_negation,both_negated,identical_contexts
objects_kitchen__obj_bowl__obj_mug,objects_kitchen__obj_bowl__obj_mug__baseline,objects_kitchen__obj_bowl__obj_mug__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
objects_kitchen__obj_bowl__obj_mug,objects_kitchen__obj_bowl__obj_mug__baseline,objects_kitchen__obj_bowl__obj_mug__word_beside,evidence_wording,word_beside,category_matched_contexts
objects_kitchen__obj_bowl__obj_mug,objects_kitchen__obj_bowl__obj_mug__baseline,objects_kitchen__obj_bowl__obj_mug__word_alongside,evidence_wording,word_alongside,category_matched_contexts
objects_kitchen__obj_bowl__obj_mug,objects_kitchen__obj_bowl__obj_mug__baseline,objects_kitchen__obj_bowl__obj_mug__word_near,evidence_wording,word_near,category_matched_contexts
objects_kitchen__obj_bowl__obj_mug,objects_kitchen__obj_bowl__obj_mug__baseline,objects_kitchen__obj_bowl__obj_mug__reference_reversed,reference_reversal,reference_reversed,identical_contexts
objects_kitchen__obj_bowl__obj_mug,objects_kitchen__obj_bowl__obj_mug__baseline,objects_kitchen__obj_bowl__obj_mug__negate_close,target_negation,negate_close,identical_contexts
objects_kitchen__obj_bowl__obj_mug,objects_kitchen__obj_bowl__obj_mug__baseline,objects_kitchen__obj_bowl__obj_mug__negate_far,target_negation,negate_far,identical_contexts
objects_kitchen__obj_bowl__obj_mug,objects_kitchen__obj_bowl__obj_mug__baseline,objects_kitchen__obj_bowl__obj_mug__both_negated,target_negation,both_negated,identical_contexts
objects_workshop__obj_toolbox__obj_helmet,objects_workshop__obj_toolbox__obj_helmet__baseline,objects_workshop__obj_toolbox__obj_helmet__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
objects_workshop__obj_toolbox__obj_helmet,objects_workshop__obj_toolbox__obj_helmet__baseline,objects_workshop__obj_toolbox__obj_helmet__word_beside,evidence_wording,word_beside,category_matched_contexts
objects_workshop__obj_toolbox__obj_helmet,objects_workshop__obj_toolbox__obj_helmet__baseline,objects_workshop__obj_toolbox__obj_helmet__word_alongside,evidence_wording,word_alongside,category_matched_contexts
objects_workshop__obj_toolbox__obj_helmet,objects_workshop__obj_toolbox__obj_helmet__baseline,objects_workshop__obj_toolbox__obj_helmet__word_near,evidence_wording,word_near,category_matched_contexts
objects_workshop__obj_toolbox__obj_helmet,objects_workshop__obj_toolbox__obj_helmet__baseline,objects_workshop__obj_toolbox__obj_helmet__reference_reversed,reference_reversal,reference_reversed,identical_contexts
objects_workshop__obj_toolbox__obj_helmet,objects_workshop__obj_toolbox__obj_helmet__baseline,objects_workshop__obj_toolbox__obj_helmet__negate_close,target_negation,negate_close,identical_contexts
objects_workshop__obj_toolbox__obj_helmet,objects_workshop__obj_toolbox__obj_helmet__baseline,objects_workshop__obj_toolbox__obj_helmet__negate_far,target_negation,negate_far,identical_contexts
objects_workshop__obj_toolbox__obj_helmet,objects_workshop__obj_toolbox__obj_helmet__baseline,objects_workshop__obj_toolbox__obj_helmet__both_negated,target_negation,both_negated,identical_contexts
objects_workshop__obj_toolbox__obj_bucket,objects_workshop__obj_toolbox__obj_bucket__baseline,objects_workshop__obj_toolbox__obj_bucket__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
objects_workshop__obj_toolbox__obj_bucket,objects_workshop__obj_toolbox__obj_bucket__baseline,objects_workshop__obj_toolbox__obj_bucket__word_beside,evidence_wording,word_beside,category_matched_contexts
objects_workshop__obj_toolbox__obj_bucket,objects_workshop__obj_toolbox__obj_bucket__baseline,objects_workshop__obj_toolbox__obj_bucket__word_alongside,evidence_wording,word_alongside,category_matched_contexts
objects_workshop__obj_toolbox__obj_bucket,objects_workshop__obj_toolbox__obj_bucket__baseline,objects_workshop__obj_toolbox__obj_bucket__word_near,evidence_wording,word_near,category_matched_contexts
objects_workshop__obj_toolbox__obj_bucket,objects_workshop__obj_toolbox__obj_bucket__baseline,objects_workshop__obj_toolbox__obj_bucket__reference_reversed,reference_reversal,reference_reversed,identical_contexts
objects_workshop__obj_toolbox__obj_bucket,objects_workshop__obj_toolbox__obj_bucket__baseline,objects_workshop__obj_toolbox__obj_bucket__negate_close,target_negation,negate_close,identical_contexts
objects_workshop__obj_toolbox__obj_bucket,objects_workshop__obj_toolbox__obj_bucket__baseline,objects_workshop__obj_toolbox__obj_bucket__negate_far,target_negation,negate_far,identical_contexts
objects_workshop__obj_toolbox__obj_bucket,objects_workshop__obj_toolbox__obj_bucket__baseline,objects_workshop__obj_toolbox__obj_bucket__both_negated,target_negation,both_negated,identical_contexts
objects_workshop__obj_crate__obj_helmet,objects_workshop__obj_crate__obj_helmet__baseline,objects_workshop__obj_crate__obj_helmet__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
objects_workshop__obj_crate__obj_helmet,objects_workshop__obj_crate__obj_helmet__baseline,objects_workshop__obj_crate__obj_helmet__word_beside,evidence_wording,word_beside,category_matched_contexts
objects_workshop__obj_crate__obj_helmet,objects_workshop__obj_crate__obj_helmet__baseline,objects_workshop__obj_crate__obj_helmet__word_alongside,evidence_wording,word_alongside,category_matched_contexts
objects_workshop__obj_crate__obj_helmet,objects_workshop__obj_crate__obj_helmet__baseline,objects_workshop__obj_crate__obj_helmet__word_near,evidence_wording,word_near,category_matched_contexts
objects_workshop__obj_crate__obj_helmet,objects_workshop__obj_crate__obj_helmet__baseline,objects_workshop__obj_crate__obj_helmet__reference_reversed,reference_reversal,reference_reversed,identical_contexts
objects_workshop__obj_crate__obj_helmet,objects_workshop__obj_crate__obj_helmet__baseline,objects_workshop__obj_crate__obj_helmet__negate_close,target_negation,negate_close,identical_contexts
objects_workshop__obj_crate__obj_helmet,objects_workshop__obj_crate__obj_helmet__baseline,objects_workshop__obj_crate__obj_helmet__negate_far,target_negation,negate_far,identical_contexts
objects_workshop__obj_crate__obj_helmet,objects_workshop__obj_crate__obj_helmet__baseline,objects_workshop__obj_crate__obj_helmet__both_negated,target_negation,both_negated,identical_contexts
objects_workshop__obj_crate__obj_bucket,objects_workshop__obj_crate__obj_bucket__baseline,objects_workshop__obj_crate__obj_bucket__phrase_alternate,location_phrasing,phrase_alternate,category_matched_contexts
objects_workshop__obj_crate__obj_bucket,objects_workshop__obj_crate__obj_bucket__baseline,objects_workshop__obj_crate__obj_bucket__word_beside,evidence_wording,word_beside,category_matched_contexts
objects_workshop__obj_crate__obj_bucket,objects_workshop__obj_crate__obj_bucket__baseline,objects_workshop__obj_crate__obj_bucket__word_alongside,evidence_wording,word_alongside,category_matched_contexts
objects_workshop__obj_crate__obj_bucket,objects_workshop__obj_crate__obj_bucket__baseline,objects_workshop__obj_crate__obj_bucket__word_near,evidence_wording,word_near,category_matched_contexts
objects_workshop__obj_crate__obj_bucket,objects_workshop__obj_crate__obj_bucket__baseline,objects_workshop__obj_crate__obj_bucket__reference_reversed,reference_reversal,reference_reversed,identical_contexts
objects_workshop__obj_crate__obj_bucket,objects_workshop__obj_crate__obj_bucket__baseline,objects_workshop__obj_crate__obj_bucket__negate_close,target_negation,negate_close,identical_contexts
objects_workshop__obj_crate__obj_bucket,objects_workshop__obj_crate__obj_bucket__baseline,objects_workshop__obj_crate__obj_bucket__negate_far,target_negation,negate_far,identical_contexts
objects_workshop__obj_crate__obj_bucket,objects_workshop__obj_crate__obj_bucket__baseline,objects_workshop__obj_crate__obj_bucket__both_negated,target_negation,both_negated,identical_contexts
