reference_probe_id,variant_probe_id,control,scene_id,context_structure,target_order
neighboring_seat__name_3__obj_helmet__physical_placement__person_first__far_direct_far,neighboring_seat__name_3__obj_helmet__physical_placement__person_first__far_synonym_distant,far_to_distant_only,neighboring_seat,object_subject,person_first
neighboring_seat__name_3__obj_helmet__physical_placement__object_first__far_direct_far,neighboring_seat__name_3__obj_helmet__physical_placement__object_first__far_synonym_distant,far_to_distant_only,neighboring_seat,object_subject,object_first
neighboring_seat__name_3__obj_helmet__physical_placement_fronted__person_first__far_direct_far,neighboring_seat__name_3__obj_helmet__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,neighboring_seat,fronted_location,person_first
neighboring_seat__name_3__obj_helmet__physical_placement_fronted__object_first__far_direct_far,neighboring_seat__name_3__obj_helmet__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,neighboring_seat,fronted_location,object_first
neighboring_seat__name_3__obj_helmet__physical_placement_person_subject__person_first__far_direct_far,neighboring_seat__name_3__obj_helmet__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,neighboring_seat,person_subject,person_first
neighboring_seat__name_3__obj_helmet__physical_placement_person_subject__object_first__far_direct_far,neighboring_seat__name_3__obj_helmet__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,neighboring_seat,person_subject,object_first
neighboring_seat__name_3__obj_ball__physical_placement__person_first__far_direct_far,neighboring_seat__name_3__obj_ball__physical_placement__person_first__far_synonym_distant,far_to_distant_only,neighboring_seat,object_subject,person_first
neighboring_seat__name_3__obj_ball__physical_placement__object_first__far_direct_far,neighboring_seat__name_3__obj_ball__physical_placement__object_first__far_synonym_distant,far_to_distant_only,neighboring_seat,object_subject,object_first
neighboring_seat__name_3__obj_ball__physical_placement_fronted__person_first__far_direct_far,neighboring_seat__name_3__obj_ball__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,neighboring_seat,fronted_location,person_first
neighboring_seat__name_3__obj_ball__physical_placement_fronted__object_first__far_direct_far,neighboring_seat__name_3__obj_ball__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,neighboring_seat,fronted_location,object_first
neighboring_seat__name_3__obj_ball__physical_placement_person_subject__person_first__far_direct_far,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,neighboring_seat,person_subject,person_first
neighboring_seat__name_3__obj_ball__physical_placement_person_subject__object_first__far_direct_far,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,neighboring_seat,person_subject,object_first
shared_floor_tile__name_0__obj_ball__physical_placement__person_first__far_direct_far,shared_floor_tile__name_0__obj_ball__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_0__obj_ball__physical_placement__object_first__far_direct_far,shared_floor_tile__name_0__obj_ball__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_0__obj_ball__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_0__obj_ball__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
shared_floor_tile__name_0__obj_bag__physical_placement__person_first__far_direct_far,shared_floor_tile__name_0__obj_bag__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_0__obj_bag__physical_placement__object_first__far_direct_far,shared_floor_tile__name_0__obj_bag__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_0__obj_bag__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_0__obj_bag__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_0__obj_bag__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_0__obj_bag__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
shared_floor_tile__name_0__obj_book__physical_placement__person_first__far_direct_far,shared_floor_tile__name_0__obj_book__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_0__obj_book__physical_placement__object_first__far_direct_far,shared_floor_tile__name_0__obj_book__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_0__obj_book__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_0__obj_book__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_0__obj_book__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_0__obj_book__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_0__obj_book__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_0__obj_book__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_0__obj_book__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_0__obj_book__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
shared_floor_tile__name_0__obj_cone__physical_placement__person_first__far_direct_far,shared_floor_tile__name_0__obj_cone__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_0__obj_cone__physical_placement__object_first__far_direct_far,shared_floor_tile__name_0__obj_cone__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_0__obj_cone__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_0__obj_cone__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_0__obj_cone__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_0__obj_cone__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_0__obj_cone__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_0__obj_cone__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_0__obj_cone__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_0__obj_cone__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
shared_floor_tile__name_1__obj_ball__physical_placement__person_first__far_direct_far,shared_floor_tile__name_1__obj_ball__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_1__obj_ball__physical_placement__object_first__far_direct_far,shared_floor_tile__name_1__obj_ball__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_1__obj_ball__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_1__obj_ball__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_1__obj_ball__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_1__obj_ball__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_1__obj_ball__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_1__obj_ball__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_1__obj_ball__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_1__obj_ball__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
shared_floor_tile__name_1__obj_bag__physical_placement__person_first__far_direct_far,shared_floor_tile__name_1__obj_bag__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_1__obj_bag__physical_placement__object_first__far_direct_far,shared_floor_tile__name_1__obj_bag__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_1__obj_bag__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_1__obj_bag__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_1__obj_bag__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_1__obj_bag__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_1__obj_bag__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_1__obj_bag__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_1__obj_bag__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_1__obj_bag__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
shared_floor_tile__name_1__obj_book__physical_placement__person_first__far_direct_far,shared_floor_tile__name_1__obj_book__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_1__obj_book__physical_placement__object_first__far_direct_far,shared_floor_tile__name_1__obj_book__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_1__obj_book__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_1__obj_book__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_1__obj_book__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_1__obj_book__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_1__obj_book__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_1__obj_book__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_1__obj_book__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_1__obj_book__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
shared_floor_tile__name_1__obj_cone__physical_placement__person_first__far_direct_far,shared_floor_tile__name_1__obj_cone__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_1__obj_cone__physical_placement__object_first__far_direct_far,shared_floor_tile__name_1__obj_cone__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_1__obj_cone__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_1__obj_cone__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_1__obj_cone__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_1__obj_cone__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_1__obj_cone__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_1__obj_cone__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_1__obj_cone__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_1__obj_cone__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
shared_floor_tile__name_2__obj_ball__physical_placement__person_first__far_direct_far,shared_floor_tile__name_2__obj_ball__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_2__obj_ball__physical_placement__object_first__far_direct_far,shared_floor_tile__name_2__obj_ball__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_2__obj_ball__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_2__obj_ball__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_2__obj_ball__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_2__obj_ball__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_2__obj_ball__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_2__obj_ball__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_2__obj_ball__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_2__obj_ball__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
shared_floor_tile__name_2__obj_bag__physical_placement__person_first__far_direct_far,shared_floor_tile__name_2__obj_bag__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_2__obj_bag__physical_placement__object_first__far_direct_far,shared_floor_tile__name_2__obj_bag__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_2__obj_bag__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_2__obj_bag__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_2__obj_bag__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_2__obj_bag__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_2__obj_bag__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_2__obj_bag__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_2__obj_bag__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_2__obj_bag__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
shared_floor_tile__name_2__obj_book__physical_placement__person_first__far_direct_far,shared_floor_tile__name_2__obj_book__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_2__obj_book__physical_placement__object_first__far_direct_far,shared_floor_tile__name_2__obj_book__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_2__obj_book__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_2__obj_book__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_2__obj_book__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_2__obj_book__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_2__obj_book__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_2__obj_book__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_2__obj_book__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_2__obj_book__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
shared_floor_tile__name_2__obj_cone__physical_placement__person_first__far_direct_far,shared_floor_tile__name_2__obj_cone__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_2__obj_cone__physical_placement__object_first__far_direct_far,shared_floor_tile__name_2__obj_cone__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_2__obj_cone__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_2__obj_cone__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_2__obj_cone__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_2__obj_cone__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_2__obj_cone__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_2__obj_cone__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_2__obj_cone__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_2__obj_cone__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
shared_floor_tile__name_3__obj_ball__physical_placement__person_first__far_direct_far,shared_floor_tile__name_3__obj_ball__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_3__obj_ball__physical_placement__object_first__far_direct_far,shared_floor_tile__name_3__obj_ball__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_3__obj_ball__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_3__obj_ball__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_3__obj_ball__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_3__obj_ball__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_3__obj_ball__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_3__obj_ball__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_3__obj_ball__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_3__obj_ball__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
shared_floor_tile__name_3__obj_bag__physical_placement__person_first__far_direct_far,shared_floor_tile__name_3__obj_bag__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_3__obj_bag__physical_placement__object_first__far_direct_far,shared_floor_tile__name_3__obj_bag__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_3__obj_bag__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_3__obj_bag__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_3__obj_bag__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_3__obj_bag__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_3__obj_bag__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_3__obj_bag__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_3__obj_bag__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_3__obj_bag__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
shared_floor_tile__name_3__obj_book__physical_placement__person_first__far_direct_far,shared_floor_tile__name_3__obj_book__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_3__obj_book__physical_placement__object_first__far_direct_far,shared_floor_tile__name_3__obj_book__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_3__obj_book__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_3__obj_book__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_3__obj_book__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_3__obj_book__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_3__obj_book__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_3__obj_book__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_3__obj_book__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_3__obj_book__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
shared_floor_tile__name_3__obj_cone__physical_placement__person_first__far_direct_far,shared_floor_tile__name_3__obj_cone__physical_placement__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,person_first
shared_floor_tile__name_3__obj_cone__physical_placement__object_first__far_direct_far,shared_floor_tile__name_3__obj_cone__physical_placement__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,object_subject,object_first
shared_floor_tile__name_3__obj_cone__physical_placement_fronted__person_first__far_direct_far,shared_floor_tile__name_3__obj_cone__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,person_first
shared_floor_tile__name_3__obj_cone__physical_placement_fronted__object_first__far_direct_far,shared_floor_tile__name_3__obj_cone__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,fronted_location,object_first
shared_floor_tile__name_3__obj_cone__physical_placement_person_subject__person_first__far_direct_far,shared_floor_tile__name_3__obj_cone__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,person_first
shared_floor_tile__name_3__obj_cone__physical_placement_person_subject__object_first__far_direct_far,shared_floor_tile__name_3__obj_cone__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,shared_floor_tile,person_subject,object_first
worn_jacket_pocket__name_0__obj_key__physical_placement__person_first__far_direct_far,worn_jacket_pocket__name_0__obj_key__physical_placement__person_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,object_subject,person_first
worn_jacket_pocket__name_0__obj_key__physical_placement__object_first__far_direct_far,worn_jacket_pocket__name_0__obj_key__physical_placement__object_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,object_subject,object_first
worn_jacket_pocket__name_0__obj_key__physical_placement_fronted__person_first__far_direct_far,worn_jacket_pocket__name_0__obj_key__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,fronted_location,person_first
worn_jacket_pocket__name_0__obj_key__physical_placement_fronted__object_first__far_direct_far,worn_jacket_pocket__name_0__obj_key__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,fronted_location,object_first
worn_jacket_pocket__name_0__obj_key__physical_placement_person_subject__person_first__far_direct_far,worn_jacket_pocket__name_0__obj_key__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,person_subject,person_first
worn_jacket_pocket__name_0__obj_key__physical_placement_person_subject__object_first__far_direct_far,worn_jacket_pocket__name_0__obj_key__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,person_subject,object_first
worn_jacket_pocket__name_0__obj_coin__physical_placement__person_first__far_direct_far,worn_jacket_pocket__name_0__obj_coin__physical_placement__person_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,object_subject,person_first
worn_jacket_pocket__name_0__obj_coin__physical_placement__object_first__far_direct_far,worn_jacket_pocket__name_0__obj_coin__physical_placement__object_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,object_subject,object_first
worn_jacket_pocket__name_0__obj_coin__physical_placement_fronted__person_first__far_direct_far,worn_jacket_pocket__name_0__obj_coin__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,fronted_location,person_first
worn_jacket_pocket__name_0__obj_coin__physical_placement_fronted__object_first__far_direct_far,worn_jacket_pocket__name_0__obj_coin__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,fronted_location,object_first
worn_jacket_pocket__name_0__obj_coin__physical_placement_person_subject__person_first__far_direct_far,worn_jacket_pocket__name_0__obj_coin__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,person_subject,person_first
worn_jacket_pocket__name_0__obj_coin__physical_placement_person_subject__object_first__far_direct_far,worn_jacket_pocket__name_0__obj_coin__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,person_subject,object_first
worn_jacket_pocket__name_0__obj_marble__physical_placement__person_first__far_direct_far,worn_jacket_pocket__name_0__obj_marble__physical_placement__person_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,object_subject,person_first
worn_jacket_pocket__name_0__obj_marble__physical_placement__object_first__far_direct_far,worn_jacket_pocket__name_0__obj_marble__physical_placement__object_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,object_subject,object_first
worn_jacket_pocket__name_0__obj_marble__physical_placement_fronted__person_first__far_direct_far,worn_jacket_pocket__name_0__obj_marble__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,fronted_location,person_first
worn_jacket_pocket__name_0__obj_marble__physical_placement_fronted__object_first__far_direct_far,worn_jacket_pocket__name_0__obj_marble__physical_placement_fronted__object_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,fronted_location,object_first
worn_jacket_pocket__name_0__obj_marble__physical_placement_person_subject__person_first__far_direct_far,worn_jacket_pocket__name_0__obj_marble__physical_placement_person_subject__person_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,person_subject,person_first
worn_jacket_pocket__name_0__obj_marble__physical_placement_person_subject__object_first__far_direct_far,worn_jacket_pocket__name_0__obj_marble__physical_placement_person_subject__object_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,person_subject,object_first
worn_jacket_pocket__name_0__obj_pebble__physical_placement__person_first__far_direct_far,worn_jacket_pocket__name_0__obj_pebble__physical_placement__person_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,object_subject,person_first
worn_jacket_pocket__name_0__obj_pebble__physical_placement__object_first__far_direct_far,worn_jacket_pocket__name_0__obj_pebble__physical_placement__object_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,object_subject,object_first
worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__person_first__far_direct_far,worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__person_first__far_synonym_distant,far_to_distant_only,worn_jacket_pocket,fronted_location,person_first
