reference_probe_id,variant_probe_id,control,far_variant_id,scene_id,scene_role,context_structure,target_order
against_elbow__name_3__obj_ball__physical_placement_fronted__object_first,against_elbow__name_3__obj_ball__physical_placement_fronted__object_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,fronted_location,object_first
against_elbow__name_3__obj_ball__physical_placement_person_subject__person_first,against_elbow__name_3__obj_ball__physical_placement_person_subject__person_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,person_subject,person_first
against_elbow__name_3__obj_ball__physical_placement_person_subject__person_first,against_elbow__name_3__obj_ball__physical_placement_person_subject__person_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,person_subject,person_first
against_elbow__name_3__obj_ball__physical_placement_person_subject__person_first,against_elbow__name_3__obj_ball__physical_placement_person_subject__person_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,person_subject,person_first
against_elbow__name_3__obj_ball__physical_placement_person_subject__object_first,against_elbow__name_3__obj_ball__physical_placement_person_subject__object_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,person_subject,object_first
against_elbow__name_3__obj_ball__physical_placement_person_subject__object_first,against_elbow__name_3__obj_ball__physical_placement_person_subject__object_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,person_subject,object_first
against_elbow__name_3__obj_ball__physical_placement_person_subject__object_first,against_elbow__name_3__obj_ball__physical_placement_person_subject__object_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,person_subject,object_first
against_elbow__name_3__obj_book__physical_placement__person_first,against_elbow__name_3__obj_book__physical_placement__person_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,object_subject,person_first
against_elbow__name_3__obj_book__physical_placement__person_first,against_elbow__name_3__obj_book__physical_placement__person_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,object_subject,person_first
against_elbow__name_3__obj_book__physical_placement__person_first,against_elbow__name_3__obj_book__physical_placement__person_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,object_subject,person_first
against_elbow__name_3__obj_book__physical_placement__object_first,against_elbow__name_3__obj_book__physical_placement__object_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,object_subject,object_first
against_elbow__name_3__obj_book__physical_placement__object_first,against_elbow__name_3__obj_book__physical_placement__object_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,object_subject,object_first
against_elbow__name_3__obj_book__physical_placement__object_first,against_elbow__name_3__obj_book__physical_placement__object_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,object_subject,object_first
against_elbow__name_3__obj_book__physical_placement_fronted__person_first,against_elbow__name_3__obj_book__physical_placement_fronted__person_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,fronted_location,person_first
against_elbow__name_3__obj_book__physical_placement_fronted__person_first,against_elbow__name_3__obj_book__physical_placement_fronted__person_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,fronted_location,person_first
against_elbow__name_3__obj_book__physical_placement_fronted__person_first,against_elbow__name_3__obj_book__physical_placement_fronted__person_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,fronted_location,person_first
against_elbow__name_3__obj_book__physical_placement_fronted__object_first,against_elbow__name_3__obj_book__physical_placement_fronted__object_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,fronted_location,object_first
against_elbow__name_3__obj_book__physical_placement_fronted__object_first,against_elbow__name_3__obj_book__physical_placement_fronted__object_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,fronted_location,object_first
against_elbow__name_3__obj_book__physical_placement_fronted__object_first,against_elbow__name_3__obj_book__physical_placement_fronted__object_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,fronted_location,object_first
against_elbow__name_3__obj_book__physical_placement_person_subject__person_first,against_elbow__name_3__obj_book__physical_placement_person_subject__person_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,person_subject,person_first
against_elbow__name_3__obj_book__physical_placement_person_subject__person_first,against_elbow__name_3__obj_book__physical_placement_person_subject__person_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,person_subject,person_first
against_elbow__name_3__obj_book__physical_placement_person_subject__person_first,against_elbow__name_3__obj_book__physical_placement_person_subject__person_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,person_subject,person_first
against_elbow__name_3__obj_book__physical_placement_person_subject__object_first,against_elbow__name_3__obj_book__physical_placement_person_subject__object_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,person_subject,object_first
against_elbow__name_3__obj_book__physical_placement_person_subject__object_first,against_elbow__name_3__obj_book__physical_placement_person_subject__object_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,person_subject,object_first
against_elbow__name_3__obj_book__physical_placement_person_subject__object_first,against_elbow__name_3__obj_book__physical_placement_person_subject__object_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,person_subject,object_first
against_elbow__name_3__obj_cup__physical_placement__person_first,against_elbow__name_3__obj_cup__physical_placement__person_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,object_subject,person_first
against_elbow__name_3__obj_cup__physical_placement__person_first,against_elbow__name_3__obj_cup__physical_placement__person_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,object_subject,person_first
against_elbow__name_3__obj_cup__physical_placement__person_first,against_elbow__name_3__obj_cup__physical_placement__person_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,object_subject,person_first
against_elbow__name_3__obj_cup__physical_placement__object_first,against_elbow__name_3__obj_cup__physical_placement__object_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,object_subject,object_first
against_elbow__name_3__obj_cup__physical_placement__object_first,against_elbow__name_3__obj_cup__physical_placement__object_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,object_subject,object_first
against_elbow__name_3__obj_cup__physical_placement__object_first,against_elbow__name_3__obj_cup__physical_placement__object_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,object_subject,object_first
against_elbow__name_3__obj_cup__physical_placement_fronted__person_first,against_elbow__name_3__obj_cup__physical_placement_fronted__person_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,fronted_location,person_first
against_elbow__name_3__obj_cup__physical_placement_fronted__person_first,against_elbow__name_3__obj_cup__physical_placement_fronted__person_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,fronted_location,person_first
against_elbow__name_3__obj_cup__physical_placement_fronted__person_first,against_elbow__name_3__obj_cup__physical_placement_fronted__person_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,fronted_location,person_first
against_elbow__name_3__obj_cup__physical_placement_fronted__object_first,against_elbow__name_3__obj_cup__physical_placement_fronted__object_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,fronted_location,object_first
against_elbow__name_3__obj_cup__physical_placement_fronted__object_first,against_elbow__name_3__obj_cup__physical_placement_fronted__object_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,fronted_location,object_first
against_elbow__name_3__obj_cup__physical_placement_fronted__object_first,against_elbow__name_3__obj_cup__physical_placement_fronted__object_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,fronted_location,object_first
against_elbow__name_3__obj_cup__physical_placement_person_subject__person_first,against_elbow__name_3__obj_cup__physical_placement_person_subject__person_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,person_subject,person_first
against_elbow__name_3__obj_cup__physical_placement_person_subject__person_first,against_elbow__name_3__obj_cup__physical_placement_person_subject__person_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,person_subject,person_first
against_elbow__name_3__obj_cup__physical_placement_person_subject__person_first,against_elbow__name_3__obj_cup__physical_placement_person_subject__person_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,person_subject,person_first
against_elbow__name_3__obj_cup__physical_placement_person_subject__object_first,against_elbow__name_3__obj_cup__physical_placement_person_subject__object_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,person_subject,object_first
against_elbow__name_3__obj_cup__physical_placement_person_subject__object_first,against_elbow__name_3__obj_cup__physical_placement_person_subject__object_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,person_subject,object_first
against_elbow__name_3__obj_cup__physical_placement_person_subject__object_first,against_elbow__name_3__obj_cup__physical_placement_person_subject__object_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,person_subject,object_first
against_elbow__name_3__obj_bag__physical_placement__person_first,against_elbow__name_3__obj_bag__physical_placement__person_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,object_subject,person_first
against_elbow__name_3__obj_bag__physical_placement__person_first,against_elbow__name_3__obj_bag__physical_placement__person_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,object_subject,person_first
against_elbow__name_3__obj_bag__physical_placement__person_first,against_elbow__name_3__obj_bag__physical_placement__person_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,object_subject,person_first
against_elbow__name_3__obj_bag__physical_placement__object_first,against_elbow__name_3__obj_bag__physical_placement__object_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,object_subject,object_first
against_elbow__name_3__obj_bag__physical_placement__object_first,against_elbow__name_3__obj_bag__physical_placement__object_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,object_subject,object_first
against_elbow__name_3__obj_bag__physical_placement__object_first,against_elbow__name_3__obj_bag__physical_placement__object_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,object_subject,object_first
against_elbow__name_3__obj_bag__physical_placement_fronted__person_first,against_elbow__name_3__obj_bag__physical_placement_fronted__person_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,fronted_location,person_first
against_elbow__name_3__obj_bag__physical_placement_fronted__person_first,against_elbow__name_3__obj_bag__physical_placement_fronted__person_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,fronted_location,person_first
against_elbow__name_3__obj_bag__physical_placement_fronted__person_first,against_elbow__name_3__obj_bag__physical_placement_fronted__person_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,fronted_location,person_first
against_elbow__name_3__obj_bag__physical_placement_fronted__object_first,against_elbow__name_3__obj_bag__physical_placement_fronted__object_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,fronted_location,object_first
against_elbow__name_3__obj_bag__physical_placement_fronted__object_first,against_elbow__name_3__obj_bag__physical_placement_fronted__object_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,fronted_location,object_first
against_elbow__name_3__obj_bag__physical_placement_fronted__object_first,against_elbow__name_3__obj_bag__physical_placement_fronted__object_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,fronted_location,object_first
against_elbow__name_3__obj_bag__physical_placement_person_subject__person_first,against_elbow__name_3__obj_bag__physical_placement_person_subject__person_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,person_subject,person_first
against_elbow__name_3__obj_bag__physical_placement_person_subject__person_first,against_elbow__name_3__obj_bag__physical_placement_person_subject__person_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,person_subject,person_first
against_elbow__name_3__obj_bag__physical_placement_person_subject__person_first,against_elbow__name_3__obj_bag__physical_placement_person_subject__person_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,person_subject,person_first
against_elbow__name_3__obj_bag__physical_placement_person_subject__object_first,against_elbow__name_3__obj_bag__physical_placement_person_subject__object_first__far_direct_far,far_evidence_only,direct_far,against_elbow,main,person_subject,object_first
against_elbow__name_3__obj_bag__physical_placement_person_subject__object_first,against_elbow__name_3__obj_bag__physical_placement_person_subject__object_first__far_synonym_distant,far_evidence_only,synonym_distant,against_elbow,main,person_subject,object_first
against_elbow__name_3__obj_bag__physical_placement_person_subject__object_first,against_elbow__name_3__obj_bag__physical_placement_person_subject__object_first__far_large_distance,far_evidence_only,large_distance,against_elbow,main,person_subject,object_first
neighboring_seat__name_0__obj_bag__physical_placement__person_first,neighboring_seat__name_0__obj_bag__physical_placement__person_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,object_subject,person_first
neighboring_seat__name_0__obj_bag__physical_placement__person_first,neighboring_seat__name_0__obj_bag__physical_placement__person_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,object_subject,person_first
neighboring_seat__name_0__obj_bag__physical_placement__person_first,neighboring_seat__name_0__obj_bag__physical_placement__person_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,object_subject,person_first
neighboring_seat__name_0__obj_bag__physical_placement__object_first,neighboring_seat__name_0__obj_bag__physical_placement__object_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,object_subject,object_first
neighboring_seat__name_0__obj_bag__physical_placement__object_first,neighboring_seat__name_0__obj_bag__physical_placement__object_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,object_subject,object_first
neighboring_seat__name_0__obj_bag__physical_placement__object_first,neighboring_seat__name_0__obj_bag__physical_placement__object_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,object_subject,object_first
neighboring_seat__name_0__obj_bag__physical_placement_fronted__person_first,neighboring_seat__name_0__obj_bag__physical_placement_fronted__person_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,fronted_location,person_first
neighboring_seat__name_0__obj_bag__physical_placement_fronted__person_first,neighboring_seat__name_0__obj_bag__physical_placement_fronted__person_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,fronted_location,person_first
neighboring_seat__name_0__obj_bag__physical_placement_fronted__person_first,neighboring_seat__name_0__obj_bag__physical_placement_fronted__person_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,fronted_location,person_first
neighboring_seat__name_0__obj_bag__physical_placement_fronted__object_first,neighboring_seat__name_0__obj_bag__physical_placement_fronted__object_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,fronted_location,object_first
neighboring_seat__name_0__obj_bag__physical_placement_fronted__object_first,neighboring_seat__name_0__obj_bag__physical_placement_fronted__object_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,fronted_location,object_first
neighboring_seat__name_0__obj_bag__physical_placement_fronted__object_first,neighboring_seat__name_0__obj_bag__physical_placement_fronted__object_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,fronted_location,object_first
neighboring_seat__name_0__obj_bag__physical_placement_person_subject__person_first,neighboring_seat__name_0__obj_bag__physical_placement_person_subject__person_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,person_subject,person_first
neighboring_seat__name_0__obj_bag__physical_placement_person_subject__person_first,neighboring_seat__name_0__obj_bag__physical_placement_person_subject__person_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,person_subject,person_first
neighboring_seat__name_0__obj_bag__physical_placement_person_subject__person_first,neighboring_seat__name_0__obj_bag__physical_placement_person_subject__person_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,person_subject,person_first
neighboring_seat__name_0__obj_bag__physical_placement_person_subject__object_first,neighboring_seat__name_0__obj_bag__physical_placement_person_subject__object_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,person_subject,object_first
neighboring_seat__name_0__obj_bag__physical_placement_person_subject__object_first,neighboring_seat__name_0__obj_bag__physical_placement_person_subject__object_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,person_subject,object_first
neighboring_seat__name_0__obj_bag__physical_placement_person_subject__object_first,neighboring_seat__name_0__obj_bag__physical_placement_person_subject__object_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,person_subject,object_first
neighboring_seat__name_0__obj_book__physical_placement__person_first,neighboring_seat__name_0__obj_book__physical_placement__person_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,object_subject,person_first
neighboring_seat__name_0__obj_book__physical_placement__person_first,neighboring_seat__name_0__obj_book__physical_placement__person_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,object_subject,person_first
neighboring_seat__name_0__obj_book__physical_placement__person_first,neighboring_seat__name_0__obj_book__physical_placement__person_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,object_subject,person_first
neighboring_seat__name_0__obj_book__physical_placement__object_first,neighboring_seat__name_0__obj_book__physical_placement__object_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,object_subject,object_first
neighboring_seat__name_0__obj_book__physical_placement__object_first,neighboring_seat__name_0__obj_book__physical_placement__object_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,object_subject,object_first
neighboring_seat__name_0__obj_book__physical_placement__object_first,neighboring_seat__name_0__obj_book__physical_placement__object_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,object_subject,object_first
neighboring_seat__name_0__obj_book__physical_placement_fronted__person_first,neighboring_seat__name_0__obj_book__physical_placement_fronted__person_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,fronted_location,person_first
neighboring_seat__name_0__obj_book__physical_placement_fronted__person_first,neighboring_seat__name_0__obj_book__physical_placement_fronted__person_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,fronted_location,person_first
neighboring_seat__name_0__obj_book__physical_placement_fronted__person_first,neighboring_seat__name_0__obj_book__physical_placement_fronted__person_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,fronted_location,person_first
neighboring_seat__name_0__obj_book__physical_placement_fronted__object_first,neighboring_seat__name_0__obj_book__physical_placement_fronted__object_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,fronted_location,object_first
neighboring_seat__name_0__obj_book__physical_placement_fronted__object_first,neighboring_seat__name_0__obj_book__physical_placement_fronted__object_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,fronted_location,object_first
neighboring_seat__name_0__obj_book__physical_placement_fronted__object_first,neighboring_seat__name_0__obj_book__physical_placement_fronted__object_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,fronted_location,object_first
neighboring_seat__name_0__obj_book__physical_placement_person_subject__person_first,neighboring_seat__name_0__obj_book__physical_placement_person_subject__person_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,person_subject,person_first
neighboring_seat__name_0__obj_book__physical_placement_person_subject__person_first,neighboring_seat__name_0__obj_book__physical_placement_person_subject__person_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,person_subject,person_first
neighboring_seat__name_0__obj_book__physical_placement_person_subject__person_first,neighboring_seat__name_0__obj_book__physical_placement_person_subject__person_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,person_subject,person_first
neighboring_seat__name_0__obj_book__physical_placement_person_subject__object_first,neighboring_seat__name_0__obj_book__physical_placement_person_subject__object_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,person_subject,object_first
neighboring_seat__name_0__obj_book__physical_placement_person_subject__object_first,neighboring_seat__name_0__obj_book__physical_placement_person_subject__object_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,person_subject,object_first
neighboring_seat__name_0__obj_book__physical_placement_person_subject__object_first,neighboring_seat__name_0__obj_book__physical_placement_person_subject__object_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,person_subject,object_first
neighboring_seat__name_0__obj_helmet__physical_placement__person_first,neighboring_seat__name_0__obj_helmet__physical_placement__person_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,object_subject,person_first
neighboring_seat__name_0__obj_helmet__physical_placement__person_first,neighboring_seat__name_0__obj_helmet__physical_placement__person_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,object_subject,person_first
neighboring_seat__name_0__obj_helmet__physical_placement__person_first,neighboring_seat__name_0__obj_helmet__physical_placement__person_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,object_subject,person_first
neighboring_seat__name_0__obj_helmet__physical_placement__object_first,neighboring_seat__name_0__obj_helmet__physical_placement__object_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,object_subject,object_first
neighboring_seat__name_0__obj_helmet__physical_placement__object_first,neighboring_seat__name_0__obj_helmet__physical_placement__object_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,object_subject,object_first
neighboring_seat__name_0__obj_helmet__physical_placement__object_first,neighboring_seat__name_0__obj_helmet__physical_placement__object_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,object_subject,object_first
neighboring_seat__name_0__obj_helmet__physical_placement_fronted__person_first,neighboring_seat__name_0__obj_helmet__physical_placement_fronted__person_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,fronted_location,person_first
neighboring_seat__name_0__obj_helmet__physical_placement_fronted__person_first,neighboring_seat__name_0__obj_helmet__physical_placement_fronted__person_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,fronted_location,person_first
neighboring_seat__name_0__obj_helmet__physical_placement_fronted__person_first,neighboring_seat__name_0__obj_helmet__physical_placement_fronted__person_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,fronted_location,person_first
neighboring_seat__name_0__obj_helmet__physical_placement_fronted__object_first,neighboring_seat__name_0__obj_helmet__physical_placement_fronted__object_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,fronted_location,object_first
neighboring_seat__name_0__obj_helmet__physical_placement_fronted__object_first,neighboring_seat__name_0__obj_helmet__physical_placement_fronted__object_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,fronted_location,object_first
neighboring_seat__name_0__obj_helmet__physical_placement_fronted__object_first,neighboring_seat__name_0__obj_helmet__physical_placement_fronted__object_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,fronted_location,object_first
neighboring_seat__name_0__obj_helmet__physical_placement_person_subject__person_first,neighboring_seat__name_0__obj_helmet__physical_placement_person_subject__person_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,person_subject,person_first
neighboring_seat__name_0__obj_helmet__physical_placement_person_subject__person_first,neighboring_seat__name_0__obj_helmet__physical_placement_person_subject__person_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,person_subject,person_first
neighboring_seat__name_0__obj_helmet__physical_placement_person_subject__person_first,neighboring_seat__name_0__obj_helmet__physical_placement_person_subject__person_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,person_subject,person_first
neighboring_seat__name_0__obj_helmet__physical_placement_person_subject__object_first,neighboring_seat__name_0__obj_helmet__physical_placement_person_subject__object_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,person_subject,object_first
neighboring_seat__name_0__obj_helmet__physical_placement_person_subject__object_first,neighboring_seat__name_0__obj_helmet__physical_placement_person_subject__object_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,person_subject,object_first
neighboring_seat__name_0__obj_helmet__physical_placement_person_subject__object_first,neighboring_seat__name_0__obj_helmet__physical_placement_person_subject__object_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,person_subject,object_first
neighboring_seat__name_0__obj_ball__physical_placement__person_first,neighboring_seat__name_0__obj_ball__physical_placement__person_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,object_subject,person_first
neighboring_seat__name_0__obj_ball__physical_placement__person_first,neighboring_seat__name_0__obj_ball__physical_placement__person_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,object_subject,person_first
neighboring_seat__name_0__obj_ball__physical_placement__person_first,neighboring_seat__name_0__obj_ball__physical_placement__person_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,object_subject,person_first
neighboring_seat__name_0__obj_ball__physical_placement__object_first,neighboring_seat__name_0__obj_ball__physical_placement__object_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,object_subject,object_first
neighboring_seat__name_0__obj_ball__physical_placement__object_first,neighboring_seat__name_0__obj_ball__physical_placement__object_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,object_subject,object_first
neighboring_seat__name_0__obj_ball__physical_placement__object_first,neighboring_seat__name_0__obj_ball__physical_placement__object_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,object_subject,object_first
neighboring_seat__name_0__obj_ball__physical_placement_fronted__person_first,neighboring_seat__name_0__obj_ball__physical_placement_fronted__person_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,fronted_location,person_first
neighboring_seat__name_0__obj_ball__physical_placement_fronted__person_first,neighboring_seat__name_0__obj_ball__physical_placement_fronted__person_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,fronted_location,person_first
neighboring_seat__name_0__obj_ball__physical_placement_fronted__person_first,neighboring_seat__name_0__obj_ball__physical_placement_fronted__person_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,fronted_location,person_first
neighboring_seat__name_0__obj_ball__physical_placement_fronted__object_first,neighboring_seat__name_0__obj_ball__physical_placement_fronted__object_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,fronted_location,object_first
neighboring_seat__name_0__obj_ball__physical_placement_fronted__object_first,neighboring_seat__name_0__obj_ball__physical_placement_fronted__object_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,fronted_location,object_first
neighboring_seat__name_0__obj_ball__physical_placement_fronted__object_first,neighboring_seat__name_0__obj_ball__physical_placement_fronted__object_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,fronted_location,object_first
neighboring_seat__name_0__obj_ball__physical_placement_person_subject__person_first,neighboring_seat__name_0__obj_ball__physical_placement_person_subject__person_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,person_subject,person_first
neighboring_seat__name_0__obj_ball__physical_placement_person_subject__person_first,neighboring_seat__name_0__obj_ball__physical_placement_person_subject__person_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,person_subject,person_first
neighboring_seat__name_0__obj_ball__physical_placement_person_subject__person_first,neighboring_seat__name_0__obj_ball__physical_placement_person_subject__person_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,person_subject,person_first
neighboring_seat__name_0__obj_ball__physical_placement_person_subject__object_first,neighboring_seat__name_0__obj_ball__physical_placement_person_subject__object_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,person_subject,object_first
neighboring_seat__name_0__obj_ball__physical_placement_person_subject__object_first,neighboring_seat__name_0__obj_ball__physical_placement_person_subject__object_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,person_subject,object_first
neighboring_seat__name_0__obj_ball__physical_placement_person_subject__object_first,neighboring_seat__name_0__obj_ball__physical_placement_person_subject__object_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,person_subject,object_first
neighboring_seat__name_1__obj_bag__physical_placement__person_first,neighboring_seat__name_1__obj_bag__physical_placement__person_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,object_subject,person_first
neighboring_seat__name_1__obj_bag__physical_placement__person_first,neighboring_seat__name_1__obj_bag__physical_placement__person_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,object_subject,person_first
neighboring_seat__name_1__obj_bag__physical_placement__person_first,neighboring_seat__name_1__obj_bag__physical_placement__person_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,object_subject,person_first
neighboring_seat__name_1__obj_bag__physical_placement__object_first,neighboring_seat__name_1__obj_bag__physical_placement__object_first__far_direct_far,far_evidence_only,direct_far,neighboring_seat,main,object_subject,object_first
neighboring_seat__name_1__obj_bag__physical_placement__object_first,neighboring_seat__name_1__obj_bag__physical_placement__object_first__far_synonym_distant,far_evidence_only,synonym_distant,neighboring_seat,main,object_subject,object_first
neighboring_seat__name_1__obj_bag__physical_placement__object_first,neighboring_seat__name_1__obj_bag__physical_placement__object_first__far_large_distance,far_evidence_only,large_distance,neighboring_seat,main,object_subject,object_first
