probe_id,probe_version,scene_id,scene_role,name_id,object_id,condition_id,context_structure,context_entity_order,target_order,reverses_context_entity_order,evidence_type,setting,assumption,include_in_primary_scene_summary,gold_requires_unstated_worn_shoes,Context1,Context2,Target1,Target2,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count,source_probe_id,source_probe_version,probe_type,far_wording_match_id,close_evidence_type,close_context_structure,far_context_entity_order,far_variant_id,far_evidence_type,far_setting_explicit,far_target_repeats_context,far_context_structure
neighboring_seat__name_3__obj_ball__physical_placement_fronted__object_first,1.0,neighboring_seat,main,name_3,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,On the seat immediately beside Omar is the ball.,Across the full width of a large waiting room from Omar is the ball.,The ball is close to Omar.,The ball is far from Omar.,9,10,14,15,6,7,6,7,neighboring_seat__name_3__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,neighboring_seat__name_3__obj_ball__physical_placement_fronted__object_first,adjacent_surface,fronted_location,person_first,across_space,large_space_separation,True,False,fronted_location
neighboring_seat__name_3__obj_ball__physical_placement_fronted__object_first__far_direct_far,1.0,neighboring_seat,main,name_3,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,On the seat immediately beside Omar is the ball.,Far from Omar is the ball.,The ball is close to Omar.,The ball is far from Omar.,9,10,6,7,6,7,6,7,neighboring_seat__name_3__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,neighboring_seat__name_3__obj_ball__physical_placement_fronted__object_first,adjacent_surface,fronted_location,person_first,direct_far,explicit_relation,False,False,fronted_location
neighboring_seat__name_3__obj_ball__physical_placement_fronted__object_first__far_synonym_distant,1.0,neighboring_seat,main,name_3,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,On the seat immediately beside Omar is the ball.,Distant from Omar is the ball.,The ball is close to Omar.,The ball is far from Omar.,9,10,6,8,6,7,6,7,neighboring_seat__name_3__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,neighboring_seat__name_3__obj_ball__physical_placement_fronted__object_first,adjacent_surface,fronted_location,person_first,synonym_distant,distance_synonym,False,False,fronted_location
neighboring_seat__name_3__obj_ball__physical_placement_fronted__object_first__far_large_distance,1.0,neighboring_seat,main,name_3,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,On the seat immediately beside Omar is the ball.,A large distance separates Omar and the ball.,The ball is close to Omar.,The ball is far from Omar.,9,10,8,9,6,7,6,7,neighboring_seat__name_3__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,neighboring_seat__name_3__obj_ball__physical_placement_fronted__object_first,adjacent_surface,fronted_location,person_first,large_distance,distance_magnitude_phrase,False,False,distance_subject
neighboring_seat__name_3__obj_ball__physical_placement_person_subject__person_first,1.0,neighboring_seat,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,Omar sits immediately beside the seat holding the ball.,Omar is across the full width of a large waiting room from the ball.,Omar is close to the ball.,Omar is far from the ball.,9,11,14,16,6,8,6,8,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__person_first,adjacent_surface,person_subject,person_first,across_space,large_space_separation,True,False,person_subject
neighboring_seat__name_3__obj_ball__physical_placement_person_subject__person_first__far_direct_far,1.0,neighboring_seat,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,Omar sits immediately beside the seat holding the ball.,Omar is far from the ball.,Omar is close to the ball.,Omar is far from the ball.,9,11,6,8,6,8,6,8,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__person_first,adjacent_surface,person_subject,person_first,direct_far,explicit_relation,False,True,person_subject
neighboring_seat__name_3__obj_ball__physical_placement_person_subject__person_first__far_synonym_distant,1.0,neighboring_seat,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,Omar sits immediately beside the seat holding the ball.,Omar is distant from the ball.,Omar is close to the ball.,Omar is far from the ball.,9,11,6,8,6,8,6,8,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__person_first,adjacent_surface,person_subject,person_first,synonym_distant,distance_synonym,False,False,person_subject
neighboring_seat__name_3__obj_ball__physical_placement_person_subject__person_first__far_large_distance,1.0,neighboring_seat,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,Omar sits immediately beside the seat holding the ball.,Omar and the ball are separated by a large distance.,Omar is close to the ball.,Omar is far from the ball.,9,11,10,12,6,8,6,8,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__person_first,adjacent_surface,person_subject,person_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
neighboring_seat__name_3__obj_ball__physical_placement_person_subject__object_first,1.0,neighboring_seat,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,Omar sits immediately beside the seat holding the ball.,Omar is across the full width of a large waiting room from the ball.,The ball is close to Omar.,The ball is far from Omar.,9,11,14,16,6,7,6,7,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__object_first,adjacent_surface,person_subject,person_first,across_space,large_space_separation,True,False,person_subject
neighboring_seat__name_3__obj_ball__physical_placement_person_subject__object_first__far_direct_far,1.0,neighboring_seat,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,Omar sits immediately beside the seat holding the ball.,Omar is far from the ball.,The ball is close to Omar.,The ball is far from Omar.,9,11,6,8,6,7,6,7,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__object_first,adjacent_surface,person_subject,person_first,direct_far,explicit_relation,False,False,person_subject
neighboring_seat__name_3__obj_ball__physical_placement_person_subject__object_first__far_synonym_distant,1.0,neighboring_seat,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,Omar sits immediately beside the seat holding the ball.,Omar is distant from the ball.,The ball is close to Omar.,The ball is far from Omar.,9,11,6,8,6,7,6,7,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__object_first,adjacent_surface,person_subject,person_first,synonym_distant,distance_synonym,False,False,person_subject
neighboring_seat__name_3__obj_ball__physical_placement_person_subject__object_first__far_large_distance,1.0,neighboring_seat,main,name_3,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,adjacent_surface,waiting_room,The seat is immediately beside the person; this scene contains the proximity cue beside.,True,False,Omar sits immediately beside the seat holding the ball.,Omar and the ball are separated by a large distance.,The ball is close to Omar.,The ball is far from Omar.,9,11,10,12,6,7,6,7,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,neighboring_seat__name_3__obj_ball__physical_placement_person_subject__object_first,adjacent_surface,person_subject,person_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
shared_floor_tile__name_0__obj_ball__physical_placement__person_first,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement,object_subject,object_first,person_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The ball is on the small floor tile under Maya's feet.,The ball is across the full length of a large hall from Maya.,Maya is close to the ball.,Maya is far from the ball.,12,13,13,14,6,8,6,8,shared_floor_tile__name_0__obj_ball__physical_placement__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement__person_first,shared_small_surface,object_subject,object_first,across_space,large_space_separation,True,False,object_subject
shared_floor_tile__name_0__obj_ball__physical_placement__person_first__far_direct_far,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement,object_subject,object_first,person_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The ball is on the small floor tile under Maya's feet.,The ball is far from Maya.,Maya is close to the ball.,Maya is far from the ball.,12,13,6,7,6,8,6,8,shared_floor_tile__name_0__obj_ball__physical_placement__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement__person_first,shared_small_surface,object_subject,object_first,direct_far,explicit_relation,False,False,object_subject
shared_floor_tile__name_0__obj_ball__physical_placement__person_first__far_synonym_distant,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement,object_subject,object_first,person_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The ball is on the small floor tile under Maya's feet.,The ball is distant from Maya.,Maya is close to the ball.,Maya is far from the ball.,12,13,6,7,6,8,6,8,shared_floor_tile__name_0__obj_ball__physical_placement__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement__person_first,shared_small_surface,object_subject,object_first,synonym_distant,distance_synonym,False,False,object_subject
shared_floor_tile__name_0__obj_ball__physical_placement__person_first__far_large_distance,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement,object_subject,object_first,person_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The ball is on the small floor tile under Maya's feet.,The ball and Maya are separated by a large distance.,Maya is close to the ball.,Maya is far from the ball.,12,13,10,11,6,8,6,8,shared_floor_tile__name_0__obj_ball__physical_placement__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement__person_first,shared_small_surface,object_subject,object_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
shared_floor_tile__name_0__obj_ball__physical_placement__object_first,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement,object_subject,object_first,object_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The ball is on the small floor tile under Maya's feet.,The ball is across the full length of a large hall from Maya.,The ball is close to Maya.,The ball is far from Maya.,12,13,13,14,6,7,6,7,shared_floor_tile__name_0__obj_ball__physical_placement__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement__object_first,shared_small_surface,object_subject,object_first,across_space,large_space_separation,True,False,object_subject
shared_floor_tile__name_0__obj_ball__physical_placement__object_first__far_direct_far,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement,object_subject,object_first,object_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The ball is on the small floor tile under Maya's feet.,The ball is far from Maya.,The ball is close to Maya.,The ball is far from Maya.,12,13,6,7,6,7,6,7,shared_floor_tile__name_0__obj_ball__physical_placement__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement__object_first,shared_small_surface,object_subject,object_first,direct_far,explicit_relation,False,True,object_subject
shared_floor_tile__name_0__obj_ball__physical_placement__object_first__far_synonym_distant,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement,object_subject,object_first,object_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The ball is on the small floor tile under Maya's feet.,The ball is distant from Maya.,The ball is close to Maya.,The ball is far from Maya.,12,13,6,7,6,7,6,7,shared_floor_tile__name_0__obj_ball__physical_placement__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement__object_first,shared_small_surface,object_subject,object_first,synonym_distant,distance_synonym,False,False,object_subject
shared_floor_tile__name_0__obj_ball__physical_placement__object_first__far_large_distance,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement,object_subject,object_first,object_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The ball is on the small floor tile under Maya's feet.,The ball and Maya are separated by a large distance.,The ball is close to Maya.,The ball is far from Maya.,12,13,10,11,6,7,6,7,shared_floor_tile__name_0__obj_ball__physical_placement__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement__object_first,shared_small_surface,object_subject,object_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
shared_floor_tile__name_0__obj_ball__physical_placement_fronted__person_first,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the ball.,Across the full length of a large hall from Maya is the ball.,Maya is close to the ball.,Maya is far from the ball.,12,13,13,14,6,8,6,8,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__person_first,shared_small_surface,fronted_location,person_first,across_space,large_space_separation,True,False,fronted_location
shared_floor_tile__name_0__obj_ball__physical_placement_fronted__person_first__far_direct_far,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the ball.,Far from Maya is the ball.,Maya is close to the ball.,Maya is far from the ball.,12,13,6,7,6,8,6,8,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__person_first,shared_small_surface,fronted_location,person_first,direct_far,explicit_relation,False,False,fronted_location
shared_floor_tile__name_0__obj_ball__physical_placement_fronted__person_first__far_synonym_distant,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the ball.,Distant from Maya is the ball.,Maya is close to the ball.,Maya is far from the ball.,12,13,6,8,6,8,6,8,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__person_first,shared_small_surface,fronted_location,person_first,synonym_distant,distance_synonym,False,False,fronted_location
shared_floor_tile__name_0__obj_ball__physical_placement_fronted__person_first__far_large_distance,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the ball.,A large distance separates Maya and the ball.,Maya is close to the ball.,Maya is far from the ball.,12,13,8,9,6,8,6,8,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__person_first,shared_small_surface,fronted_location,person_first,large_distance,distance_magnitude_phrase,False,False,distance_subject
shared_floor_tile__name_0__obj_ball__physical_placement_fronted__object_first,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the ball.,Across the full length of a large hall from Maya is the ball.,The ball is close to Maya.,The ball is far from Maya.,12,13,13,14,6,7,6,7,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__object_first,shared_small_surface,fronted_location,person_first,across_space,large_space_separation,True,False,fronted_location
shared_floor_tile__name_0__obj_ball__physical_placement_fronted__object_first__far_direct_far,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the ball.,Far from Maya is the ball.,The ball is close to Maya.,The ball is far from Maya.,12,13,6,7,6,7,6,7,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__object_first,shared_small_surface,fronted_location,person_first,direct_far,explicit_relation,False,False,fronted_location
shared_floor_tile__name_0__obj_ball__physical_placement_fronted__object_first__far_synonym_distant,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the ball.,Distant from Maya is the ball.,The ball is close to Maya.,The ball is far from Maya.,12,13,6,8,6,7,6,7,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__object_first,shared_small_surface,fronted_location,person_first,synonym_distant,distance_synonym,False,False,fronted_location
shared_floor_tile__name_0__obj_ball__physical_placement_fronted__object_first__far_large_distance,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_fronted,fronted_location,person_first,object_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,On the small floor tile under Maya's feet is the ball.,A large distance separates Maya and the ball.,The ball is close to Maya.,The ball is far from Maya.,12,13,8,9,6,7,6,7,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_fronted__object_first,shared_small_surface,fronted_location,person_first,large_distance,distance_magnitude_phrase,False,False,distance_subject
shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__person_first,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,Maya stands on the same small floor tile as the ball.,Maya is across the full length of a large hall from the ball.,Maya is close to the ball.,Maya is far from the ball.,11,13,13,15,6,8,6,8,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__person_first,shared_small_surface,person_subject,person_first,across_space,large_space_separation,True,False,person_subject
shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__person_first__far_direct_far,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,Maya stands on the same small floor tile as the ball.,Maya is far from the ball.,Maya is close to the ball.,Maya is far from the ball.,11,13,6,8,6,8,6,8,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__person_first,shared_small_surface,person_subject,person_first,direct_far,explicit_relation,False,True,person_subject
shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__person_first__far_synonym_distant,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,Maya stands on the same small floor tile as the ball.,Maya is distant from the ball.,Maya is close to the ball.,Maya is far from the ball.,11,13,6,8,6,8,6,8,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__person_first,shared_small_surface,person_subject,person_first,synonym_distant,distance_synonym,False,False,person_subject
shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__person_first__far_large_distance,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,person_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,Maya stands on the same small floor tile as the ball.,Maya and the ball are separated by a large distance.,Maya is close to the ball.,Maya is far from the ball.,11,13,10,12,6,8,6,8,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__person_first,shared_small_surface,person_subject,person_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__object_first,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,Maya stands on the same small floor tile as the ball.,Maya is across the full length of a large hall from the ball.,The ball is close to Maya.,The ball is far from Maya.,11,13,13,15,6,7,6,7,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__object_first,shared_small_surface,person_subject,person_first,across_space,large_space_separation,True,False,person_subject
shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__object_first__far_direct_far,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,Maya stands on the same small floor tile as the ball.,Maya is far from the ball.,The ball is close to Maya.,The ball is far from Maya.,11,13,6,8,6,7,6,7,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__object_first,shared_small_surface,person_subject,person_first,direct_far,explicit_relation,False,False,person_subject
shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__object_first__far_synonym_distant,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,Maya stands on the same small floor tile as the ball.,Maya is distant from the ball.,The ball is close to Maya.,The ball is far from Maya.,11,13,6,8,6,7,6,7,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__object_first,shared_small_surface,person_subject,person_first,synonym_distant,distance_synonym,False,False,person_subject
shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__object_first__far_large_distance,1.0,shared_floor_tile,main,name_0,obj_ball,physical_placement_person_subject,person_subject,person_first,object_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,Maya stands on the same small floor tile as the ball.,Maya and the ball are separated by a large distance.,The ball is close to Maya.,The ball is far from Maya.,11,13,10,12,6,7,6,7,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_ball__physical_placement_person_subject__object_first,shared_small_surface,person_subject,person_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
shared_floor_tile__name_0__obj_bag__physical_placement__person_first,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement,object_subject,object_first,person_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The bag is on the small floor tile under Maya's feet.,The bag is across the full length of a large hall from Maya.,Maya is close to the bag.,Maya is far from the bag.,12,13,13,14,6,8,6,8,shared_floor_tile__name_0__obj_bag__physical_placement__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement__person_first,shared_small_surface,object_subject,object_first,across_space,large_space_separation,True,False,object_subject
shared_floor_tile__name_0__obj_bag__physical_placement__person_first__far_direct_far,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement,object_subject,object_first,person_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The bag is on the small floor tile under Maya's feet.,The bag is far from Maya.,Maya is close to the bag.,Maya is far from the bag.,12,13,6,7,6,8,6,8,shared_floor_tile__name_0__obj_bag__physical_placement__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement__person_first,shared_small_surface,object_subject,object_first,direct_far,explicit_relation,False,False,object_subject
shared_floor_tile__name_0__obj_bag__physical_placement__person_first__far_synonym_distant,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement,object_subject,object_first,person_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The bag is on the small floor tile under Maya's feet.,The bag is distant from Maya.,Maya is close to the bag.,Maya is far from the bag.,12,13,6,7,6,8,6,8,shared_floor_tile__name_0__obj_bag__physical_placement__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement__person_first,shared_small_surface,object_subject,object_first,synonym_distant,distance_synonym,False,False,object_subject
shared_floor_tile__name_0__obj_bag__physical_placement__person_first__far_large_distance,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement,object_subject,object_first,person_first,True,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The bag is on the small floor tile under Maya's feet.,The bag and Maya are separated by a large distance.,Maya is close to the bag.,Maya is far from the bag.,12,13,10,11,6,8,6,8,shared_floor_tile__name_0__obj_bag__physical_placement__person_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement__person_first,shared_small_surface,object_subject,object_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
shared_floor_tile__name_0__obj_bag__physical_placement__object_first,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement,object_subject,object_first,object_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The bag is on the small floor tile under Maya's feet.,The bag is across the full length of a large hall from Maya.,The bag is close to Maya.,The bag is far from Maya.,12,13,13,14,6,7,6,7,shared_floor_tile__name_0__obj_bag__physical_placement__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement__object_first,shared_small_surface,object_subject,object_first,across_space,large_space_separation,True,False,object_subject
shared_floor_tile__name_0__obj_bag__physical_placement__object_first__far_direct_far,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement,object_subject,object_first,object_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The bag is on the small floor tile under Maya's feet.,The bag is far from Maya.,The bag is close to Maya.,The bag is far from Maya.,12,13,6,7,6,7,6,7,shared_floor_tile__name_0__obj_bag__physical_placement__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement__object_first,shared_small_surface,object_subject,object_first,direct_far,explicit_relation,False,True,object_subject
shared_floor_tile__name_0__obj_bag__physical_placement__object_first__far_synonym_distant,1.0,shared_floor_tile,main,name_0,obj_bag,physical_placement,object_subject,object_first,object_first,False,shared_small_surface,hall,The small tile under the person's feet is their standing location.,True,False,The bag is on the small floor tile under Maya's feet.,The bag is distant from Maya.,The bag is close to Maya.,The bag is far from Maya.,12,13,6,7,6,7,6,7,shared_floor_tile__name_0__obj_bag__physical_placement__object_first,1.0,close_far_far_wording_controls,shared_floor_tile__name_0__obj_bag__physical_placement__object_first,shared_small_surface,object_subject,object_first,synonym_distant,distance_synonym,False,False,object_subject
