reference_probe_id,variant_probe_id,control,wording_family_id,source_scene_id,context_structure,target_order
against_elbow__name_1__obj_bag__physical_placement_person_subject__person_first,against_elbow__name_1__obj_bag__physical_placement_person_subject__person_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,person_subject,person_first
against_elbow__name_1__obj_bag__physical_placement_person_subject__person_first__close_direct_labels,paired__name_1__obj_bag__person_subject__person_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,person_subject,person_first
against_elbow__name_1__obj_bag__physical_placement_person_subject__person_first,against_elbow__name_1__obj_bag__physical_placement_person_subject__person_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,person_subject,person_first
against_elbow__name_1__obj_bag__physical_placement_person_subject__person_first__close_proximity_synonyms,paired__name_1__obj_bag__person_subject__person_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,person_subject,person_first
against_elbow__name_1__obj_bag__physical_placement_person_subject__person_first,against_elbow__name_1__obj_bag__physical_placement_person_subject__person_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,person_subject,person_first
against_elbow__name_1__obj_bag__physical_placement_person_subject__person_first__close_distance_short_long,paired__name_1__obj_bag__person_subject__person_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,person_subject,person_first
against_elbow__name_1__obj_bag__physical_placement_person_subject__person_first,against_elbow__name_1__obj_bag__physical_placement_person_subject__person_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,person_subject,person_first
against_elbow__name_1__obj_bag__physical_placement_person_subject__person_first__close_distance_small_large,paired__name_1__obj_bag__person_subject__person_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,person_subject,person_first
against_elbow__name_1__obj_bag__physical_placement_person_subject__object_first,against_elbow__name_1__obj_bag__physical_placement_person_subject__object_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,person_subject,object_first
against_elbow__name_1__obj_bag__physical_placement_person_subject__object_first__close_direct_labels,paired__name_1__obj_bag__person_subject__object_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,person_subject,object_first
against_elbow__name_1__obj_bag__physical_placement_person_subject__object_first,against_elbow__name_1__obj_bag__physical_placement_person_subject__object_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,person_subject,object_first
against_elbow__name_1__obj_bag__physical_placement_person_subject__object_first__close_proximity_synonyms,paired__name_1__obj_bag__person_subject__object_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,person_subject,object_first
against_elbow__name_1__obj_bag__physical_placement_person_subject__object_first,against_elbow__name_1__obj_bag__physical_placement_person_subject__object_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,person_subject,object_first
against_elbow__name_1__obj_bag__physical_placement_person_subject__object_first__close_distance_short_long,paired__name_1__obj_bag__person_subject__object_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,person_subject,object_first
against_elbow__name_1__obj_bag__physical_placement_person_subject__object_first,against_elbow__name_1__obj_bag__physical_placement_person_subject__object_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,person_subject,object_first
against_elbow__name_1__obj_bag__physical_placement_person_subject__object_first__close_distance_small_large,paired__name_1__obj_bag__person_subject__object_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,person_subject,object_first
against_elbow__name_2__obj_ball__physical_placement__person_first,against_elbow__name_2__obj_ball__physical_placement__person_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,object_subject,person_first
against_elbow__name_2__obj_ball__physical_placement__person_first__close_direct_labels,paired__name_2__obj_ball__object_subject__person_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,object_subject,person_first
against_elbow__name_2__obj_ball__physical_placement__person_first,against_elbow__name_2__obj_ball__physical_placement__person_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,object_subject,person_first
against_elbow__name_2__obj_ball__physical_placement__person_first__close_proximity_synonyms,paired__name_2__obj_ball__object_subject__person_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,object_subject,person_first
against_elbow__name_2__obj_ball__physical_placement__person_first,against_elbow__name_2__obj_ball__physical_placement__person_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,object_subject,person_first
against_elbow__name_2__obj_ball__physical_placement__person_first__close_distance_short_long,paired__name_2__obj_ball__object_subject__person_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,object_subject,person_first
against_elbow__name_2__obj_ball__physical_placement__person_first,against_elbow__name_2__obj_ball__physical_placement__person_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,object_subject,person_first
against_elbow__name_2__obj_ball__physical_placement__person_first__close_distance_small_large,paired__name_2__obj_ball__object_subject__person_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,object_subject,person_first
against_elbow__name_2__obj_ball__physical_placement__object_first,against_elbow__name_2__obj_ball__physical_placement__object_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,object_subject,object_first
against_elbow__name_2__obj_ball__physical_placement__object_first__close_direct_labels,paired__name_2__obj_ball__object_subject__object_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,object_subject,object_first
against_elbow__name_2__obj_ball__physical_placement__object_first,against_elbow__name_2__obj_ball__physical_placement__object_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,object_subject,object_first
against_elbow__name_2__obj_ball__physical_placement__object_first__close_proximity_synonyms,paired__name_2__obj_ball__object_subject__object_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,object_subject,object_first
against_elbow__name_2__obj_ball__physical_placement__object_first,against_elbow__name_2__obj_ball__physical_placement__object_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,object_subject,object_first
against_elbow__name_2__obj_ball__physical_placement__object_first__close_distance_short_long,paired__name_2__obj_ball__object_subject__object_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,object_subject,object_first
against_elbow__name_2__obj_ball__physical_placement__object_first,against_elbow__name_2__obj_ball__physical_placement__object_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,object_subject,object_first
against_elbow__name_2__obj_ball__physical_placement__object_first__close_distance_small_large,paired__name_2__obj_ball__object_subject__object_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,object_subject,object_first
against_elbow__name_2__obj_ball__physical_placement_fronted__person_first,against_elbow__name_2__obj_ball__physical_placement_fronted__person_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_ball__physical_placement_fronted__person_first__close_direct_labels,paired__name_2__obj_ball__fronted_location__person_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_ball__physical_placement_fronted__person_first,against_elbow__name_2__obj_ball__physical_placement_fronted__person_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_ball__physical_placement_fronted__person_first__close_proximity_synonyms,paired__name_2__obj_ball__fronted_location__person_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_ball__physical_placement_fronted__person_first,against_elbow__name_2__obj_ball__physical_placement_fronted__person_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_ball__physical_placement_fronted__person_first__close_distance_short_long,paired__name_2__obj_ball__fronted_location__person_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_ball__physical_placement_fronted__person_first,against_elbow__name_2__obj_ball__physical_placement_fronted__person_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_ball__physical_placement_fronted__person_first__close_distance_small_large,paired__name_2__obj_ball__fronted_location__person_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_ball__physical_placement_fronted__object_first,against_elbow__name_2__obj_ball__physical_placement_fronted__object_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_ball__physical_placement_fronted__object_first__close_direct_labels,paired__name_2__obj_ball__fronted_location__object_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_ball__physical_placement_fronted__object_first,against_elbow__name_2__obj_ball__physical_placement_fronted__object_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_ball__physical_placement_fronted__object_first__close_proximity_synonyms,paired__name_2__obj_ball__fronted_location__object_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_ball__physical_placement_fronted__object_first,against_elbow__name_2__obj_ball__physical_placement_fronted__object_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_ball__physical_placement_fronted__object_first__close_distance_short_long,paired__name_2__obj_ball__fronted_location__object_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_ball__physical_placement_fronted__object_first,against_elbow__name_2__obj_ball__physical_placement_fronted__object_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_ball__physical_placement_fronted__object_first__close_distance_small_large,paired__name_2__obj_ball__fronted_location__object_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__person_first,against_elbow__name_2__obj_ball__physical_placement_person_subject__person_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,person_subject,person_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__person_first__close_direct_labels,paired__name_2__obj_ball__person_subject__person_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,person_subject,person_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__person_first,against_elbow__name_2__obj_ball__physical_placement_person_subject__person_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,person_subject,person_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__person_first__close_proximity_synonyms,paired__name_2__obj_ball__person_subject__person_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,person_subject,person_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__person_first,against_elbow__name_2__obj_ball__physical_placement_person_subject__person_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,person_subject,person_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__person_first__close_distance_short_long,paired__name_2__obj_ball__person_subject__person_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,person_subject,person_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__person_first,against_elbow__name_2__obj_ball__physical_placement_person_subject__person_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,person_subject,person_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__person_first__close_distance_small_large,paired__name_2__obj_ball__person_subject__person_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,person_subject,person_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__object_first,against_elbow__name_2__obj_ball__physical_placement_person_subject__object_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,person_subject,object_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__object_first__close_direct_labels,paired__name_2__obj_ball__person_subject__object_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,person_subject,object_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__object_first,against_elbow__name_2__obj_ball__physical_placement_person_subject__object_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,person_subject,object_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__object_first__close_proximity_synonyms,paired__name_2__obj_ball__person_subject__object_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,person_subject,object_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__object_first,against_elbow__name_2__obj_ball__physical_placement_person_subject__object_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,person_subject,object_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__object_first__close_distance_short_long,paired__name_2__obj_ball__person_subject__object_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,person_subject,object_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__object_first,against_elbow__name_2__obj_ball__physical_placement_person_subject__object_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,person_subject,object_first
against_elbow__name_2__obj_ball__physical_placement_person_subject__object_first__close_distance_small_large,paired__name_2__obj_ball__person_subject__object_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,person_subject,object_first
against_elbow__name_2__obj_book__physical_placement__person_first,against_elbow__name_2__obj_book__physical_placement__person_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,object_subject,person_first
against_elbow__name_2__obj_book__physical_placement__person_first__close_direct_labels,paired__name_2__obj_book__object_subject__person_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,object_subject,person_first
against_elbow__name_2__obj_book__physical_placement__person_first,against_elbow__name_2__obj_book__physical_placement__person_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,object_subject,person_first
against_elbow__name_2__obj_book__physical_placement__person_first__close_proximity_synonyms,paired__name_2__obj_book__object_subject__person_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,object_subject,person_first
against_elbow__name_2__obj_book__physical_placement__person_first,against_elbow__name_2__obj_book__physical_placement__person_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,object_subject,person_first
against_elbow__name_2__obj_book__physical_placement__person_first__close_distance_short_long,paired__name_2__obj_book__object_subject__person_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,object_subject,person_first
against_elbow__name_2__obj_book__physical_placement__person_first,against_elbow__name_2__obj_book__physical_placement__person_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,object_subject,person_first
against_elbow__name_2__obj_book__physical_placement__person_first__close_distance_small_large,paired__name_2__obj_book__object_subject__person_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,object_subject,person_first
against_elbow__name_2__obj_book__physical_placement__object_first,against_elbow__name_2__obj_book__physical_placement__object_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,object_subject,object_first
against_elbow__name_2__obj_book__physical_placement__object_first__close_direct_labels,paired__name_2__obj_book__object_subject__object_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,object_subject,object_first
against_elbow__name_2__obj_book__physical_placement__object_first,against_elbow__name_2__obj_book__physical_placement__object_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,object_subject,object_first
against_elbow__name_2__obj_book__physical_placement__object_first__close_proximity_synonyms,paired__name_2__obj_book__object_subject__object_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,object_subject,object_first
against_elbow__name_2__obj_book__physical_placement__object_first,against_elbow__name_2__obj_book__physical_placement__object_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,object_subject,object_first
against_elbow__name_2__obj_book__physical_placement__object_first__close_distance_short_long,paired__name_2__obj_book__object_subject__object_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,object_subject,object_first
against_elbow__name_2__obj_book__physical_placement__object_first,against_elbow__name_2__obj_book__physical_placement__object_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,object_subject,object_first
against_elbow__name_2__obj_book__physical_placement__object_first__close_distance_small_large,paired__name_2__obj_book__object_subject__object_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,object_subject,object_first
against_elbow__name_2__obj_book__physical_placement_fronted__person_first,against_elbow__name_2__obj_book__physical_placement_fronted__person_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_book__physical_placement_fronted__person_first__close_direct_labels,paired__name_2__obj_book__fronted_location__person_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_book__physical_placement_fronted__person_first,against_elbow__name_2__obj_book__physical_placement_fronted__person_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_book__physical_placement_fronted__person_first__close_proximity_synonyms,paired__name_2__obj_book__fronted_location__person_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_book__physical_placement_fronted__person_first,against_elbow__name_2__obj_book__physical_placement_fronted__person_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_book__physical_placement_fronted__person_first__close_distance_short_long,paired__name_2__obj_book__fronted_location__person_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_book__physical_placement_fronted__person_first,against_elbow__name_2__obj_book__physical_placement_fronted__person_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_book__physical_placement_fronted__person_first__close_distance_small_large,paired__name_2__obj_book__fronted_location__person_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_book__physical_placement_fronted__object_first,against_elbow__name_2__obj_book__physical_placement_fronted__object_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_book__physical_placement_fronted__object_first__close_direct_labels,paired__name_2__obj_book__fronted_location__object_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_book__physical_placement_fronted__object_first,against_elbow__name_2__obj_book__physical_placement_fronted__object_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_book__physical_placement_fronted__object_first__close_proximity_synonyms,paired__name_2__obj_book__fronted_location__object_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_book__physical_placement_fronted__object_first,against_elbow__name_2__obj_book__physical_placement_fronted__object_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_book__physical_placement_fronted__object_first__close_distance_short_long,paired__name_2__obj_book__fronted_location__object_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_book__physical_placement_fronted__object_first,against_elbow__name_2__obj_book__physical_placement_fronted__object_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_book__physical_placement_fronted__object_first__close_distance_small_large,paired__name_2__obj_book__fronted_location__object_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_book__physical_placement_person_subject__person_first,against_elbow__name_2__obj_book__physical_placement_person_subject__person_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,person_subject,person_first
against_elbow__name_2__obj_book__physical_placement_person_subject__person_first__close_direct_labels,paired__name_2__obj_book__person_subject__person_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,person_subject,person_first
against_elbow__name_2__obj_book__physical_placement_person_subject__person_first,against_elbow__name_2__obj_book__physical_placement_person_subject__person_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,person_subject,person_first
against_elbow__name_2__obj_book__physical_placement_person_subject__person_first__close_proximity_synonyms,paired__name_2__obj_book__person_subject__person_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,person_subject,person_first
against_elbow__name_2__obj_book__physical_placement_person_subject__person_first,against_elbow__name_2__obj_book__physical_placement_person_subject__person_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,person_subject,person_first
against_elbow__name_2__obj_book__physical_placement_person_subject__person_first__close_distance_short_long,paired__name_2__obj_book__person_subject__person_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,person_subject,person_first
against_elbow__name_2__obj_book__physical_placement_person_subject__person_first,against_elbow__name_2__obj_book__physical_placement_person_subject__person_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,person_subject,person_first
against_elbow__name_2__obj_book__physical_placement_person_subject__person_first__close_distance_small_large,paired__name_2__obj_book__person_subject__person_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,person_subject,person_first
against_elbow__name_2__obj_book__physical_placement_person_subject__object_first,against_elbow__name_2__obj_book__physical_placement_person_subject__object_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,person_subject,object_first
against_elbow__name_2__obj_book__physical_placement_person_subject__object_first__close_direct_labels,paired__name_2__obj_book__person_subject__object_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,person_subject,object_first
against_elbow__name_2__obj_book__physical_placement_person_subject__object_first,against_elbow__name_2__obj_book__physical_placement_person_subject__object_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,person_subject,object_first
against_elbow__name_2__obj_book__physical_placement_person_subject__object_first__close_proximity_synonyms,paired__name_2__obj_book__person_subject__object_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,person_subject,object_first
against_elbow__name_2__obj_book__physical_placement_person_subject__object_first,against_elbow__name_2__obj_book__physical_placement_person_subject__object_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,person_subject,object_first
against_elbow__name_2__obj_book__physical_placement_person_subject__object_first__close_distance_short_long,paired__name_2__obj_book__person_subject__object_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,person_subject,object_first
against_elbow__name_2__obj_book__physical_placement_person_subject__object_first,against_elbow__name_2__obj_book__physical_placement_person_subject__object_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,person_subject,object_first
against_elbow__name_2__obj_book__physical_placement_person_subject__object_first__close_distance_small_large,paired__name_2__obj_book__person_subject__object_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,person_subject,object_first
against_elbow__name_2__obj_cup__physical_placement__person_first,against_elbow__name_2__obj_cup__physical_placement__person_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,object_subject,person_first
against_elbow__name_2__obj_cup__physical_placement__person_first__close_direct_labels,paired__name_2__obj_cup__object_subject__person_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,object_subject,person_first
against_elbow__name_2__obj_cup__physical_placement__person_first,against_elbow__name_2__obj_cup__physical_placement__person_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,object_subject,person_first
against_elbow__name_2__obj_cup__physical_placement__person_first__close_proximity_synonyms,paired__name_2__obj_cup__object_subject__person_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,object_subject,person_first
against_elbow__name_2__obj_cup__physical_placement__person_first,against_elbow__name_2__obj_cup__physical_placement__person_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,object_subject,person_first
against_elbow__name_2__obj_cup__physical_placement__person_first__close_distance_short_long,paired__name_2__obj_cup__object_subject__person_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,object_subject,person_first
against_elbow__name_2__obj_cup__physical_placement__person_first,against_elbow__name_2__obj_cup__physical_placement__person_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,object_subject,person_first
against_elbow__name_2__obj_cup__physical_placement__person_first__close_distance_small_large,paired__name_2__obj_cup__object_subject__person_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,object_subject,person_first
against_elbow__name_2__obj_cup__physical_placement__object_first,against_elbow__name_2__obj_cup__physical_placement__object_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,object_subject,object_first
against_elbow__name_2__obj_cup__physical_placement__object_first__close_direct_labels,paired__name_2__obj_cup__object_subject__object_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,object_subject,object_first
against_elbow__name_2__obj_cup__physical_placement__object_first,against_elbow__name_2__obj_cup__physical_placement__object_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,object_subject,object_first
against_elbow__name_2__obj_cup__physical_placement__object_first__close_proximity_synonyms,paired__name_2__obj_cup__object_subject__object_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,object_subject,object_first
against_elbow__name_2__obj_cup__physical_placement__object_first,against_elbow__name_2__obj_cup__physical_placement__object_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,object_subject,object_first
against_elbow__name_2__obj_cup__physical_placement__object_first__close_distance_short_long,paired__name_2__obj_cup__object_subject__object_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,object_subject,object_first
against_elbow__name_2__obj_cup__physical_placement__object_first,against_elbow__name_2__obj_cup__physical_placement__object_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,object_subject,object_first
against_elbow__name_2__obj_cup__physical_placement__object_first__close_distance_small_large,paired__name_2__obj_cup__object_subject__object_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,object_subject,object_first
against_elbow__name_2__obj_cup__physical_placement_fronted__person_first,against_elbow__name_2__obj_cup__physical_placement_fronted__person_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_cup__physical_placement_fronted__person_first__close_direct_labels,paired__name_2__obj_cup__fronted_location__person_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_cup__physical_placement_fronted__person_first,against_elbow__name_2__obj_cup__physical_placement_fronted__person_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_cup__physical_placement_fronted__person_first__close_proximity_synonyms,paired__name_2__obj_cup__fronted_location__person_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_cup__physical_placement_fronted__person_first,against_elbow__name_2__obj_cup__physical_placement_fronted__person_first__close_distance_short_long,close_evidence_only,distance_short_long,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_cup__physical_placement_fronted__person_first__close_distance_short_long,paired__name_2__obj_cup__fronted_location__person_first__distance_short_long,far_evidence_only_given_close,distance_short_long,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_cup__physical_placement_fronted__person_first,against_elbow__name_2__obj_cup__physical_placement_fronted__person_first__close_distance_small_large,close_evidence_only,distance_small_large,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_cup__physical_placement_fronted__person_first__close_distance_small_large,paired__name_2__obj_cup__fronted_location__person_first__distance_small_large,far_evidence_only_given_close,distance_small_large,against_elbow,fronted_location,person_first
against_elbow__name_2__obj_cup__physical_placement_fronted__object_first,against_elbow__name_2__obj_cup__physical_placement_fronted__object_first__close_direct_labels,close_evidence_only,direct_labels,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_cup__physical_placement_fronted__object_first__close_direct_labels,paired__name_2__obj_cup__fronted_location__object_first__direct_labels,far_evidence_only_given_close,direct_labels,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_cup__physical_placement_fronted__object_first,against_elbow__name_2__obj_cup__physical_placement_fronted__object_first__close_proximity_synonyms,close_evidence_only,proximity_synonyms,against_elbow,fronted_location,object_first
against_elbow__name_2__obj_cup__physical_placement_fronted__object_first__close_proximity_synonyms,paired__name_2__obj_cup__fronted_location__object_first__proximity_synonyms,far_evidence_only_given_close,proximity_synonyms,against_elbow,fronted_location,object_first
