probe_id,probe_version,evidence_match_id,reference_match_id,name_id,object_id,condition_id,evidence_type,target_order,context_entity_order,context_structure,reverses_context_entity_order,Context1,Context2,Target1,Target2,correct_target_repeats_context,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count
name_3__obj_bag__proximity_paraphrase__person_first,1.1,name_3__obj_bag__person_first,name_3__obj_bag__proximity_paraphrase,name_3,obj_bag,proximity_paraphrase,proximity_phrase,person_first,object_first,object_subject,True,The bag is beside Omar.,The bag is a long way from Omar.,Omar is close to the bag.,Omar is far from the bag.,False,5,6,8,9,6,8,6,8
name_3__obj_bag__proximity_paraphrase__object_first,1.1,name_3__obj_bag__object_first,name_3__obj_bag__proximity_paraphrase,name_3,obj_bag,proximity_paraphrase,proximity_phrase,object_first,object_first,object_subject,False,The bag is beside Omar.,The bag is a long way from Omar.,The bag is close to Omar.,The bag is far from Omar.,False,5,6,8,9,6,7,6,7
name_3__obj_bag__physical_placement__person_first,1.1,name_3__obj_bag__person_first,name_3__obj_bag__physical_placement,name_3,obj_bag,physical_placement,physical_arrangement,person_first,object_first,object_subject,True,The bag is between Omar's shoes.,The bag is across the full length of a long gym from Omar.,Omar is close to the bag.,Omar is far from the bag.,False,7,8,13,14,6,8,6,8
name_3__obj_bag__physical_placement__object_first,1.1,name_3__obj_bag__object_first,name_3__obj_bag__physical_placement,name_3,obj_bag,physical_placement,physical_arrangement,object_first,object_first,object_subject,False,The bag is between Omar's shoes.,The bag is across the full length of a long gym from Omar.,The bag is close to Omar.,The bag is far from Omar.,False,7,8,13,14,6,7,6,7
name_3__obj_bag__physical_placement_fronted__person_first,1.1,name_3__obj_bag__person_first,name_3__obj_bag__physical_placement_fronted,name_3,obj_bag,physical_placement_fronted,physical_arrangement,person_first,person_first,fronted_location,False,Between Omar's shoes is the bag.,Across the full length of a long gym from Omar is the bag.,Omar is close to the bag.,Omar is far from the bag.,False,7,8,13,14,6,8,6,8
name_3__obj_bag__physical_placement_fronted__object_first,1.1,name_3__obj_bag__object_first,name_3__obj_bag__physical_placement_fronted,name_3,obj_bag,physical_placement_fronted,physical_arrangement,object_first,person_first,fronted_location,True,Between Omar's shoes is the bag.,Across the full length of a long gym from Omar is the bag.,The bag is close to Omar.,The bag is far from Omar.,False,7,8,13,14,6,7,6,7
name_3__obj_bag__physical_placement_person_subject__person_first,1.1,name_3__obj_bag__person_first,name_3__obj_bag__physical_placement_person_subject,name_3,obj_bag,physical_placement_person_subject,physical_arrangement,person_first,person_first,person_subject,False,Omar has the bag between their shoes.,Omar is across the full length of a long gym from the bag.,Omar is close to the bag.,Omar is far from the bag.,False,7,9,13,15,6,8,6,8
name_3__obj_bag__physical_placement_person_subject__object_first,1.1,name_3__obj_bag__object_first,name_3__obj_bag__physical_placement_person_subject,name_3,obj_bag,physical_placement_person_subject,physical_arrangement,object_first,person_first,person_subject,True,Omar has the bag between their shoes.,Omar is across the full length of a long gym from the bag.,The bag is close to Omar.,The bag is far from Omar.,False,7,9,13,15,6,7,6,7
name_3__obj_book__direct_label__person_first,1.1,name_3__obj_book__person_first,name_3__obj_book__direct_label,name_3,obj_book,direct_label,explicit_relation,person_first,object_first,object_subject,True,The book is close to Omar.,The book is far from Omar.,Omar is close to the book.,Omar is far from the book.,False,6,7,6,7,6,8,6,8
name_3__obj_book__direct_label__object_first,1.1,name_3__obj_book__object_first,name_3__obj_book__direct_label,name_3,obj_book,direct_label,explicit_relation,object_first,object_first,object_subject,False,The book is close to Omar.,The book is far from Omar.,The book is close to Omar.,The book is far from Omar.,True,6,7,6,7,6,7,6,7
name_3__obj_book__proximity_paraphrase__person_first,1.1,name_3__obj_book__person_first,name_3__obj_book__proximity_paraphrase,name_3,obj_book,proximity_paraphrase,proximity_phrase,person_first,object_first,object_subject,True,The book is beside Omar.,The book is a long way from Omar.,Omar is close to the book.,Omar is far from the book.,False,5,6,8,9,6,8,6,8
name_3__obj_book__proximity_paraphrase__object_first,1.1,name_3__obj_book__object_first,name_3__obj_book__proximity_paraphrase,name_3,obj_book,proximity_paraphrase,proximity_phrase,object_first,object_first,object_subject,False,The book is beside Omar.,The book is a long way from Omar.,The book is close to Omar.,The book is far from Omar.,False,5,6,8,9,6,7,6,7
name_3__obj_book__physical_placement__person_first,1.1,name_3__obj_book__person_first,name_3__obj_book__physical_placement,name_3,obj_book,physical_placement,physical_arrangement,person_first,object_first,object_subject,True,The book is between Omar's shoes.,The book is across the full length of a long gym from Omar.,Omar is close to the book.,Omar is far from the book.,False,7,8,13,14,6,8,6,8
name_3__obj_book__physical_placement__object_first,1.1,name_3__obj_book__object_first,name_3__obj_book__physical_placement,name_3,obj_book,physical_placement,physical_arrangement,object_first,object_first,object_subject,False,The book is between Omar's shoes.,The book is across the full length of a long gym from Omar.,The book is close to Omar.,The book is far from Omar.,False,7,8,13,14,6,7,6,7
name_3__obj_book__physical_placement_fronted__person_first,1.1,name_3__obj_book__person_first,name_3__obj_book__physical_placement_fronted,name_3,obj_book,physical_placement_fronted,physical_arrangement,person_first,person_first,fronted_location,False,Between Omar's shoes is the book.,Across the full length of a long gym from Omar is the book.,Omar is close to the book.,Omar is far from the book.,False,7,8,13,14,6,8,6,8
name_3__obj_book__physical_placement_fronted__object_first,1.1,name_3__obj_book__object_first,name_3__obj_book__physical_placement_fronted,name_3,obj_book,physical_placement_fronted,physical_arrangement,object_first,person_first,fronted_location,True,Between Omar's shoes is the book.,Across the full length of a long gym from Omar is the book.,The book is close to Omar.,The book is far from Omar.,False,7,8,13,14,6,7,6,7
name_3__obj_book__physical_placement_person_subject__person_first,1.1,name_3__obj_book__person_first,name_3__obj_book__physical_placement_person_subject,name_3,obj_book,physical_placement_person_subject,physical_arrangement,person_first,person_first,person_subject,False,Omar has the book between their shoes.,Omar is across the full length of a long gym from the book.,Omar is close to the book.,Omar is far from the book.,False,7,9,13,15,6,8,6,8
name_3__obj_book__physical_placement_person_subject__object_first,1.1,name_3__obj_book__object_first,name_3__obj_book__physical_placement_person_subject,name_3,obj_book,physical_placement_person_subject,physical_arrangement,object_first,person_first,person_subject,True,Omar has the book between their shoes.,Omar is across the full length of a long gym from the book.,The book is close to Omar.,The book is far from Omar.,False,7,9,13,15,6,7,6,7
name_3__obj_cone__direct_label__person_first,1.1,name_3__obj_cone__person_first,name_3__obj_cone__direct_label,name_3,obj_cone,direct_label,explicit_relation,person_first,object_first,object_subject,True,The cone is close to Omar.,The cone is far from Omar.,Omar is close to the cone.,Omar is far from the cone.,False,6,7,6,7,6,8,6,8
name_3__obj_cone__direct_label__object_first,1.1,name_3__obj_cone__object_first,name_3__obj_cone__direct_label,name_3,obj_cone,direct_label,explicit_relation,object_first,object_first,object_subject,False,The cone is close to Omar.,The cone is far from Omar.,The cone is close to Omar.,The cone is far from Omar.,True,6,7,6,7,6,7,6,7
name_3__obj_cone__proximity_paraphrase__person_first,1.1,name_3__obj_cone__person_first,name_3__obj_cone__proximity_paraphrase,name_3,obj_cone,proximity_paraphrase,proximity_phrase,person_first,object_first,object_subject,True,The cone is beside Omar.,The cone is a long way from Omar.,Omar is close to the cone.,Omar is far from the cone.,False,5,6,8,9,6,8,6,8
name_3__obj_cone__proximity_paraphrase__object_first,1.1,name_3__obj_cone__object_first,name_3__obj_cone__proximity_paraphrase,name_3,obj_cone,proximity_paraphrase,proximity_phrase,object_first,object_first,object_subject,False,The cone is beside Omar.,The cone is a long way from Omar.,The cone is close to Omar.,The cone is far from Omar.,False,5,6,8,9,6,7,6,7
name_3__obj_cone__physical_placement__person_first,1.1,name_3__obj_cone__person_first,name_3__obj_cone__physical_placement,name_3,obj_cone,physical_placement,physical_arrangement,person_first,object_first,object_subject,True,The cone is between Omar's shoes.,The cone is across the full length of a long gym from Omar.,Omar is close to the cone.,Omar is far from the cone.,False,7,8,13,14,6,8,6,8
name_3__obj_cone__physical_placement__object_first,1.1,name_3__obj_cone__object_first,name_3__obj_cone__physical_placement,name_3,obj_cone,physical_placement,physical_arrangement,object_first,object_first,object_subject,False,The cone is between Omar's shoes.,The cone is across the full length of a long gym from Omar.,The cone is close to Omar.,The cone is far from Omar.,False,7,8,13,14,6,7,6,7
name_3__obj_cone__physical_placement_fronted__person_first,1.1,name_3__obj_cone__person_first,name_3__obj_cone__physical_placement_fronted,name_3,obj_cone,physical_placement_fronted,physical_arrangement,person_first,person_first,fronted_location,False,Between Omar's shoes is the cone.,Across the full length of a long gym from Omar is the cone.,Omar is close to the cone.,Omar is far from the cone.,False,7,8,13,14,6,8,6,8
name_3__obj_cone__physical_placement_fronted__object_first,1.1,name_3__obj_cone__object_first,name_3__obj_cone__physical_placement_fronted,name_3,obj_cone,physical_placement_fronted,physical_arrangement,object_first,person_first,fronted_location,True,Between Omar's shoes is the cone.,Across the full length of a long gym from Omar is the cone.,The cone is close to Omar.,The cone is far from Omar.,False,7,8,13,14,6,7,6,7
name_3__obj_cone__physical_placement_person_subject__person_first,1.1,name_3__obj_cone__person_first,name_3__obj_cone__physical_placement_person_subject,name_3,obj_cone,physical_placement_person_subject,physical_arrangement,person_first,person_first,person_subject,False,Omar has the cone between their shoes.,Omar is across the full length of a long gym from the cone.,Omar is close to the cone.,Omar is far from the cone.,False,7,9,13,15,6,8,6,8
name_3__obj_cone__physical_placement_person_subject__object_first,1.1,name_3__obj_cone__object_first,name_3__obj_cone__physical_placement_person_subject,name_3,obj_cone,physical_placement_person_subject,physical_arrangement,object_first,person_first,person_subject,True,Omar has the cone between their shoes.,Omar is across the full length of a long gym from the cone.,The cone is close to Omar.,The cone is far from Omar.,False,7,9,13,15,6,7,6,7
name_3__obj_helmet__direct_label__person_first,1.1,name_3__obj_helmet__person_first,name_3__obj_helmet__direct_label,name_3,obj_helmet,direct_label,explicit_relation,person_first,object_first,object_subject,True,The helmet is close to Omar.,The helmet is far from Omar.,Omar is close to the helmet.,Omar is far from the helmet.,False,6,7,6,7,6,8,6,8
name_3__obj_helmet__direct_label__object_first,1.1,name_3__obj_helmet__object_first,name_3__obj_helmet__direct_label,name_3,obj_helmet,direct_label,explicit_relation,object_first,object_first,object_subject,False,The helmet is close to Omar.,The helmet is far from Omar.,The helmet is close to Omar.,The helmet is far from Omar.,True,6,7,6,7,6,7,6,7
name_3__obj_helmet__proximity_paraphrase__person_first,1.1,name_3__obj_helmet__person_first,name_3__obj_helmet__proximity_paraphrase,name_3,obj_helmet,proximity_paraphrase,proximity_phrase,person_first,object_first,object_subject,True,The helmet is beside Omar.,The helmet is a long way from Omar.,Omar is close to the helmet.,Omar is far from the helmet.,False,5,6,8,9,6,8,6,8
name_3__obj_helmet__proximity_paraphrase__object_first,1.1,name_3__obj_helmet__object_first,name_3__obj_helmet__proximity_paraphrase,name_3,obj_helmet,proximity_paraphrase,proximity_phrase,object_first,object_first,object_subject,False,The helmet is beside Omar.,The helmet is a long way from Omar.,The helmet is close to Omar.,The helmet is far from Omar.,False,5,6,8,9,6,7,6,7
name_3__obj_helmet__physical_placement__person_first,1.1,name_3__obj_helmet__person_first,name_3__obj_helmet__physical_placement,name_3,obj_helmet,physical_placement,physical_arrangement,person_first,object_first,object_subject,True,The helmet is between Omar's shoes.,The helmet is across the full length of a long gym from Omar.,Omar is close to the helmet.,Omar is far from the helmet.,False,7,8,13,14,6,8,6,8
name_3__obj_helmet__physical_placement__object_first,1.1,name_3__obj_helmet__object_first,name_3__obj_helmet__physical_placement,name_3,obj_helmet,physical_placement,physical_arrangement,object_first,object_first,object_subject,False,The helmet is between Omar's shoes.,The helmet is across the full length of a long gym from Omar.,The helmet is close to Omar.,The helmet is far from Omar.,False,7,8,13,14,6,7,6,7
name_3__obj_helmet__physical_placement_fronted__person_first,1.1,name_3__obj_helmet__person_first,name_3__obj_helmet__physical_placement_fronted,name_3,obj_helmet,physical_placement_fronted,physical_arrangement,person_first,person_first,fronted_location,False,Between Omar's shoes is the helmet.,Across the full length of a long gym from Omar is the helmet.,Omar is close to the helmet.,Omar is far from the helmet.,False,7,8,13,14,6,8,6,8
name_3__obj_helmet__physical_placement_fronted__object_first,1.1,name_3__obj_helmet__object_first,name_3__obj_helmet__physical_placement_fronted,name_3,obj_helmet,physical_placement_fronted,physical_arrangement,object_first,person_first,fronted_location,True,Between Omar's shoes is the helmet.,Across the full length of a long gym from Omar is the helmet.,The helmet is close to Omar.,The helmet is far from Omar.,False,7,8,13,14,6,7,6,7
name_3__obj_helmet__physical_placement_person_subject__person_first,1.1,name_3__obj_helmet__person_first,name_3__obj_helmet__physical_placement_person_subject,name_3,obj_helmet,physical_placement_person_subject,physical_arrangement,person_first,person_first,person_subject,False,Omar has the helmet between their shoes.,Omar is across the full length of a long gym from the helmet.,Omar is close to the helmet.,Omar is far from the helmet.,False,7,9,13,15,6,8,6,8
name_3__obj_helmet__physical_placement_person_subject__object_first,1.1,name_3__obj_helmet__object_first,name_3__obj_helmet__physical_placement_person_subject,name_3,obj_helmet,physical_placement_person_subject,physical_arrangement,object_first,person_first,person_subject,True,Omar has the helmet between their shoes.,Omar is across the full length of a long gym from the helmet.,The helmet is close to Omar.,The helmet is far from Omar.,False,7,9,13,15,6,7,6,7
