probe_id,probe_version,scene_id,scene_role,name_id,object_id,condition_id,context_structure,context_entity_order,target_order,reverses_context_entity_order,evidence_type,setting,assumption,include_in_primary_scene_summary,gold_requires_unstated_worn_shoes,Context1,Context2,Target1,Target2,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count
worn_jacket_pocket__name_0__obj_coin__physical_placement_person_subject__person_first,1.0,worn_jacket_pocket,main,name_0,obj_coin,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Maya is wearing the jacket with the coin inside its pocket.,Maya is across the full length of a long hallway from the coin.,Maya is close to the coin.,Maya is far from the coin.,11,13,13,15,6,8,6,8
worn_jacket_pocket__name_0__obj_coin__physical_placement_person_subject__object_first,1.0,worn_jacket_pocket,main,name_0,obj_coin,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Maya is wearing the jacket with the coin inside its pocket.,Maya is across the full length of a long hallway from the coin.,The coin is close to Maya.,The coin is far from Maya.,11,13,13,15,6,7,6,7
worn_jacket_pocket__name_0__obj_marble__physical_placement__person_first,1.0,worn_jacket_pocket,main,name_0,obj_marble,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The marble is inside the pocket of the jacket Maya is wearing.,The marble is across the full length of a long hallway from Maya.,Maya is close to the marble.,Maya is far from the marble.,12,13,13,14,6,8,6,8
worn_jacket_pocket__name_0__obj_marble__physical_placement__object_first,1.0,worn_jacket_pocket,main,name_0,obj_marble,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The marble is inside the pocket of the jacket Maya is wearing.,The marble is across the full length of a long hallway from Maya.,The marble is close to Maya.,The marble is far from Maya.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_0__obj_marble__physical_placement_fronted__person_first,1.0,worn_jacket_pocket,main,name_0,obj_marble,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Maya is wearing is the marble.,Across the full length of a long hallway from Maya is the marble.,Maya is close to the marble.,Maya is far from the marble.,12,13,13,14,6,8,6,8
worn_jacket_pocket__name_0__obj_marble__physical_placement_fronted__object_first,1.0,worn_jacket_pocket,main,name_0,obj_marble,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Maya is wearing is the marble.,Across the full length of a long hallway from Maya is the marble.,The marble is close to Maya.,The marble is far from Maya.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_0__obj_marble__physical_placement_person_subject__person_first,1.0,worn_jacket_pocket,main,name_0,obj_marble,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Maya is wearing the jacket with the marble inside its pocket.,Maya is across the full length of a long hallway from the marble.,Maya is close to the marble.,Maya is far from the marble.,11,13,13,15,6,8,6,8
worn_jacket_pocket__name_0__obj_marble__physical_placement_person_subject__object_first,1.0,worn_jacket_pocket,main,name_0,obj_marble,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Maya is wearing the jacket with the marble inside its pocket.,Maya is across the full length of a long hallway from the marble.,The marble is close to Maya.,The marble is far from Maya.,11,13,13,15,6,7,6,7
worn_jacket_pocket__name_0__obj_pebble__physical_placement__person_first,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The pebble is inside the pocket of the jacket Maya is wearing.,The pebble is across the full length of a long hallway from Maya.,Maya is close to the pebble.,Maya is far from the pebble.,12,15,13,16,6,10,6,10
worn_jacket_pocket__name_0__obj_pebble__physical_placement__object_first,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The pebble is inside the pocket of the jacket Maya is wearing.,The pebble is across the full length of a long hallway from Maya.,The pebble is close to Maya.,The pebble is far from Maya.,12,15,13,16,6,9,6,9
worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__person_first,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Maya is wearing is the pebble.,Across the full length of a long hallway from Maya is the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,12,15,13,16,6,10,6,10
worn_jacket_pocket__name_0__obj_pebble__physical_placement_fronted__object_first,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Maya is wearing is the pebble.,Across the full length of a long hallway from Maya is the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,12,15,13,16,6,9,6,9
worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__person_first,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Maya is wearing the jacket with the pebble inside its pocket.,Maya is across the full length of a long hallway from the pebble.,Maya is close to the pebble.,Maya is far from the pebble.,11,15,13,17,6,10,6,10
worn_jacket_pocket__name_0__obj_pebble__physical_placement_person_subject__object_first,1.0,worn_jacket_pocket,main,name_0,obj_pebble,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Maya is wearing the jacket with the pebble inside its pocket.,Maya is across the full length of a long hallway from the pebble.,The pebble is close to Maya.,The pebble is far from Maya.,11,15,13,17,6,9,6,9
worn_jacket_pocket__name_1__obj_key__physical_placement__person_first,1.0,worn_jacket_pocket,main,name_1,obj_key,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The key is inside the pocket of the jacket Jesse is wearing.,The key is across the full length of a long hallway from Jesse.,Jesse is close to the key.,Jesse is far from the key.,12,13,13,14,6,8,6,8
worn_jacket_pocket__name_1__obj_key__physical_placement__object_first,1.0,worn_jacket_pocket,main,name_1,obj_key,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The key is inside the pocket of the jacket Jesse is wearing.,The key is across the full length of a long hallway from Jesse.,The key is close to Jesse.,The key is far from Jesse.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_1__obj_key__physical_placement_fronted__person_first,1.0,worn_jacket_pocket,main,name_1,obj_key,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Jesse is wearing is the key.,Across the full length of a long hallway from Jesse is the key.,Jesse is close to the key.,Jesse is far from the key.,12,13,13,14,6,8,6,8
worn_jacket_pocket__name_1__obj_key__physical_placement_fronted__object_first,1.0,worn_jacket_pocket,main,name_1,obj_key,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Jesse is wearing is the key.,Across the full length of a long hallway from Jesse is the key.,The key is close to Jesse.,The key is far from Jesse.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_1__obj_key__physical_placement_person_subject__person_first,1.0,worn_jacket_pocket,main,name_1,obj_key,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Jesse is wearing the jacket with the key inside its pocket.,Jesse is across the full length of a long hallway from the key.,Jesse is close to the key.,Jesse is far from the key.,11,13,13,15,6,8,6,8
worn_jacket_pocket__name_1__obj_key__physical_placement_person_subject__object_first,1.0,worn_jacket_pocket,main,name_1,obj_key,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Jesse is wearing the jacket with the key inside its pocket.,Jesse is across the full length of a long hallway from the key.,The key is close to Jesse.,The key is far from Jesse.,11,13,13,15,6,7,6,7
worn_jacket_pocket__name_1__obj_coin__physical_placement__person_first,1.0,worn_jacket_pocket,main,name_1,obj_coin,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The coin is inside the pocket of the jacket Jesse is wearing.,The coin is across the full length of a long hallway from Jesse.,Jesse is close to the coin.,Jesse is far from the coin.,12,13,13,14,6,8,6,8
worn_jacket_pocket__name_1__obj_coin__physical_placement__object_first,1.0,worn_jacket_pocket,main,name_1,obj_coin,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The coin is inside the pocket of the jacket Jesse is wearing.,The coin is across the full length of a long hallway from Jesse.,The coin is close to Jesse.,The coin is far from Jesse.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_1__obj_coin__physical_placement_fronted__person_first,1.0,worn_jacket_pocket,main,name_1,obj_coin,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Jesse is wearing is the coin.,Across the full length of a long hallway from Jesse is the coin.,Jesse is close to the coin.,Jesse is far from the coin.,12,13,13,14,6,8,6,8
worn_jacket_pocket__name_1__obj_coin__physical_placement_fronted__object_first,1.0,worn_jacket_pocket,main,name_1,obj_coin,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Jesse is wearing is the coin.,Across the full length of a long hallway from Jesse is the coin.,The coin is close to Jesse.,The coin is far from Jesse.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_1__obj_coin__physical_placement_person_subject__person_first,1.0,worn_jacket_pocket,main,name_1,obj_coin,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Jesse is wearing the jacket with the coin inside its pocket.,Jesse is across the full length of a long hallway from the coin.,Jesse is close to the coin.,Jesse is far from the coin.,11,13,13,15,6,8,6,8
worn_jacket_pocket__name_1__obj_coin__physical_placement_person_subject__object_first,1.0,worn_jacket_pocket,main,name_1,obj_coin,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Jesse is wearing the jacket with the coin inside its pocket.,Jesse is across the full length of a long hallway from the coin.,The coin is close to Jesse.,The coin is far from Jesse.,11,13,13,15,6,7,6,7
worn_jacket_pocket__name_1__obj_marble__physical_placement__person_first,1.0,worn_jacket_pocket,main,name_1,obj_marble,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The marble is inside the pocket of the jacket Jesse is wearing.,The marble is across the full length of a long hallway from Jesse.,Jesse is close to the marble.,Jesse is far from the marble.,12,13,13,14,6,8,6,8
worn_jacket_pocket__name_1__obj_marble__physical_placement__object_first,1.0,worn_jacket_pocket,main,name_1,obj_marble,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The marble is inside the pocket of the jacket Jesse is wearing.,The marble is across the full length of a long hallway from Jesse.,The marble is close to Jesse.,The marble is far from Jesse.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_1__obj_marble__physical_placement_fronted__person_first,1.0,worn_jacket_pocket,main,name_1,obj_marble,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Jesse is wearing is the marble.,Across the full length of a long hallway from Jesse is the marble.,Jesse is close to the marble.,Jesse is far from the marble.,12,13,13,14,6,8,6,8
worn_jacket_pocket__name_1__obj_marble__physical_placement_fronted__object_first,1.0,worn_jacket_pocket,main,name_1,obj_marble,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Jesse is wearing is the marble.,Across the full length of a long hallway from Jesse is the marble.,The marble is close to Jesse.,The marble is far from Jesse.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_1__obj_marble__physical_placement_person_subject__person_first,1.0,worn_jacket_pocket,main,name_1,obj_marble,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Jesse is wearing the jacket with the marble inside its pocket.,Jesse is across the full length of a long hallway from the marble.,Jesse is close to the marble.,Jesse is far from the marble.,11,13,13,15,6,8,6,8
worn_jacket_pocket__name_1__obj_marble__physical_placement_person_subject__object_first,1.0,worn_jacket_pocket,main,name_1,obj_marble,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Jesse is wearing the jacket with the marble inside its pocket.,Jesse is across the full length of a long hallway from the marble.,The marble is close to Jesse.,The marble is far from Jesse.,11,13,13,15,6,7,6,7
worn_jacket_pocket__name_1__obj_pebble__physical_placement__person_first,1.0,worn_jacket_pocket,main,name_1,obj_pebble,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The pebble is inside the pocket of the jacket Jesse is wearing.,The pebble is across the full length of a long hallway from Jesse.,Jesse is close to the pebble.,Jesse is far from the pebble.,12,15,13,16,6,10,6,10
worn_jacket_pocket__name_1__obj_pebble__physical_placement__object_first,1.0,worn_jacket_pocket,main,name_1,obj_pebble,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The pebble is inside the pocket of the jacket Jesse is wearing.,The pebble is across the full length of a long hallway from Jesse.,The pebble is close to Jesse.,The pebble is far from Jesse.,12,15,13,16,6,9,6,9
worn_jacket_pocket__name_1__obj_pebble__physical_placement_fronted__person_first,1.0,worn_jacket_pocket,main,name_1,obj_pebble,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Jesse is wearing is the pebble.,Across the full length of a long hallway from Jesse is the pebble.,Jesse is close to the pebble.,Jesse is far from the pebble.,12,15,13,16,6,10,6,10
worn_jacket_pocket__name_1__obj_pebble__physical_placement_fronted__object_first,1.0,worn_jacket_pocket,main,name_1,obj_pebble,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Jesse is wearing is the pebble.,Across the full length of a long hallway from Jesse is the pebble.,The pebble is close to Jesse.,The pebble is far from Jesse.,12,15,13,16,6,9,6,9
worn_jacket_pocket__name_1__obj_pebble__physical_placement_person_subject__person_first,1.0,worn_jacket_pocket,main,name_1,obj_pebble,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Jesse is wearing the jacket with the pebble inside its pocket.,Jesse is across the full length of a long hallway from the pebble.,Jesse is close to the pebble.,Jesse is far from the pebble.,11,15,13,17,6,10,6,10
worn_jacket_pocket__name_1__obj_pebble__physical_placement_person_subject__object_first,1.0,worn_jacket_pocket,main,name_1,obj_pebble,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Jesse is wearing the jacket with the pebble inside its pocket.,Jesse is across the full length of a long hallway from the pebble.,The pebble is close to Jesse.,The pebble is far from Jesse.,11,15,13,17,6,9,6,9
worn_jacket_pocket__name_2__obj_key__physical_placement__person_first,1.0,worn_jacket_pocket,main,name_2,obj_key,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The key is inside the pocket of the jacket Li is wearing.,The key is across the full length of a long hallway from Li.,Li is close to the key.,Li is far from the key.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_key__physical_placement__object_first,1.0,worn_jacket_pocket,main,name_2,obj_key,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The key is inside the pocket of the jacket Li is wearing.,The key is across the full length of a long hallway from Li.,The key is close to Li.,The key is far from Li.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_key__physical_placement_fronted__person_first,1.0,worn_jacket_pocket,main,name_2,obj_key,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Li is wearing is the key.,Across the full length of a long hallway from Li is the key.,Li is close to the key.,Li is far from the key.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_key__physical_placement_fronted__object_first,1.0,worn_jacket_pocket,main,name_2,obj_key,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Li is wearing is the key.,Across the full length of a long hallway from Li is the key.,The key is close to Li.,The key is far from Li.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_key__physical_placement_person_subject__person_first,1.0,worn_jacket_pocket,main,name_2,obj_key,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Li is wearing the jacket with the key inside its pocket.,Li is across the full length of a long hallway from the key.,Li is close to the key.,Li is far from the key.,11,12,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_key__physical_placement_person_subject__object_first,1.0,worn_jacket_pocket,main,name_2,obj_key,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Li is wearing the jacket with the key inside its pocket.,Li is across the full length of a long hallway from the key.,The key is close to Li.,The key is far from Li.,11,12,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_coin__physical_placement__person_first,1.0,worn_jacket_pocket,main,name_2,obj_coin,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The coin is inside the pocket of the jacket Li is wearing.,The coin is across the full length of a long hallway from Li.,Li is close to the coin.,Li is far from the coin.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_coin__physical_placement__object_first,1.0,worn_jacket_pocket,main,name_2,obj_coin,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The coin is inside the pocket of the jacket Li is wearing.,The coin is across the full length of a long hallway from Li.,The coin is close to Li.,The coin is far from Li.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_coin__physical_placement_fronted__person_first,1.0,worn_jacket_pocket,main,name_2,obj_coin,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Li is wearing is the coin.,Across the full length of a long hallway from Li is the coin.,Li is close to the coin.,Li is far from the coin.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_coin__physical_placement_fronted__object_first,1.0,worn_jacket_pocket,main,name_2,obj_coin,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Li is wearing is the coin.,Across the full length of a long hallway from Li is the coin.,The coin is close to Li.,The coin is far from Li.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_coin__physical_placement_person_subject__person_first,1.0,worn_jacket_pocket,main,name_2,obj_coin,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Li is wearing the jacket with the coin inside its pocket.,Li is across the full length of a long hallway from the coin.,Li is close to the coin.,Li is far from the coin.,11,12,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_coin__physical_placement_person_subject__object_first,1.0,worn_jacket_pocket,main,name_2,obj_coin,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Li is wearing the jacket with the coin inside its pocket.,Li is across the full length of a long hallway from the coin.,The coin is close to Li.,The coin is far from Li.,11,12,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_marble__physical_placement__person_first,1.0,worn_jacket_pocket,main,name_2,obj_marble,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The marble is inside the pocket of the jacket Li is wearing.,The marble is across the full length of a long hallway from Li.,Li is close to the marble.,Li is far from the marble.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_marble__physical_placement__object_first,1.0,worn_jacket_pocket,main,name_2,obj_marble,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The marble is inside the pocket of the jacket Li is wearing.,The marble is across the full length of a long hallway from Li.,The marble is close to Li.,The marble is far from Li.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_marble__physical_placement_fronted__person_first,1.0,worn_jacket_pocket,main,name_2,obj_marble,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Li is wearing is the marble.,Across the full length of a long hallway from Li is the marble.,Li is close to the marble.,Li is far from the marble.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_marble__physical_placement_fronted__object_first,1.0,worn_jacket_pocket,main,name_2,obj_marble,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Li is wearing is the marble.,Across the full length of a long hallway from Li is the marble.,The marble is close to Li.,The marble is far from Li.,12,13,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_marble__physical_placement_person_subject__person_first,1.0,worn_jacket_pocket,main,name_2,obj_marble,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Li is wearing the jacket with the marble inside its pocket.,Li is across the full length of a long hallway from the marble.,Li is close to the marble.,Li is far from the marble.,11,12,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_marble__physical_placement_person_subject__object_first,1.0,worn_jacket_pocket,main,name_2,obj_marble,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Li is wearing the jacket with the marble inside its pocket.,Li is across the full length of a long hallway from the marble.,The marble is close to Li.,The marble is far from Li.,11,12,13,14,6,7,6,7
worn_jacket_pocket__name_2__obj_pebble__physical_placement__person_first,1.0,worn_jacket_pocket,main,name_2,obj_pebble,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The pebble is inside the pocket of the jacket Li is wearing.,The pebble is across the full length of a long hallway from Li.,Li is close to the pebble.,Li is far from the pebble.,12,15,13,16,6,9,6,9
worn_jacket_pocket__name_2__obj_pebble__physical_placement__object_first,1.0,worn_jacket_pocket,main,name_2,obj_pebble,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The pebble is inside the pocket of the jacket Li is wearing.,The pebble is across the full length of a long hallway from Li.,The pebble is close to Li.,The pebble is far from Li.,12,15,13,16,6,9,6,9
worn_jacket_pocket__name_2__obj_pebble__physical_placement_fronted__person_first,1.0,worn_jacket_pocket,main,name_2,obj_pebble,physical_placement_fronted,fronted_location,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Li is wearing is the pebble.,Across the full length of a long hallway from Li is the pebble.,Li is close to the pebble.,Li is far from the pebble.,12,15,13,16,6,9,6,9
worn_jacket_pocket__name_2__obj_pebble__physical_placement_fronted__object_first,1.0,worn_jacket_pocket,main,name_2,obj_pebble,physical_placement_fronted,fronted_location,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Inside the pocket of the jacket Li is wearing is the pebble.,Across the full length of a long hallway from Li is the pebble.,The pebble is close to Li.,The pebble is far from Li.,12,15,13,16,6,9,6,9
worn_jacket_pocket__name_2__obj_pebble__physical_placement_person_subject__person_first,1.0,worn_jacket_pocket,main,name_2,obj_pebble,physical_placement_person_subject,person_subject,person_first,person_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Li is wearing the jacket with the pebble inside its pocket.,Li is across the full length of a long hallway from the pebble.,Li is close to the pebble.,Li is far from the pebble.,11,14,13,16,6,9,6,9
worn_jacket_pocket__name_2__obj_pebble__physical_placement_person_subject__object_first,1.0,worn_jacket_pocket,main,name_2,obj_pebble,physical_placement_person_subject,person_subject,person_first,object_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,Li is wearing the jacket with the pebble inside its pocket.,Li is across the full length of a long hallway from the pebble.,The pebble is close to Li.,The pebble is far from Li.,11,14,13,16,6,9,6,9
worn_jacket_pocket__name_3__obj_key__physical_placement__person_first,1.0,worn_jacket_pocket,main,name_3,obj_key,physical_placement,object_subject,object_first,person_first,True,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The key is inside the pocket of the jacket Omar is wearing.,The key is across the full length of a long hallway from Omar.,Omar is close to the key.,Omar is far from the key.,12,13,13,14,6,8,6,8
worn_jacket_pocket__name_3__obj_key__physical_placement__object_first,1.0,worn_jacket_pocket,main,name_3,obj_key,physical_placement,object_subject,object_first,object_first,False,explicit_worn_clothing,hallway,Wearing is stated explicitly; only pocket-sized objects are eligible.,True,False,The key is inside the pocket of the jacket Omar is wearing.,The key is across the full length of a long hallway from Omar.,The key is close to Omar.,The key is far from Omar.,12,13,13,14,6,7,6,7
